epoch,train_loss,mse,mae
1,0.6249169909184978,0.6774067878723145,0.4534152150154114
2,0.5932296079760384,0.6756186485290527,0.4545608460903168
3,0.5844552054413757,0.6722609400749207,0.448939710855484
4,0.5774370515218346,0.6589629054069519,0.44518762826919556
5,0.570146182959225,0.6750085353851318,0.451541543006897
6,0.5629676071973685,0.6888927221298218,0.4569617211818695
7,0.5554773807525635,0.7072091102600098,0.4690913259983063
8,0.5473666814920296,0.7044707536697388,0.4674782156944275
9,0.5381854820636011,0.7023341655731201,0.4708259105682373
10,0.52897535462106,0.7375217080116272,0.4827561378479004
11,0.5211517714685009,0.7356743216514587,0.48059964179992676
12,0.5131728358593466,0.7411248683929443,0.48307427763938904
13,0.5051424816304211,0.7540058493614197,0.4890424609184265
14,0.49849728647098746,0.7418410181999207,0.4836997389793396
