dataset,checkpoint_seed,width,horizon,geo_mse,control_median_mse,descriptor_gain_mse,geo_mae,control_median_mae,descriptor_gain_mae,free_m0_mse,free_gap_mse
ETTh1,2021,m694,720,1.9245603531125992,1.9525580512152778,0.014338983716900379,1.0264874170696925,1.0362458001999628,0.009417054455986477,1.5173279777405755,-0.268387837927055
ETTh1,2022,c256,48,1.1393834068661643,1.4717006910414923,0.2258049385980473,0.769255002339681,0.8897805213928223,0.13545533550731817,0.6826992489042736,-0.6689390074690501
ETTh1,2022,c256,96,1.374108768644787,1.5077788262140182,0.08865362428843236,0.8516430173601423,0.9009086290995281,0.054684359931847414,0.8285326276506696,-0.6584847992542138
ETTh1,2022,c256,144,1.4674718342130146,1.5726130349295482,0.06685764290466013,0.8833281501891121,0.9218355057731507,0.041772480386012126,0.9775606791178385,-0.5011567727307499
ETTh1,2022,c256,192,1.5548465365455264,1.6333513032822382,0.04806361410368705,0.9139950161888486,0.942401681627546,0.03014284247629795,1.1055602573213124,-0.40638787099022555
ETTh1,2022,c256,288,1.6843068561856709,1.740033679538303,0.032026290070097066,0.9572241646902901,0.9772330844213093,0.02047507401252986,1.3009583003937253,-0.29466628997711
ETTh1,2022,c256,336,1.743909096231266,1.7908519563220797,0.026212585537903156,0.9758455704669563,0.9927509333811649,0.01702880586234397,1.3718262756762862,-0.27123173477016943
ETTh1,2022,c256,512,1.8906004769461495,1.9281925814492362,0.019496032120833253,1.0128111839294434,1.025898746081761,0.01275716751024727,1.5046238899230957,-0.25652695640953954
ETTh1,2022,c256,720,1.925584968687996,1.953909156436012,0.014496164089675589,1.0269424196273562,1.036764429485987,0.009473714162339086,1.5133001902746777,-0.27244084224854614
ETTh1,2022,m694,48,1.1435267584664481,1.4648649579002744,0.21936370154859178,0.7695119040352958,0.8878669965834844,0.13330272777749314,0.6826992489042736,-0.6750080805007458
ETTh1,2022,m694,96,1.3760117122105189,1.5050858997163319,0.08575868495621414,0.8514985584077381,0.9000346547081357,0.05392691942082709,0.8285326276506696,-0.6607815628362681
ETTh1,2022,m694,144,1.4669063507564484,1.571177467467293,0.06636495168106472,0.8823300316220238,0.9215286497085813,0.04253651592813027,0.9775606791178385,-0.5005783089395544
ETTh1,2022,m694,192,1.555380140032087,1.6323270343598866,0.04713938610835672,0.9135778063819522,0.9421250933692569,0.030300951740084747,1.1055602573213124,-0.40687052535757184
ETTh1,2022,m694,288,1.6839090983072917,1.739440948244125,0.031925113636591035,0.9567368522522941,0.9771579258025639,0.020898437203482185,1.3009583003937253,-0.2943605477575025
ETTh1,2022,m694,336,1.7429707845052083,1.789885358745549,0.026210938041987823,0.9751969940808355,0.9924547493863267,0.01738895936178689,1.3718262756762862,-0.2705477474878911
ETTh1,2022,m694,512,1.889998095376151,1.9274725914001465,0.01944229774845897,1.0123106411525182,1.0257468393870763,0.013098941881787085,1.5046238899230957,-0.2561266028234821
ETTh1,2022,m694,720,1.925503394717262,1.9533410935174853,0.01425132502081064,1.026610843718998,1.0365524291992188,0.009591010739226214,1.5133001902746777,-0.2723869375631055
ETTh1,2023,c256,48,1.128380639212472,1.4663480577014743,0.23048239925981281,0.765815189906529,0.886991750626337,0.136615205986122,0.6968294325329009,-0.6193068009640873
ETTh1,2023,c256,96,1.3648020880562919,1.5040832247052873,0.09260201454363433,0.8490520204816546,0.8991186732337588,0.05568414297529281,0.8433759326026553,-0.6182606537567621
ETTh1,2023,c256,144,1.4612853640601748,1.5685753292507596,0.06839962556457682,0.8814647008502294,0.9202559183514307,0.042152641159529665,0.9939910040961372,-0.4701193049417596
ETTh1,2023,c256,192,1.550030299595424,1.6303706396193731,0.04927734716978549,0.9125481105986095,0.9412378583635603,0.030480868900482728,1.1206518354870023,-0.3831506365416575
ETTh1,2023,c256,288,1.6804886469765314,1.738002655998109,0.033092014458716755,0.956084478469122,0.976591534084744,0.020998600643042677,1.3152872115846663,-0.277659078698004
ETTh1,2023,c256,336,1.7398077517139667,1.7887592964431867,0.02736620003963439,0.9746492346938775,0.9920806625262409,0.01757057514655703,1.3855617289640465,-0.25566960702269254
ETTh1,2023,c256,512,1.8882880892072404,1.92608710697719,0.019624770672636713,1.012075696672712,1.025244815008981,0.012844852413278122,1.5154961858476912,-0.24598669850892993
ETTh1,2023,c256,720,1.924151126922123,1.9523768833705357,0.014457124896748668,1.0264388311476935,1.0362705775669643,0.009487624788454855,1.5280930776444692,-0.25918450588636316
ETTh1,2023,m694,48,1.1419714973086403,1.4652604148501442,0.22063580935172364,0.7722142537434896,0.8871315547398159,0.1295380604853245,0.6968294325329009,-0.6388106529279273
ETTh1,2023,m694,96,1.3789651961553664,1.5043245497204007,0.08333265157996265,0.8554003579275948,0.8992975779942103,0.048812785823935646,0.8433759326026553,-0.635054004801731
ETTh1,2023,m694,144,1.4696519034249442,1.569937993609716,0.0638790134342737,0.8850254482693143,0.9207722194611081,0.03882259959223683,0.9939910040961372,-0.47853642273285796
ETTh1,2023,m694,192,1.5575910295758928,1.6313345999944777,0.0452044420677613,0.9159589040847051,0.9416959399268741,0.02733051588198148,1.1206518354870023,-0.3898973617430516
ETTh1,2023,m694,288,1.6853697035047743,1.7388742840479292,0.03076966577399802,0.9582551017640129,0.9769026589772059,0.01908844964422203,1.3152872115846663,-0.2813700982268582
ETTh1,2023,m694,336,1.7442592698700574,1.7897395438888446,0.025411671868167555,0.9766226528453178,0.9923885371409306,0.01588680613042372,1.3855617289640465,-0.25888239650946554
ETTh1,2023,m694,512,1.8924434525626046,1.9275025640215193,0.01818887928520717,1.0139105660574776,1.0257824659347534,0.011573506344210512,1.5154961858476912,-0.2487286145851092
ETTh1,2023,m694,720,1.9267522902715775,1.953257775685144,0.013569886035277208,1.0276073637462797,1.0364924355158731,0.008572249507225026,1.5280930776444692,-0.26088673423063663
ETTh2,2021,c256,48,0.24682831764221191,0.44241611730484737,0.4420901319195508,0.36757607687087285,0.49172043800354004,0.25246939426945975,0.1946264278321039,-0.2682158347741983
ETTh2,2021,c256,96,0.351818357195173,0.4685456185113816,0.24912678019925422,0.4295733315604074,0.5054642586481004,0.15014103527451897,0.2642212368193127,-0.33152944642282284
ETTh2,2021,c256,144,0.4058269319080171,0.4915510056510804,0.17439507346652272,0.4622307731991723,0.5164231875586132,0.10493799594018063,0.3114231654575893,-0.30313662219609044
ETTh2,2021,c256,192,0.4429104895818801,0.5116385732378279,0.13432936305214915,0.4829592023577009,0.5264255659920829,0.08256886907167367,0.3500287305741083,-0.26535467204486174
ETTh2,2021,c256,288,0.5074406275673519,0.5575779127696203,0.08991978350294544,0.5191879272460938,0.5504408261132618,0.05677794484803951,0.41480833386617993,-0.22331348273020898
ETTh2,2021,c256,336,0.5383849890053678,0.5836363292875744,0.07753345364474379,0.5354134176864105,0.5633409201693373,0.049574780533485824,0.4488107071441858,-0.19958142806161971
ETTh2,2021,c256,512,0.6297856228692191,0.6635140436036246,0.050833017114788416,0.5773211547306606,0.5975188698087419,0.033802639713363954,0.5437784365245274,-0.15816586419717718
ETTh2,2021,c256,720,0.7430560641818577,0.7705305916922434,0.035656634281120494,0.6217450823102678,0.6373789227198041,0.024528329777244676,0.6625426761687748,-0.12152181423038326
ETTh2,2021,m694,48,0.2558237257457915,0.4434632687341599,0.4231230774173802,0.3736239387875512,0.49222779273986816,0.24095318407791852,0.1946264278321039,-0.31443467670526193
ETTh2,2021,m694,96,0.37719448407491046,0.4690600463322231,0.1958503244427828,0.44517251423427034,0.50582412311009,0.11990651711685783,0.2642212368193127,-0.4275706548631984
ETTh2,2021,m694,144,0.42043411920941065,0.49172374937269425,0.14497902583356972,0.47150572519453743,0.5165039471217564,0.08712077066975726,0.3114231654575893,-0.35004124883146126
ETTh2,2021,m694,192,0.45786655516851515,0.5115751766023182,0.10498676223994031,0.4921748297555106,0.5263573442186629,0.0649416500759453,0.3500287305741083,-0.3080827805692805
ETTh2,2021,m694,288,0.5179961371043372,0.5572365049331907,0.07041959290437749,0.5256941053602431,0.5501865886506581,0.04451668542209146,0.41480833386617993,-0.24876019793625073
ETTh2,2021,m694,336,0.5473063462445525,0.5832997795675887,0.0617065779618823,0.5409346080961681,0.5630969611965879,0.03935796963514869,0.4488107071441858,-0.2194592008000465
ETTh2,2021,m694,512,0.6363241842814854,0.6630104609898159,0.04025015935418306,0.581293020929609,0.5972217576844352,0.02667139391670113,0.5437784365245274,-0.1701901758893738
ETTh2,2021,m694,720,0.748218039860801,0.7698210095602369,0.028062328036197202,0.6247928922138517,0.6370635380820623,0.019261259096937926,0.6625426761687748,-0.12931297375054138
ETTh2,2022,c256,48,0.24067912782941545,0.44118562198820566,0.4544719595693225,0.3644616717383975,0.4910225981757754,0.25774969809448944,0.19200074105035692,-0.2535322859316018
ETTh2,2022,c256,96,0.34421085176013766,0.46790674754551476,0.26436014533717495,0.42587324551173616,0.5052232288178944,0.15705925377148403,0.26203841254824684,-0.3135892879703701
ETTh2,2022,c256,144,0.4018765555487739,0.4913510973491366,0.18209899658936818,0.4603219410729787,0.5163930862668961,0.10858229260826545,0.3092679977416992,-0.29944436050063405
ETTh2,2022,c256,192,0.4389411835443406,0.5114430132366362,0.1417593511219797,0.4810077122279576,0.5263575372241792,0.0861578333909311,0.34726459639413015,-0.2639963535072303
ETTh2,2022,c256,288,0.5050965566483755,0.5573589915320987,0.09376799455600664,0.5179536304776631,0.5503156601436554,0.05880630338148925,0.41104115380181205,-0.22882235021146635
ETTh2,2022,c256,336,0.5364073150011958,0.5835028278584383,0.08071171313786374,0.534337076200109,0.5632608374770807,0.05135056327815199,0.445721892272534,-0.20345741212373006
ETTh2,2022,c256,512,0.6286923715046474,0.663224526814052,0.052067066149208224,0.5766996996743339,0.5973871350288391,0.034629864189336015,0.5428792749132428,-0.15807031241912542
ETTh2,2022,c256,720,0.7422088138640873,0.7702276805090525,0.03637738210920598,0.6212984357561384,0.6372866918170264,0.02508801182604702,0.6590597727942088,-0.12616312586846623
ETTh2,2022,m694,48,0.2448964686620803,0.44028505257197786,0.44377746364204673,0.36728241330101374,0.49069615772792274,0.25150746033625654,0.19200074105035692,-0.2754975179905696
ETTh2,2022,m694,96,0.36047254289899555,0.4671446822938465,0.2283492533213753,0.4353728975568499,0.5048159644717263,0.13756115456361673,0.26203841254824684,-0.3756477128429592
ETTh2,2022,m694,144,0.41008861481197295,0.49021065424359034,0.16344410048624522,0.4652813048589797,0.5157490003676641,0.09785321052044171,0.3092679977416992,-0.3259975742930866
ETTh2,2022,m694,192,0.4477635792323521,0.5104343096415203,0.12277922785633673,0.4862323942638579,0.5257923375992548,0.07523872165202315,0.34726459639413015,-0.28940175267437857
ETTh2,2022,m694,288,0.510926292056129,0.5565255937122163,0.08193567766025694,0.5214884016248915,0.5498848869687035,0.05164078158312465,0.41104115380181205,-0.24300520113486665
ETTh2,2022,m694,336,0.5413754002577593,0.5828893492821934,0.07122097714696099,0.5373443032608551,0.5628673787019691,0.045344740887227925,0.445721892272534,-0.21460356703039965
ETTh2,2022,m694,512,0.6320502758026123,0.6628326433045524,0.04644063296049297,0.578723839351109,0.5971142223903111,0.030798769062279914,0.5428792749132428,-0.1642556734250351
ETTh2,2022,m694,720,0.7449960133386037,0.7700401427253845,0.03252314781686928,0.6229303753565228,0.6371074615962922,0.022252268407355016,0.6590597727942088,-0.13039218002951672
ETTh2,2023,c256,48,0.24362897872924805,0.44191124325706843,0.44869250908032615,0.3657403559911819,0.49151866776602604,0.25589732399485887,0.20031154723394484,-0.2162502965678387
ETTh2,2023,c256,96,0.3392087391444615,0.46871456645783927,0.27629998421443724,0.4220649174281529,0.5055809929257347,0.16518832129009553,0.2752246402558826,-0.23247954408839047
ETTh2,2023,c256,144,0.3990892077249194,0.49190050458151197,0.18867900315644617,0.45807022518581814,0.5166382638234941,0.11336372610930986,0.3231343768891834,-0.2350564850665337
ETTh2,2023,c256,192,0.43557265826634,0.5117772987910679,0.1489019554105668,0.47863011133103145,0.5265032336825416,0.09092654952310425,0.36260227929978145,-0.20124081709434125
ETTh2,2023,c256,288,0.5021440263778444,0.5575244691636827,0.09933275730285349,0.5160437689887153,0.5503778230576288,0.062382698994248,0.428897464086139,-0.1707787255114073
ETTh2,2023,c256,336,0.5338251801575122,0.583650355436364,0.0853681914433174,0.5326647077287946,0.5633018130347842,0.054388437241010196,0.4639906461547021,-0.15050849533618865
ETTh2,2023,c256,512,0.6263195787157331,0.6633167692593166,0.055776051892817244,0.5753135681152344,0.5974288327353341,0.03701740426360869,0.5582458632332938,-0.12194217631665795
ETTh2,2023,c256,720,0.7399170890687004,0.7702999417743985,0.03944288589157982,0.6201111324249752,0.6373098827543713,0.026986479881757553,0.6780465746682788,-0.09124817779765428
ETTh2,2023,m694,48,0.2526794842311314,0.4395847434089297,0.4251859555642657,0.37111451512291316,0.49027239708673387,0.2430442396346873,0.20031154723394484,-0.26143244221475553
ETTh2,2023,m694,96,0.3659988244374593,0.4670103050413586,0.216293900827207,0.4387415023077102,0.5046869800204322,0.13066609665668852,0.2752246402558826,-0.3298185224156596
ETTh2,2023,m694,144,0.4139290612841409,0.49028649405827596,0.15574043686599923,0.4674097091432602,0.5157790411086309,0.09377917307652565,0.3231343768891834,-0.2809811981907914
ETTh2,2023,m694,192,0.45125140462602886,0.5105304490952265,0.11611265219195697,0.4883357456752232,0.5258348442259289,0.07131345319252728,0.36260227929978145,-0.24448033117011034
ETTh2,2023,m694,288,0.5132390279618521,0.5563812255859375,0.07754071424435904,0.5229036240350633,0.549785954611642,0.04889599370643779,0.428897464086139,-0.19664738297164205
ETTh2,2023,m694,336,0.5434468068233153,0.5825764273299652,0.06716650154553423,0.5386219932919457,0.562709328268661,0.04280599905963356,0.4639906461547021,-0.17124517773602094
ETTh2,2023,m694,512,0.633643456867763,0.6624878900391715,0.0435395629189584,0.5796764918736049,0.5969584158488683,0.028949962872520517,0.5582458632332938,-0.1350616253522691
ETTh2,2023,m694,720,0.7461376371837798,0.7696728903149801,0.03057825399250942,0.6235787043495784,0.6369200085836744,0.020946593063959726,0.6780465746682788,-0.10042239730923093
ETTm1,2021,c256,48,0.6099403245108468,1.0475844882783436,0.4177650286582084,0.5465414410545713,0.725444964000157,0.24661212334992105,0.34119936398097445,-0.7876361708131951
ETTm1,2021,c256,96,0.7780533291044689,1.0456234841119676,0.25589531898735235,0.6146149862380255,0.726150149390811,0.1535979345956972,0.40031937190464567,-0.9435815094399124
ETTm1,2021,c256,144,0.8435238429478237,1.0724315946064298,0.21344741502381107,0.6428246876550099,0.7350594656808036,0.12547934192013557,0.4412639708746047,-0.9116082404732072
ETTm1,2021,c256,192,0.8953861963181269,1.079487232934861,0.17054489483512333,0.6639212880815778,0.7381130627223423,0.10051546082537416,0.4786121504647391,-0.8707970440129745
ETTm1,2021,c256,288,0.9775497194320436,1.1218822115943545,0.12865209080835133,0.6971978989858476,0.7546167979164728,0.07609014149852099,0.5515620216490731,-0.7723296402992768
ETTm1,2021,c256,336,1.0221330811377285,1.150468579765891,0.11155063326829615,0.7135870278287096,0.7641905830019997,0.06621850137763037,0.590370359874907,-0.7313421381017624
ETTm1,2021,c256,512,1.1328760555812292,1.2334898880549838,0.08156842909543958,0.7493444851466587,0.7882728576660156,0.04938438783065457,0.7229457582746234,-0.5670277370254474
ETTm1,2021,c256,720,1.24347413078187,1.3232005770244295,0.06025272934950329,0.7860156831287203,0.8165165008060515,0.03735480868692961,0.852220710875496,-0.45909869933157915
ETTm1,2021,m694,48,0.6283398355756488,1.0501867703029086,0.40168753469022017,0.5575504530043829,0.727228255498977,0.2333212457183366,0.34119936398097445,-0.841562153705203
ETTm1,2021,m694,96,0.8083239282880511,1.0485135941278367,0.22907634882843614,0.6279655184064593,0.7276502450307211,0.13699538659545576,0.40031937190464567,-1.019197633235172
ETTm1,2021,m694,144,0.866092288304889,1.075932472471207,0.1950309982599149,0.6526059952993242,0.7366911418854245,0.11413894073831264,0.4412639708746047,-0.9627532394912184
ETTm1,2021,m694,192,0.9191791443597703,1.0829289754231772,0.15121012991587765,0.6736340068635487,0.7395088445572626,0.08907917488553178,0.4786121504647391,-0.9205094218089418
ETTm1,2021,m694,288,0.999065671648298,1.1246353331066312,0.11165366920445802,0.7058863564143105,0.755801760961139,0.06604298524437417,0.5515620216490731,-0.8113387659673665
ETTm1,2021,m694,336,1.0402135524620004,1.1531243875724118,0.09791730738443077,0.7207961050020594,0.7653356798652078,0.05819613018824994,0.590370359874907,-0.7619677801616094
ETTm1,2021,m694,512,1.1480140686035156,1.2358697993414742,0.07108817675192969,0.7552148614610944,0.7892362730843681,0.04310675115110532,0.7229457582746234,-0.5879670853085257
ETTm1,2021,m694,720,1.2560684930710566,1.3249669392903647,0.05200012481534762,0.7908827766539559,0.8172572181338356,0.03227189787335783,0.852220710875496,-0.4738769863744372
ETTm1,2022,c256,48,0.5888579686482748,1.0459104038420177,0.43699004571980493,0.53632995060512,0.724859010605585,0.26009066210401105,0.3441061292375837,-0.711268468111782
ETTm1,2022,c256,96,0.7558992249625069,1.0443511463346935,0.2762020440965203,0.6059153193519229,0.725592090969994,0.16493670907862776,0.4033637955075219,-0.8739887748512893
ETTm1,2022,c256,144,0.8247017330593533,1.0709396241203186,0.229926959013425,0.6350254179939391,0.7343774371676974,0.135287406918346,0.44218161749461343,-0.8650746671290551
ETTm1,2022,c256,192,0.8754200254167829,1.077981880732945,0.18790840452571955,0.6559699603489467,0.7372911771138508,0.1102972872715479,0.47880588259015766,-0.8283401629927636
ETTm1,2022,c256,288,0.9595054747566344,1.119724879189143,0.1430881883668894,0.6901197282094804,0.7536473349919395,0.08429354664027108,0.5525264739990234,-0.7365782816016346
ETTm1,2022,c256,336,1.007496113679847,1.148751602691858,0.12296434553911259,0.7077697442502392,0.7634016283515359,0.07287367754431746,0.5914204136854937,-0.7035193415146719
ETTm1,2022,c256,512,1.1198832988739014,1.2309778077261788,0.09024899405578037,0.7442750249590192,0.7872524772371565,0.05459170154531066,0.7227644920349121,-0.549444267414021
ETTm1,2022,c256,720,1.2323733375186012,1.3200743902297247,0.0664364473398059,0.7817457653227307,0.8153322371225509,0.041193602154567945,0.8501956031436012,-0.44951742041701526
ETTm1,2022,m694,48,0.6470199085417248,1.0453885396321614,0.3810723152088598,0.5666223707653227,0.7246309121449788,0.21805382399701279,0.3441061292375837,-0.8802917285294796
ETTm1,2022,m694,96,0.8112483705793109,1.0453267778669084,0.22392845208199624,0.632202806926909,0.7258986291431245,0.12907562909550782,0.4033637955075219,-1.0112076979010447
ETTm1,2022,m694,144,0.8678907061380053,1.0724218156602647,0.19071890046952694,0.6552309914240761,0.7349653244018555,0.10848720385913492,0.44218161749461343,-0.9627471423517008
ETTm1,2022,m694,192,0.9189925420851934,1.0802230153764998,0.14925665440956307,0.6754389036269415,0.7382202943166096,0.08504424922073779,0.47880588259015766,-0.9193426302822209
ETTm1,2022,m694,288,0.9981841435508122,1.1225301500350708,0.11077297699342306,0.706935065133231,0.7547775147453187,0.06338616171976319,0.5525264739990234,-0.8065815676238103
ETTm1,2022,m694,336,1.0392986479259672,1.1508720034644717,0.09694679790857291,0.721698267930219,0.7642460128887981,0.055672838642299965,0.5914204136854937,-0.7572924841222114
ETTm1,2022,m694,512,1.1460486139569963,1.2338141032627652,0.07113347875800499,0.7554613862718854,0.7883464438574654,0.041713967053202954,0.7227644920349121,-0.5856459837011999
ETTm1,2022,m694,720,1.254112994481647,1.3228959583100819,0.05199423537154121,0.7909030490451389,0.8164163498651413,0.03125035507216,0.8501956031436012,-0.4750876031875015
ETTm1,2023,c256,48,0.6023506437029157,1.0473286992027644,0.42486953316429676,0.5448327972775414,0.7257236412593298,0.24925582370155816,0.34356520289466497,-0.753235306218112
ETTm1,2023,c256,96,0.7737909271603539,1.0456984610784623,0.2600248006845888,0.6134396507626488,0.7262530099777949,0.15533616751357116,0.4031892844608852,-0.9191753277744217
ETTm1,2023,c256,144,0.8411830720447359,1.0732242039271762,0.21620937268591972,0.6421815175858755,0.735321665567065,0.12666585569644784,0.4429296917385525,-0.8991345302298221
ETTm1,2023,c256,192,0.8944124494280133,1.080077125912621,0.1718994616497674,0.6636972427368164,0.7382339977082752,0.10096629957824457,0.4807235626947312,-0.8605546281407941
ETTm1,2023,c256,288,0.9771774534195189,1.122246954176161,0.12926700332471594,0.6971769484262618,0.7547175695025732,0.07624126348911668,0.5563536598568871,-0.7563961989049948
ETTm1,2023,c256,336,1.0216106492645887,1.151067305584343,0.11246662614054115,0.7134243712133291,0.7643561849788744,0.06663361240015728,0.5953543007779284,-0.7159708898208784
ETTm1,2023,c256,512,1.1323189735412598,1.2335227216993059,0.08204449450159088,0.7491325310298375,0.7882040228162492,0.04957027705442244,0.7298129626682827,-0.5515194049189911
ETTm1,2023,c256,720,1.242440408373636,1.3228856404622396,0.06081042051412287,0.7856062631758433,0.8163388812352741,0.03764688754372034,0.8586816939096602,-0.44691614737550245
ETTm1,2023,m694,48,0.6018843196687245,1.0476655278887068,0.425499547664164,0.5410620825631278,0.7257062934693836,0.25443380134341587,0.34356520289466497,-0.7518779975318356
ETTm1,2023,m694,96,0.7821989967709496,1.0472359430222284,0.25308236220999647,0.6138503665015811,0.7268537907373338,0.15546926448731865,0.4031892844608852,-0.9400292292411692
ETTm1,2023,m694,144,0.8431065271771143,1.074595436217293,0.21541959070201136,0.6410340808686756,0.7359219959803991,0.1289374629784143,0.4429296917385525,-0.9034771046118389
ETTm1,2023,m694,192,0.8950061798095703,1.0815216927301314,0.17245656205908552,0.6620447295052665,0.7388028644380116,0.10389528604647875,0.4807235626947312,-0.8617897046538503
ETTm1,2023,m694,288,0.9770942566886781,1.1238990208459279,0.13062095565022722,0.6958932422456288,0.7551937103271484,0.0785235195561028,0.5563536598568871,-0.7562466596157912
ETTm1,2023,m694,336,1.020342508951823,1.152203540412747,0.114442480721495,0.7118436852279975,0.7646394586887489,0.06904662434147583,0.5953543007779284,-0.7138408299370267
ETTm1,2023,m694,512,1.1305482387542725,1.2351533344813754,0.08468996747762113,0.7475326401846749,0.7886916228703089,0.05218640783306775,0.7298129626682827,-0.5490931191751571
ETTm1,2023,m694,720,1.2415400913783483,1.3240054175967262,0.062284734731724245,0.7845538911365327,0.8164856804741754,0.03910881733908449,0.8586816939096602,-0.4458676599072435
ETTm2,2021,c256,48,0.16747664269946871,0.25011731897081646,0.33040765274231254,0.2927881195431664,0.35819423766363234,0.18259958213478164,0.11095377377101354,-0.5094271876241642
ETTm2,2021,c256,96,0.22647146383921304,0.2627572048278082,0.13809608384430086,0.332676024664016,0.3634946970712571,0.08478437967748283,0.13653278350830078,-0.6587332215741742
ETTm2,2021,c256,144,0.24561431672838,0.2771767661685035,0.1138711944598409,0.34697475130595856,0.372635387239002,0.06886258474583673,0.16424618070087735,-0.4954035197670079
ETTm2,2021,c256,192,0.26269589151654926,0.28663647174835205,0.08352244948375251,0.35810850915454684,0.3777009532565162,0.05187290085726399,0.18527344294956752,-0.4178820630437389
ETTm2,2021,c256,288,0.2823567768884084,0.3009824222988553,0.06188283444656748,0.37138754224020337,0.38644668034144813,0.03896821700716678,0.21665972755068824,-0.3032268621419276
ETTm2,2021,c256,336,0.2897331211842647,0.30709781127722086,0.056544493172179744,0.3759198350971248,0.38957404441573995,0.03504907350563597,0.22964196626831884,-0.26167322938584314
ETTm2,2021,c256,512,0.3221903017589024,0.3361216272626604,0.04144727495583458,0.39278434004102436,0.4033389346940177,0.02616805308170984,0.2812535762786865,-0.1455509509313858
ETTm2,2021,c256,720,0.3577451675657242,0.3688708350771949,0.030161418180817676,0.4112850128658234,0.4194650377546038,0.019501088654654178,0.3341521247984871,-0.07060569428210302
ETTm2,2021,m694,48,0.1631945882524763,0.24790616830190024,0.34170823836162945,0.2893330937340146,0.3564696595782325,0.18833739152906445,0.11095377377101354,-0.4708340483242812
ETTm2,2021,m694,96,0.22296386673336938,0.26092246032896493,0.14547844423871464,0.3298560210636684,0.3623198327564058,0.08959987491096957,0.13653278350830078,-0.6330427096274196
ETTm2,2021,m694,144,0.24280290755014572,0.2751576522039989,0.11758620701511774,0.34508805047898067,0.37133912434653626,0.07069299232541387,0.16424618070087735,-0.4782864753021849
ETTm2,2021,m694,192,0.2600592090969994,0.28458088920229957,0.08616769795763925,0.3563500131879534,0.3764507600239345,0.053395421049762595,0.18527344294956752,-0.4036507605020813
ETTm2,2021,m694,288,0.27967967684306794,0.29854751390124123,0.06319877466611472,0.3696941194080171,0.3848749720861041,0.03944359539879549,0.21665972755068824,-0.29087062004929354
ETTm2,2021,m694,336,0.2872244776511679,0.30471947079613093,0.05741344030053098,0.3742166895444701,0.3880770741676798,0.03571554607531616,0.22964196626831884,-0.25074907830900706
ETTm2,2021,m694,512,0.3202107548713684,0.33378131474767414,0.040657038835635706,0.3914461646761213,0.4019419721194676,0.026112743060897968,0.2812535762786865,-0.138512651494537
ETTm2,2021,m694,720,0.35594329833984373,0.3666993398515005,0.0293320449281762,0.41011962890625,0.41815738980732264,0.01922185544724268,0.3341521247984871,-0.06521333226445275
