epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered
1,226,0.4465238614156183,0.4465238614156183,0.535557891283415,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.44955472820133546,0.0001,2.7548975944519043,1,5,0.0,1,0,0
2,226,0.4001575311464546,0.4001575311464546,0.4850954526821069,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.4553518488675186,9.938441702975689e-05,2.356119155883789,1,5,0.0,1,1,0
3,226,0.382420149920261,0.382420149920261,0.4639399085952117,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.46214226384680446,9.755282581475769e-05,2.145622730255127,1,5,0.0,1,2,0
4,226,0.36812388250785594,0.36812388250785594,0.44633714063505153,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.4875806296742262,9.45503262094184e-05,2.1310243606567383,1,5,0.0,1,3,0
5,226,0.35639689651738227,0.35639689651738227,0.43177242840813324,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.4967509783688925,9.045084971874738e-05,2.2335352897644043,1,5,0.0,1,4,0
6,226,0.34635932611680664,0.34635932611680664,0.4198226057058942,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.5189601498762226,8.535533905932738e-05,2.145968437194824,1,5,0.0,1,5,1
