epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h192_l1
1,1052,0.6139423485717846,0.3968749356247173,0.3968749356247173,0.17096638244651116,0.4610103107847188,0.17096638244651116,0.04610103107847188,full,off,1,32,192,0.510228067326049,0.0001,22.050310134887695,0,3,0.0,1,0,0,0.3968749356247173
2,1052,0.5081340728943792,0.3671837540860412,0.3671837540860412,0.0959806149336775,0.44969704160785495,0.0959806149336775,0.044969704160785495,full,off,1,32,192,0.4906522440724075,9.755282581475769e-05,21.4503755569458,0,3,0.0,2,0,0,0.3671837540860412
3,1052,0.48336258502287555,0.35874268245447727,0.35874268245447727,0.08049848306739965,0.44121419309776544,0.08049848306739965,0.04412141930977655,full,off,1,32,192,0.4834785391576588,9.045084971874738e-05,18.626760721206665,0,3,0.0,3,0,0,0.35874268245447727
4,1052,0.46902459837184657,0.35364516617680686,0.35364516617680686,0.07186767254591328,0.4351175955493187,0.07186767254591328,0.043511759554931875,full,off,1,32,192,0.48133038205560297,7.938926261462366e-05,18.01089096069336,0,3,0.0,4,0,0,0.35364516617680686
5,1052,0.45972657198008476,0.35009933464200776,0.35009933464200776,0.06648395259018293,0.43143284592791653,0.06648395259018293,0.04314328459279165,full,off,1,32,192,0.4800689637971421,6.545084971874738e-05,17.33807611465454,0,3,0.0,5,0,0,0.35009933464200776
6,1052,0.453625884572816,0.34763950568414914,0.34763950568414914,0.06308263895445337,0.429037403981042,0.06308263895445337,0.042903740398104205,full,off,1,32,192,0.4771594921670233,5e-05,17.267936944961548,0,3,0.0,6,0,0,0.34763950568414914
7,1052,0.4493904335870489,0.34564161711432634,0.34564161711432634,0.061014260586790256,0.42734556211718133,0.061014260586790256,0.042734556211718136,full,off,1,32,192,0.4748346231256922,3.4549150281252636e-05,17.011359691619873,0,3,0.0,7,0,0,0.34564161711432634
8,1052,0.44683740296517943,0.3443969451032664,0.3443969451032664,0.05982138228181311,0.4261907583010514,0.05982138228181311,0.042619075830105144,full,off,1,32,192,0.4751279163756408,2.061073738537635e-05,17.176056623458862,0,3,0.0,7,1,0,0.3443969451032664
9,1052,0.44538234990132625,0.34362471140496176,0.34362471140496176,0.059201609899250954,0.4255602873946777,0.059201609899250954,0.042556028739467774,full,off,1,32,192,0.4748378069877314,9.549150281252633e-06,16.95906400680542,0,3,0.0,7,2,0,0.34362471140496176
10,1052,0.44464931724869255,0.34317689720442085,0.34317689720442085,0.058951153526146376,0.42521267222814235,0.058951153526146376,0.04252126722281424,full,off,1,32,192,0.47496346650101867,2.4471741852423237e-06,16.87566876411438,0,3,0.0,7,3,0,0.34317689720442085
