scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.12888845801353455,0.22357116639614105,0.6216158866882324,0.01145679410547018,0.3510837256908417
