epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.6639720690720398,0.6254942274008173,0.7695568509426596,2932.8192733709957,2932.8192733709957,0.6631401777267456,0.4537072479724884
2,0.629654911683879,0.5933707524157766,0.7256832082211757,2929.145073784722,2929.145073784722,0.6789305210113525,0.4523986876010895
3,0.6208849786430277,0.5856187985575755,0.7053236431545682,2926.668504721802,2926.668504721802,0.6891840696334839,0.45616036653518677
4,0.6129510123883525,0.5785463872135327,0.688092483414544,2931.8277872283825,2931.8277872283825,0.6944284439086914,0.45618531107902527
5,0.6058617519435062,0.5723230268365593,0.6707744694525196,2928.5122691602264,2928.5122691602264,0.6774985194206238,0.45161476731300354
6,0.5973420275582207,0.5649254942666673,0.6483306527992303,2927.0538693226367,2927.0538693226367,0.6769289374351501,0.4526050388813019
7,0.5896184018222235,0.5589976840549045,0.6124143656009414,2928.599349483367,2928.599349483367,0.6879131197929382,0.46080419421195984
8,0.5798401663807558,0.5513488959027021,0.5698254110565323,2930.7008336658546,2930.7008336658546,0.6935396194458008,0.4607117474079132
9,0.570855270363524,0.5434271945321004,0.5485615260284862,2930.6741118619093,2930.6741118619093,0.7076345682144165,0.47012603282928467
10,0.5622506733436311,0.5355713261711982,0.5335869517804901,2930.380042510221,2930.380042510221,0.713071346282959,0.47130173444747925
11,0.5549813956556354,0.5290416701292906,0.5187944876677674,2929.988218245968,2929.988218245968,0.7381730079650879,0.4839414954185486
