dataset,horizon,segment,target_mse,target_mae,fixed_mse,fixed_mae,relative_mse_pct,relative_mae_pct,target_wins_mse,target_wins_mae
ETTh2,96,1-96,0.3191708028316498,0.36537808179855347,0.3074484169483185,0.36609065532684326,3.8127976067288794,-0.1946440090511481,False,True
ETTh2,192,1-96,0.3174717426300049,0.3633185923099518,0.3041790723800659,0.3596230745315552,4.370014723869642,1.0276086380748506,False,False
ETTh2,192,97-192,0.4583383798599243,0.4538925886154175,0.45050108432769775,0.4542715549468994,1.7396840551277437,-0.08342286180040848,False,True
ETTh2,336,1-96,0.2864227890968323,0.3458350896835327,0.28333091735839844,0.34809982776641846,1.091258153984942,-0.6506001733518341,False,True
ETTh2,336,97-192,0.40342310070991516,0.4264458417892456,0.39427974820137024,0.4292934834957123,2.3190013056098246,-0.663332152931484,False,True
ETTh2,336,193-336,0.4416051208972931,0.45989930629730225,0.4445280134677887,0.4647422432899475,-0.6575271933244364,-1.0420694616357085,True,True
ETTh2,720,1-96,0.2612234950065613,0.3262980282306671,0.2543378472328186,0.3262273371219635,2.707283972345498,0.02166927803393115,False,False
ETTh2,720,97-192,0.3553696274757385,0.39683717489242554,0.3411703407764435,0.3901240825653076,4.161934670809897,1.720758247728571,False,False
ETTh2,720,193-336,0.36503490805625916,0.4189358353614807,0.35521161556243896,0.41422906517982483,2.7654761453298926,1.136272313390796,False,False
ETTh2,720,337-720,0.4853363633155823,0.4962594509124756,0.48179948329925537,0.4977897107601166,0.7340979264043979,-0.3074109035528849,False,True
ETTm1,96,1-96,0.3036024868488312,0.3546448051929474,0.29047533869743347,0.3442326486110687,4.519195402357812,3.0247440572212625,False,False
ETTm1,192,1-96,0.30324357748031616,0.35472649335861206,0.2987188696861267,0.35031452775001526,1.514704377043108,1.2594298149533723,False,False
ETTm1,192,97-192,0.3741268217563629,0.40020355582237244,0.37668347358703613,0.39646369218826294,-0.6787268382992817,0.9433054546476916,True,False
ETTm1,336,1-96,0.29888516664505005,0.35421082377433777,0.29374390840530396,0.35131213068962097,1.7502518665518219,0.8251047520126065,False,False
ETTm1,336,97-192,0.37117379903793335,0.3999938666820526,0.35962292551994324,0.391627699136734,3.2119402569482647,2.136255316914548,False,False
ETTm1,336,193-336,0.40453776717185974,0.4193781912326813,0.4080162048339844,0.4164922535419464,-0.8525243901868929,0.6929150941445306,True,False
ETTm1,720,1-96,0.2914312183856964,0.35243916511535645,0.29211053252220154,0.35281580686569214,-0.2325537975778058,-0.10675308277190432,True,True
ETTm1,720,97-192,0.3671906292438507,0.3993244767189026,0.3583531081676483,0.3930736482143402,2.466148855633188,1.590243592507079,False,False
ETTm1,720,193-336,0.40292665362358093,0.42062729597091675,0.41059064865112305,0.4203362762928009,-1.8665780754432593,0.06923496603303825,True,False
ETTm1,720,337-720,0.4524846374988556,0.44805675745010376,0.4573901295661926,0.4447166323661804,-1.0724962674620087,0.7510681725915402,True,False
Weather,96,1-96,0.15477672219276428,0.20799049735069275,0.14708691835403442,0.1950538456439972,5.228067815127302,6.632348961889689,False,False
Weather,192,1-96,0.15562720596790314,0.20850476622581482,0.15198560059070587,0.20113612711429596,2.396019993370313,3.6635084990632283,False,False
Weather,192,97-192,0.24461929500102997,0.2907845973968506,0.23843136429786682,0.2826337516307831,2.5952670788029097,2.883889740357448,False,False
Weather,336,1-96,0.15677711367607117,0.2091984897851944,0.15354138612747192,0.2040555626153946,2.107397640602837,2.520356271538282,False,False
Weather,336,97-192,0.24593234062194824,0.2918055057525635,0.2438506931066513,0.2894735634326935,0.8536565915711725,0.8055804102512498,False,False
Weather,336,193-336,0.3223200738430023,0.34489962458610535,0.32024121284484863,0.34092363715171814,0.6491547354839922,1.1662398851558065,False,False
Weather,720,1-96,0.1526295393705368,0.20745092630386353,0.15367551147937775,0.20635920763015747,-0.6806368163487786,0.5290380236692149,True,False
Weather,720,97-192,0.24065664410591125,0.2909565269947052,0.23720782995224,0.2855444550514221,1.4539208736767506,1.8953517911277418,False,False
Weather,720,193-336,0.32252031564712524,0.34693440794944763,0.31677156686782837,0.3358266353607178,1.8147931760856384,3.3075913043046024,False,False
Weather,720,337-720,0.3975914716720581,0.3905911147594452,0.38935336470603943,0.3800938129425049,2.115843270608031,2.7617660323579596,False,False
