model,strategy,dataset,horizon,segment,segment_start,segment_end,future_region,mse,mae,baseline_model,baseline_strategy,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,96,1-96,1,96,early_1_96,0.3075700104236603,0.36373257637023926,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3393581807613373,0.3825231194496155,-9.36714425636106,-4.91226337022781,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,192,1-96,1,96,early_1_96,0.30633535981178284,0.3615237772464752,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3345992863178253,0.37814587354660034,-8.447097068579957,-4.395683640344339,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,192,97-192,97,192,middle_97_336,0.4192638099193573,0.43826866149902344,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.44287991523742676,0.44843849539756775,-5.3323947430329754,-2.2678324905019864,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,336,1-96,1,96,early_1_96,0.2809124290943146,0.34530413150787354,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.29967692494392395,0.3584127724170685,-6.26157514567417,-3.657414556069738,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,336,97-192,97,192,middle_97_336,0.38023683428764343,0.4149373769760132,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3950093984603882,0.4228722155094147,-3.7398006807744744,-1.876415201183823,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,336,193-336,193,336,middle_97_336,0.4439387619495392,0.46290531754493713,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4574902653694153,0.47024375200271606,-2.962140278314662,-1.5605596941002053,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,1-96,1,96,early_1_96,0.2581300735473633,0.3281722068786621,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.2677626609802246,0.3334573209285736,-3.5974349065692635,-1.584944674537092,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,97-192,97,192,middle_97_336,0.3358287811279297,0.38766369223594666,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.34515154361724854,0.39188912510871887,-2.701063536212145,-1.078221517782607,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,193-336,193,336,middle_97_336,0.36554330587387085,0.419834703207016,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3720743954181671,0.42428138852119446,-1.755318190319466,-1.0480509950429595,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,337-720,337,720,late_337_720,0.4831101894378662,0.49682506918907166,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.49324503540992737,0.5007806420326233,-2.054728429985775,-0.7898813395614379,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,96,1-96,1,96,early_1_96,0.15306849777698517,0.2013026922941208,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15470075607299805,0.204793781042099,-1.0551068640173078,-1.7046849421958554,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,192,1-96,1,96,early_1_96,0.15401747822761536,0.20191967487335205,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15561041235923767,0.20537154376506805,-1.0236680871617443,-1.6807922015061205,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,192,97-192,97,192,middle_97_336,0.24647077918052673,0.28610101342201233,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24580314755439758,0.2872154414653778,0.2716123177313623,-0.3880111868915015,False,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,336,1-96,1,96,early_1_96,0.15538838505744934,0.20281845331192017,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.1569167673587799,0.20621000230312347,-0.9740082765253621,-1.6447063446601518,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,336,97-192,97,192,middle_97_336,0.24819670617580414,0.2873816192150116,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24739544093608856,0.2884344458580017,0.32388035797417114,-0.3650141854098843,False,True
