model,strategy,dataset,horizon,segment,segment_start,segment_end,future_region,mse,mae,baseline_model,baseline_strategy,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,1-96,1,96,early_1_96,0.2581300735473633,0.3281722068786621,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.2677626609802246,0.3334573209285736,-3.5974349065692635,-1.584944674537092,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,97-192,97,192,middle_97_336,0.3358287811279297,0.38766369223594666,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.34515154361724854,0.39188912510871887,-2.701063536212145,-1.078221517782607,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,193-336,193,336,middle_97_336,0.36554330587387085,0.419834703207016,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3720743954181671,0.42428138852119446,-1.755318190319466,-1.0480509950429595,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,337-720,337,720,late_337_720,0.4831101894378662,0.49682506918907166,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.49324503540992737,0.5007806420326233,-2.054728429985775,-0.7898813395614379,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,1-96,1,96,early_1_96,0.1514241248369217,0.20141355693340302,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15296243131160736,0.20479021966457367,-1.005676009131884,-1.6488398404480908,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,97-192,97,192,middle_97_336,0.24137963354587555,0.2860350012779236,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24120700359344482,0.2874808609485626,0.0715692122778,-0.5029411926304683,False,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,193-336,193,336,middle_97_336,0.32882964611053467,0.34091389179229736,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.32862523198127747,0.34143078327178955,0.06220281018129992,-0.15138982915923194,False,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,337-720,337,720,late_337_720,0.4129730761051178,0.38790765404701233,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4128761291503906,0.38973480463027954,0.023480881524129416,-0.468818940869431,False,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,1-96,1,96,early_1_96,0.2581300735473633,0.3281722068786621,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.25238046050071716,0.321071594953537,2.278153005679995,2.2115353823662476,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,97-192,97,192,middle_97_336,0.3358287811279297,0.38766369223594666,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3377416133880615,0.3862468898296356,-0.5663596620337108,0.3668126381382475,True,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,193-336,193,336,middle_97_336,0.36554330587387085,0.419834703207016,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3688109219074249,0.4212496876716614,-0.88598678603512,-0.33590160564066496,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,337-720,337,720,late_337_720,0.4831101894378662,0.49682506918907166,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.49592500925064087,0.502918541431427,-2.584023707967109,-1.2116221098176005,True,True
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,1-96,1,96,early_1_96,0.1514241248369217,0.20141355693340302,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.1482786238193512,0.19933652877807617,2.1213448955411662,1.0419706654163807,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,97-192,97,192,middle_97_336,0.24137963354587555,0.2860350012779236,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.2344738245010376,0.28375643491744995,2.9452366632111593,0.8030007711143261,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,193-336,193,336,middle_97_336,0.32882964611053467,0.34091389179229736,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3174162805080414,0.33734431862831116,3.595708948584986,1.0581394044223424,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,337-720,337,720,late_337_720,0.4129730761051178,0.38790765404701233,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3966931700706482,0.3839021623134613,4.103903788303254,1.0433626394322104,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,1-96,1,96,early_1_96,0.2581300735473633,0.3281722068786621,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.2497519701719284,0.3200547695159912,3.354569483342784,2.536265082050382,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,97-192,97,192,middle_97_336,0.3358287811279297,0.38766369223594666,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.33811911940574646,0.386177659034729,-0.6773761512930965,0.38480558531843734,True,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,193-336,193,336,middle_97_336,0.36554330587387085,0.419834703207016,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.36967068910598755,0.41950738430023193,-1.1165027019313767,0.07802458765535647,True,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,ETTh2,720,337-720,337,720,late_337_720,0.4831101894378662,0.49682506918907166,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.4840433597564697,0.4898116886615753,-0.1927865138100504,1.4318524220319429,True,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,1-96,1,96,early_1_96,0.1514241248369217,0.20141355693340302,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.14746259152889252,0.1975940763950348,2.686466626522699,1.9329934419350936,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,97-192,97,192,middle_97_336,0.24137963354587555,0.2860350012779236,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.2326873242855072,0.2828315794467926,3.735617867049301,1.132625231382134,False,False
PatchEncoderHSSGLearnabilityRegionRouting,HSSG-B_learnability_region_routing,Weather,720,193-336,193,336,middle_97_336,0.32882964611053467,0.34091389179229736,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.3130928874015808,0.3351799249649048,5.026226829857516,1.7107130828294626,False,False
