scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.4515562951564789,0.4311368465423584,7.619492530822754,1.085287094116211,10.809253692626953
segment_0,0.4489666521549225,0.4268035888671875,7.435654163360596,1.0226000547409058,10.809253692626953
segment_1,0.41892877221107483,0.4280693531036377,7.216255187988281,1.1898586750030518,10.809253692626953
segment_2,0.4282611310482025,0.42912256717681885,7.383508205413818,1.0591868162155151,10.809253692626953
segment_3,0.43775033950805664,0.43101054430007935,7.547982692718506,0.9910793900489807,10.809253692626953
segment_4,0.446258544921875,0.43103262782096863,7.651119709014893,0.9624380469322205,10.809253692626953
segment_5,0.45766741037368774,0.43345335125923157,7.7570977210998535,0.93851637840271,10.809253692626953
segment_6,0.4619958698749542,0.43409258127212524,7.7714691162109375,0.960206925868988,10.809253692626953
segment_7,0.4670639634132385,0.43490493297576904,7.810981750488281,0.9538587927818298,10.809253692626953
segment_8,0.4642694890499115,0.4330579340457916,7.7634663581848145,1.0007867813110352,10.809253692626953
segment_9,0.4651116728782654,0.4315843880176544,7.695709228515625,1.0603594779968262,10.809253692626953
segment_10,0.459950715303421,0.4312281906604767,7.601891994476318,1.1499797105789185,10.809253692626953
segment_11,0.4554829001426697,0.429289311170578,7.492591857910156,1.2249845266342163,10.809253692626953
segment_12,0.45382487773895264,0.4304165244102478,7.628721237182617,1.2020293474197388,10.809253692626953
segment_13,0.4544527232646942,0.4310204088687897,7.660702705383301,1.1721696853637695,10.809253692626953
segment_14,0.4533591568470001,0.4319661855697632,7.875232696533203,1.117281198501587,10.809253692626953
