short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,1.6138850780951508e-14,6.8169370592841e-08,0.0
192,720,1.3999965534192312e-14,6.352758674665893e-08,0.0
336,720,9.496664895170936e-15,4.698296862670759e-08,0.0
