short_horizon,long_horizon,chpd_raw,nchpd
96,192,2.296098852750919,0.39363318619628745
96,336,7.189854630558892,1.232597361008326
96,720,2.1109424040427,0.3618907711158196
192,336,10.20321379804202,1.7491945313910642
192,720,3.415488421980443,0.5855364582190913
336,720,6.797000308618535,1.1652481272107078
