model,horizon,mse_raw,mae_raw,mse_scaled,mae_scaled
UVHF,96,13.340507613797676,3.1317181128563,0.3920799218795102,0.5368881124413761
TimeMixer,96,73.32269046849837,6.331168693386349,2.154967080949064,1.0853879841183842
UVHF,192,11.88496272634835,3.038685039089561,0.3493011954408696,0.5209389274990288
TimeMixer,192,86.46816702673556,7.818977834571054,2.5413150049734745,1.340451502831805
UVHF,336,14.507167678883986,3.1728617445772382,0.42636827135025185,0.5439415974542692
TimeMixer,336,20.324778115803394,3.9400126215695805,0.5973488900542694,0.6754586023262411
UVHF,720,12.899879980521328,2.971738411960959,0.37912979636447636,0.5094618893435705
TimeMixer,720,49.11170339522321,5.300597506298746,1.4434018095873054,0.9087113486637041
