comparison,candidate_arm,baseline_arm,dataset,target_horizon,status,candidate_mse,baseline_mse,relative_mse_pct,candidate_mae,baseline_mae,relative_mae_pct,candidate_wins_mse
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTh2,96,ok,0.243585467338562,0.24416223168373108,-0.23622176992392774,0.3144955337047577,0.31473836302757263,-0.07715275649243791,True
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTh2,192,ok,0.28528913855552673,0.2861934006214142,-0.3159618858869617,0.34669971466064453,0.3473576307296753,-0.18940596400566223,True
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTh2,336,ok,0.3132103979587555,0.31436556577682495,-0.36746003501207936,0.3711276650428772,0.37210166454315186,-0.2617562868122314,True
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTh2,720,ok,0.39313948154449463,0.3950280547142029,-0.4780858339478167,0.4291914105415344,0.4309396743774414,-0.4056864428722218,True
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTm1,96,ok,0.2726609408855438,0.27276551723480225,-0.03833928508213402,0.3305974304676056,0.33084431290626526,-0.07462193818323914,True
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTm1,192,ok,0.3092365264892578,0.3091461658477783,0.029229099843974815,0.35270270705223083,0.35286661982536316,-0.046451765036159554,False
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTm1,336,ok,0.3470359146595001,0.34693026542663574,0.03045258468137302,0.37358981370925903,0.3737157881259918,-0.033708615138927644,False
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,ETTm1,720,ok,0.4084109663963318,0.40836983919143677,0.010071068171058073,0.40525439381599426,0.4053221046924591,-0.016705448748277618,False
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,Weather,96,ok,0.14144593477249146,0.14136819541454315,0.05499069838186266,0.18139678239822388,0.18159954249858856,-0.11165231892931171,False
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,Weather,192,ok,0.18250125646591187,0.18240033090114594,0.05533189784652226,0.22302822768688202,0.22314205765724182,-0.051012333378519514,False
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,Weather,336,ok,0.23171430826187134,0.2316502183675766,0.02766666690252606,0.26346635818481445,0.26356613636016846,-0.037856978416095366,False
b11_bcf_vs_a6_clean,b11_bcf,a6_clean,Weather,720,ok,0.30306243896484375,0.3030458390712738,0.005477684043064812,0.314296156167984,0.3143439292907715,-0.015197724000992618,False
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTh2,96,ok,0.2435069978237152,0.24416223168373108,-0.2683600389369878,0.31443580985069275,0.31473836302757263,-0.09612847127039581,True
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTh2,192,ok,0.2855311930179596,0.2861934006214142,-0.23138465178328405,0.3468330502510071,0.3473576307296753,-0.15102028349464058,True
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTh2,336,ok,0.3133533000946045,0.31436556577682495,-0.32200272307785216,0.3712438941001892,0.37210166454315186,-0.2305204530637539,True
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTh2,720,ok,0.39306023716926575,0.3950280547142029,-0.49814627630961894,0.42912498116493225,0.4309396743774414,-0.4211014488584186,True
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTm1,96,ok,0.27261966466903687,0.27276551723480225,-0.053471775774294183,0.3305688202381134,0.33084431290626526,-0.08326957949853497,True
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTm1,192,ok,0.3092074692249298,0.3091461658477783,0.01982990052080691,0.35268235206604004,0.35286661982536316,-0.05222022967610318,False
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTm1,336,ok,0.3470156788825989,0.34693026542663574,0.024619776501211277,0.3735772669315338,0.3737157881259918,-0.03706591984048435,False
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,ETTm1,720,ok,0.4083978831768036,0.40836983919143677,0.006867300832591461,0.4052504599094391,0.4053221046924591,-0.017676011791756263,False
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,Weather,96,ok,0.14143115282058716,0.14136819541454315,0.04453434937001788,0.18136708438396454,0.18159954249858856,-0.12800589220968162,False
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,Weather,192,ok,0.18248987197875977,0.18240033090114594,0.04909041402032521,0.22300377488136292,0.22314205765724182,-0.06197073618964266,False
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,Weather,336,ok,0.23169700801372528,0.2316502183675766,0.020198403644244856,0.26344355940818787,0.26356613636016846,-0.04650709445203072,False
b11_no_basis_vs_a6_clean,b11_no_basis,a6_clean,Weather,720,ok,0.30304616689682007,0.3030458390712738,0.00010817688416153715,0.3142857551574707,0.3143439292907715,-0.018506523549555176,False
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTh2,96,ok,0.2434253692626953,0.24416223168373108,-0.30179213875725086,0.314330130815506,0.31473836302757263,-0.12970525999428384,True
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTh2,192,ok,0.2850644588470459,0.2861934006214142,-0.39446813655276136,0.34654685854911804,0.3473576307296753,-0.233411363053726,True
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTh2,336,ok,0.31291380524635315,0.31436556577682495,-0.4618064726282567,0.37095507979393005,0.37210166454315186,-0.3081374953346483,True
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTh2,720,ok,0.39276301860809326,0.3950280547142029,-0.5733861377892113,0.4290033280849457,0.4309396743774414,-0.44933117269675416,True
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTm1,96,ok,0.27267536520957947,0.27276551723480225,-0.03305110782942933,0.3306039571762085,0.33084431290626526,-0.07264919500818978,True
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTm1,192,ok,0.3092517554759979,0.3091461658477783,0.03415524430976369,0.352709025144577,0.35286661982536316,-0.044661260638401146,False
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTm1,336,ok,0.3470470905303955,0.34693026542663574,0.03367394413287261,0.37359967827796936,0.3737157881259918,-0.031069024031527004,False
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,ETTm1,720,ok,0.40841418504714966,0.40836983919143677,0.010859238723570641,0.40526577830314636,0.4053221046924591,-0.013896698122473072,False
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,Weather,96,ok,0.14144590497016907,0.14136819541454315,0.05496961703306269,0.18139830231666565,0.18159954249858856,-0.11081535732639924,False
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,Weather,192,ok,0.18250346183776855,0.18240033090114594,0.05654098110079442,0.22303055226802826,0.22314205765724182,-0.049970583933955925,False
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,Weather,336,ok,0.23171918094158173,0.2316502183675766,0.029770131231088293,0.26347097754478455,0.26356613636016846,-0.03610434052646605,False
b11_constant_slot_vs_a6_clean,b11_constant_slot,a6_clean,Weather,720,ok,0.30306756496429443,0.3030458390712738,0.007169177140720073,0.3142986595630646,0.3143439292907715,-0.01440133671709587,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTh2,96,ok,0.243585467338562,0.2435069978237152,0.03222474735762315,0.3144955337047577,0.31443580985069275,0.018993973394221264,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTh2,192,ok,0.28528913855552673,0.2855311930179596,-0.08477338670932477,0.34669971466064453,0.3468330502510071,-0.03844373835366621,True
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTh2,336,ok,0.3132103979587555,0.3133533000946045,-0.04560415856665889,0.3711276650428772,0.3712438941001892,-0.031308005103691805,True
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTh2,720,ok,0.39313948154449463,0.39306023716926575,0.0201608729999192,0.4291914105415344,0.42912498116493225,0.01548019330448458,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTm1,96,ok,0.2726609408855438,0.27261966466903687,0.015140586632678144,0.3305974304676056,0.3305688202381134,0.008654848170963625,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTm1,192,ok,0.3092365264892578,0.3092074692249298,0.009397335840821697,0.35270270705223083,0.35268235206604004,0.005771478519278617,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTm1,336,ok,0.3470359146595001,0.3470156788825989,0.005831372509268462,0.37358981370925903,0.3735772669315338,0.003358549578846848,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,ETTm1,720,ok,0.4084109663963318,0.4083978831768036,0.0032035473412461712,0.40525439381599426,0.4052504599094391,0.0009707346306342401,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,Weather,96,ok,0.14144593477249146,0.14143115282058716,0.010451694417734636,0.18139678239822388,0.18136708438396454,0.016374533648266798,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,Weather,192,ok,0.18250125646591187,0.18248987197875977,0.006238421359316959,0.22302822768688202,0.22300377488136292,0.01096519802505913,False
