model,horizon,mse_raw,mae_raw,mse_scaled,mae_scaled
UVHF,96,0.02071664010534351,0.11461251462359372,0.019133306489879508,0.11014566127489278
TimeMixer,96,0.10025215499028532,0.2490532855149911,0.09259007242227839,0.2393468018376964
UVHF,192,0.027865842575373636,0.13051199007769976,0.02573610893862253,0.12542547817418911
TimeMixer,192,0.06944644378423127,0.2062582064472219,0.06413878345133574,0.19821959772118874
UVHF,336,0.04055742198792608,0.15855049426295345,0.037457694944182204,0.15237122310253454
TimeMixer,336,0.11049190791032111,0.25681759809602367,0.10204722039624686,0.2468085118123134
UVHF,720,0.052821775063012485,0.17822794723700713,0.048784706713103095,0.171281776432167
TimeMixer,720,0.16791539103581987,0.32459081348125035,0.1550819353292538,0.31194036630348804
