short_horizon,long_horizon,chpd_raw,nchpd
96,192,0.10464842300869331,0.10056990540275967
96,336,0.20350542319705292,0.1955741001293063
96,720,0.19366831833522516,0.18612038188924393
192,336,0.09650795489875952,0.09274670000498493
192,720,0.09192310152871096,0.08834053451816241
336,720,0.10670725181849215,0.10254849440285138
