effect,candidate,reference,dataset,horizon,mse_gain_percent,mae_gain_percent,factor_count
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,Weather,96,0.015605750599545498,0.05660784079852821,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,Weather,192,0.01592856789647268,0.08353985531343033,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,Weather,336,0.02461143098286822,0.09764379379304522,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,Weather,720,0.035235773834829676,0.08013269330559014,1
architecture_main_effect,composite,matched_factorial_controls,ETTh1,96,4.425842476904481,3.4295090960521413,3
architecture_main_effect,composite,matched_factorial_controls,ETTh1,192,1.7304102932642802,1.9190250809525744,3
architecture_main_effect,composite,matched_factorial_controls,ETTh1,336,0.0016420105442782607,0.6776669491994514,3
architecture_main_effect,composite,matched_factorial_controls,ETTh1,720,-0.23918164678244183,0.5110426072166422,3
architecture_main_effect,composite,matched_factorial_controls,ETTh2,96,0.3132672984440347,0.9372061170088116,3
architecture_main_effect,composite,matched_factorial_controls,ETTh2,192,1.343647118112586,1.2217449821715316,3
architecture_main_effect,composite,matched_factorial_controls,ETTh2,336,2.6783271937434274,1.6025044353171387,3
architecture_main_effect,composite,matched_factorial_controls,ETTh2,720,3.341111748289923,2.0359144336599835,3
architecture_main_effect,composite,matched_factorial_controls,ETTm1,96,-0.725401979355785,-0.1959816505550993,3
architecture_main_effect,composite,matched_factorial_controls,ETTm1,192,-0.62029234155024,-0.31520962479208253,3
architecture_main_effect,composite,matched_factorial_controls,ETTm1,336,-1.0468533007881309,-0.6502002116692385,3
architecture_main_effect,composite,matched_factorial_controls,ETTm1,720,-0.2558047383231991,-0.4753124547502023,3
architecture_main_effect,composite,matched_factorial_controls,ETTm2,96,-35.35574986869118,-20.616038213755875,3
architecture_main_effect,composite,matched_factorial_controls,ETTm2,192,-14.81832272194768,-10.297930668511531,3
architecture_main_effect,composite,matched_factorial_controls,ETTm2,336,-6.118216376479661,-5.576139462073352,3
architecture_main_effect,composite,matched_factorial_controls,ETTm2,720,0.45452583064152785,-1.9175064729029412,3
architecture_main_effect,composite,matched_factorial_controls,Weather,96,-0.2510952332142491,-0.9514485261363633,3
architecture_main_effect,composite,matched_factorial_controls,Weather,192,-0.6487153219693435,-1.4845657006288038,3
architecture_main_effect,composite,matched_factorial_controls,Weather,336,-0.7759814046181424,-1.3097967046260317,3
architecture_main_effect,composite,matched_factorial_controls,Weather,720,-0.45188746407804165,-0.8373438984998316,3
mcca_main_effect,composite,matched_factorial_controls,ETTh1,96,-1.7286955894330491,-1.569967704509656,2
mcca_main_effect,composite,matched_factorial_controls,ETTh1,192,0.07990690062781858,-0.43088172369580846,2
mcca_main_effect,composite,matched_factorial_controls,ETTh1,336,0.9136023579733754,0.22338420981638518,2
mcca_main_effect,composite,matched_factorial_controls,ETTh1,720,-0.04520558498717353,-0.3072915951749744,2
mcca_main_effect,composite,matched_factorial_controls,ETTh2,96,-0.002074074462449227,-0.07919367861974891,2
mcca_main_effect,composite,matched_factorial_controls,ETTh2,192,-0.01855573132730215,-0.098125423056028,2
mcca_main_effect,composite,matched_factorial_controls,ETTh2,336,-0.08502533876925122,-0.14531791666027027,2
mcca_main_effect,composite,matched_factorial_controls,ETTh2,720,-0.24216034998015834,-0.18039282793269606,2
mcca_main_effect,composite,matched_factorial_controls,ETTm1,96,0.18173567908326693,0.12027651580678866,2
mcca_main_effect,composite,matched_factorial_controls,ETTm1,192,0.14267744231650226,0.09502523199878543,2
mcca_main_effect,composite,matched_factorial_controls,ETTm1,336,0.11643645326120944,0.07635203609180352,2
mcca_main_effect,composite,matched_factorial_controls,ETTm1,720,-0.06767690709329477,0.0037877989618018137,2
mcca_main_effect,composite,matched_factorial_controls,ETTm2,96,-1.0260612397349433,-0.7862569014648102,2
mcca_main_effect,composite,matched_factorial_controls,ETTm2,192,-0.4878282614930507,-0.4625920380489923,2
mcca_main_effect,composite,matched_factorial_controls,ETTm2,336,-0.26983311575088376,-0.24984647586786535,2
mcca_main_effect,composite,matched_factorial_controls,ETTm2,720,-0.16294359322495122,-0.17526333783532966,2
mcca_main_effect,composite,matched_factorial_controls,Weather,96,-0.02997001760249307,-0.09098193539750499,2
mcca_main_effect,composite,matched_factorial_controls,Weather,192,0.0594031560539221,0.0026924690004037632,2
mcca_main_effect,composite,matched_factorial_controls,Weather,336,0.0032194492787074314,-0.03843868612627421,2
mcca_main_effect,composite,matched_factorial_controls,Weather,720,-0.04594263896188222,-0.05646905617545661,2
