arm,dataset,seed,patch_num,d_model,total_parameters,mean_epoch_seconds,best_val_mean_mse,epochs
cpe_p16s8,ETTh2,2021,90,16,571824,14.549392056465148,0.37896817550063133,20
cpe_p16s8,ETTm1,2021,90,128,3545552,130.10681275129318,0.6624635607004166,20
cpe_p16s8,Weather,2021,90,128,3545552,374.1587667822838,0.505802258849144,20
cpe_p48s24,ETTh2,2021,30,16,325616,14.453448283672333,0.38499120622873306,20
cpe_p48s24,ETTm1,2021,30,128,1575888,100.05855259895324,0.6292162910103798,20
cpe_p48s24,Weather,2021,30,128,1575888,129.12639775276185,0.49800626933574677,20
