arm,seed,scope,settings,candidate_mean_mse,reference_mean_mse,mean_mse_delta_pct,mse_wins,max_setting_mse_delta_pct,candidate_mean_mae,reference_mean_mae,mean_mae_delta_pct
cpe_p16s8,2021,ETTh2,4,0.3123253360390663,0.3099373131990433,0.7704857525461684,1,2.189468730583477,0.36462854593992233,0.3662843331694603,-0.4520497000814694
cpe_p16s8,2021,ETTm1,4,0.359024740755558,0.33430294692516327,7.39502719248506,0,11.099752941603235,0.38525646924972534,0.36568720638751984,5.351366556003567
cpe_p16s8,2021,Weather,4,0.2230200208723545,0.21461614593863487,3.91577012855433,0,5.161863123229238,0.25259142741560936,0.24566291645169258,2.820332455541452
cpe_p16s8,2021,overall,12,0.29812336588899296,0.2862854686876138,4.134997579739652,1,11.099752941603235,0.33415881420175236,0.3258781520028909,2.5410301819767334
cpe_p48s24,2021,ETTh2,4,0.32030249759554863,0.3099373131990433,3.3442841358855,0,5.180247010956585,0.3734288662672043,0.3662843331694603,1.9505429118199746
cpe_p48s24,2021,ETTm1,4,0.3478967770934105,0.33430294692516327,4.066320770809817,0,5.9235998239605125,0.37469229847192764,0.36568720638751984,2.462512203630407
cpe_p48s24,2021,Weather,4,0.23187192156910896,0.21461614593863487,8.040297040562837,0,9.250515075374466,0.2562226615846157,0.24566291645169258,4.298469335724753
cpe_p48s24,2021,overall,12,0.3000237320860227,0.2862854686876138,4.798798717024533,0,9.250515075374466,0.3347812754412492,0.3258781520028909,2.732040605864028
