dataset,checkpoint_seed,candidate_family,control_family,horizon,mse_log_effect,mse_reduction,mae_log_effect,mae_reduction
ETTh1,2021,block_pca_fit_b48,pca_fit,288,-0.03347325206390201,-0.034039784926282346,-0.021236358858519967,-0.02146345504374203
ETTh1,2021,block_pca_fit_b48,pca_fit,336,-0.03574050213348785,-0.03638687141119101,-0.021909265650976947,-0.02215103605390878
ETTh1,2021,block_pca_fit_b48,pca_fit,512,-0.044927539157358976,-0.04595206659461892,-0.02537215290329745,-0.025696765534071186
ETTh1,2021,block_pca_fit_b48,pca_fit,720,-0.050538195852202254,-0.05183703839979792,-0.027544570144197734,-0.027927428960013545
ETTh1,2021,block_pca_fit_b96,balanced_interval,48,0.012555310667105433,0.01247682158247676,0.0038126982768546865,0.003805439171303049
ETTh1,2021,block_pca_fit_b96,balanced_interval,96,0.007425719626693779,0.007398217088191439,0.005895210692067994,0.005877868033793199
ETTh1,2021,block_pca_fit_b96,balanced_interval,144,0.014506740445042163,0.014402024658993762,0.007529559887342862,0.007501283764721922
ETTh1,2021,block_pca_fit_b96,balanced_interval,192,0.014400643562326504,0.014297450238787368,0.0075393201095325475,0.007510970725441823
ETTh1,2021,block_pca_fit_b96,balanced_interval,288,0.011882278322343108,0.011811962831574152,0.005719521097028702,0.005703195775408565
ETTh1,2021,block_pca_fit_b96,balanced_interval,336,0.01017023546460098,0.010118693499194142,0.006128629325070341,0.006109887582977591
ETTh1,2021,block_pca_fit_b96,balanced_interval,512,-0.0011229910110043318,-0.0011236218015115984,-0.0003053583020015404,-0.00030540492859376656
ETTh1,2021,block_pca_fit_b96,balanced_interval,720,-0.013101940498754083,-0.013188147000567696,-0.007320112316727533,-0.007346969832240147
ETTh1,2021,block_pca_fit_b96,dct2,48,0.025112709341048003,0.024800008314528554,0.013392654386918695,0.013303371812478315
ETTh1,2021,block_pca_fit_b96,dct2,96,0.006718475366761469,0.00669595686934632,0.006022309514575499,0.006004211756955424
ETTh1,2021,block_pca_fit_b96,dct2,144,0.005202473259592456,0.005188963833213767,0.0030332413863437134,0.003028645757414683
ETTh1,2021,block_pca_fit_b96,dct2,192,0.005799616425652765,0.005782831115440867,0.0030655547160680454,0.003060860701021184
ETTh1,2021,block_pca_fit_b96,dct2,288,0.0006049491839685263,0.0006047662391035491,-0.0007034777420326609,-0.0007037252405326377
ETTh1,2021,block_pca_fit_b96,dct2,336,-0.00131815718928071,-0.0013190263403191071,-0.0009618473046000072,-0.0009623100280631292
ETTh1,2021,block_pca_fit_b96,dct2,512,-0.010795867747770563,-0.010854353406311024,-0.005746097463808133,-0.005762637947741567
