dataset,checkpoint_seed,selected_family,control_family,horizon,mse_log_effect,mse_reduction,mae_log_effect,mae_reduction
ETTm1,2023,block_pca_fit_b96,dct2,336,-0.029828195383106337,-0.030277512314087485,-0.01588653619553426,-0.01601339812021263
ETTm1,2023,block_pca_fit_b96,dct2,512,-0.026009121308162606,-0.026350310088208095,-0.014267299511293475,-0.014369563192373258
ETTm1,2023,block_pca_fit_b96,dct2,720,-0.020356400650415406,-0.0205650052493076,-0.011098712285271744,-0.011160531485288727
ETTm1,2023,block_pca_fit_b96,pca_fit,48,-0.0016105868873881267,-0.0016118845790371594,-0.003688762122546714,-0.003695573978742095
ETTm1,2023,block_pca_fit_b96,pca_fit,96,-0.014089350457164066,-0.014189073147558018,-0.013498435390066529,-0.013589950576060383
ETTm1,2023,block_pca_fit_b96,pca_fit,144,-0.014151059488224807,-0.014251659703632402,-0.013389680101195149,-0.013479723302196378
ETTm1,2023,block_pca_fit_b96,pca_fit,192,-0.01964300692999956,-0.01983720021992208,-0.013934670104365245,-0.014032210156043057
ETTm1,2023,block_pca_fit_b96,pca_fit,288,-0.029070117492506587,-0.02949677767704295,-0.017097172138840645,-0.017244165314037385
ETTm1,2023,block_pca_fit_b96,pca_fit,336,-0.02591559210089833,-0.026254320846298862,-0.015784203080068636,-0.01590943162352665
ETTm1,2023,block_pca_fit_b96,pca_fit,512,-0.017567978359110104,-0.017723202952701467,-0.011994383052724142,-0.012066604125357205
ETTm1,2023,block_pca_fit_b96,pca_fit,720,-0.018816294515266622,-0.018994436555085148,-0.010189649661185254,-0.010241740921518083
ETTm2,2021,block_pca_fit_b96,balanced_interval,48,0.01779060917397612,0.01763329059915386,0.008377307971993,0.008342316108279735
ETTm2,2021,block_pca_fit_b96,balanced_interval,96,0.01793469801972099,0.017774828487149286,0.007536156908236811,0.007507831277893007
ETTm2,2021,block_pca_fit_b96,balanced_interval,144,0.012954660027121074,0.012871109597205166,0.005907407913426656,0.005889993487545708
ETTm2,2021,block_pca_fit_b96,balanced_interval,192,0.006229369673115538,0.0062100073756851115,0.00322663786168354,0.0032214378600825544
ETTm2,2021,block_pca_fit_b96,balanced_interval,288,0.01042868932499087,0.010374499085792466,0.0034088248859095033,0.0034030214385428748
ETTm2,2021,block_pca_fit_b96,balanced_interval,336,0.008696740032250285,0.008659032777892928,0.0017621657705527143,0.0017606140680374027
ETTm2,2021,block_pca_fit_b96,balanced_interval,512,0.003655032008177902,0.0036483605093432514,0.0010556697912194875,0.0010551127678936068
ETTm2,2021,block_pca_fit_b96,balanced_interval,720,-0.0008150173322146119,-0.0008153495490885732,-0.001866526340979239,-0.001868269385580934
ETTm2,2021,block_pca_fit_b96,dct2,48,0.015752904267928417,0.015629476238052664,0.00415536637683791,0.00414674478806254
ETTm2,2021,block_pca_fit_b96,dct2,96,0.014491407614267092,0.014386912536170082,0.0016851811415081964,0.0016837620210385928
ETTm2,2021,block_pca_fit_b96,dct2,144,0.007412799528009477,0.007385392492354703,-0.0015414897460031723,-0.0015426784520360393
ETTm2,2021,block_pca_fit_b96,dct2,192,0.0006810345271970004,0.0006808026758192698,-0.004138350972866893,-0.004146925771682852
ETTm2,2021,block_pca_fit_b96,dct2,288,0.0015301703668058868,0.00152900025303071,-0.005230846682182655,-0.005244551446108581
ETTm2,2021,block_pca_fit_b96,dct2,336,-0.0007505139457796861,-0.0007507956518415515,-0.007038192879663068,-0.007063019169062823
ETTm2,2021,block_pca_fit_b96,dct2,512,-0.005727757460017788,-0.005744192426295314,-0.0072676984666290925,-0.007294172282839906
ETTm2,2021,block_pca_fit_b96,dct2,720,-0.006977512992006765,-0.00700191255218674,-0.007784210108794615,-0.007814585838169519
ETTm2,2021,block_pca_fit_b96,pca_fit,48,-0.017612741411597584,-0.017768760369489822,-0.008215178599545446,-0.008249015775268154
ETTm2,2021,block_pca_fit_b96,pca_fit,96,-0.014443158297750015,-0.014547964679049397,-0.00834143118631276,-0.008376317857554882
ETTm2,2021,block_pca_fit_b96,pca_fit,144,-0.011702872331788778,-0.01177161885772704,-0.005123368674260105,-0.005136515570088651
ETTm2,2021,block_pca_fit_b96,pca_fit,192,-0.0077842408291671624,-0.007814616798609508,-0.002687451770074736,-0.0026910662057315626
ETTm2,2021,block_pca_fit_b96,pca_fit,288,0.0028917609611454342,0.0028875838477917526,0.00033223079657810164,0.0003321756140383103
ETTm2,2021,block_pca_fit_b96,pca_fit,336,0.0027020876291753934,0.002698440276292846,-0.0004909682554172638,-0.0004910888000582148
ETTm2,2021,block_pca_fit_b96,pca_fit,512,0.003287782264459154,0.003282383426704949,0.0014843350268587754,0.0014832339464808664
ETTm2,2021,block_pca_fit_b96,pca_fit,720,-0.003903163085445852,-0.003910790346734583,-0.002664597277999132,-0.0026681504725694083
ETTm2,2022,block_pca_fit_b96,balanced_interval,48,0.03433765889075127,0.03375481172966943,0.014004047275682809,0.013906446737673495
ETTm2,2022,block_pca_fit_b96,balanced_interval,96,0.02968905379497359,0.029252663175790228,0.011151363744867832,0.01108941776272665
ETTm2,2022,block_pca_fit_b96,balanced_interval,144,0.030084200941386648,0.029636175438945922,0.011548933673616929,0.01148250072828505
ETTm2,2022,block_pca_fit_b96,balanced_interval,192,0.026275295670065788,0.025933103704690375,0.011381697018751491,0.011317170544182797
ETTm2,2022,block_pca_fit_b96,balanced_interval,288,0.024819365783226206,0.024513897717081123,0.00917795842487013,0.009135969520107867
ETTm2,2022,block_pca_fit_b96,balanced_interval,336,0.021509595657999103,0.021279914039132874,0.006239721305595244,0.006220294671205551
ETTm2,2022,block_pca_fit_b96,balanced_interval,512,0.011841476465005215,0.011771642101683799,0.003313754799608041,0.0033082703738586128
ETTm2,2022,block_pca_fit_b96,balanced_interval,720,0.002607212440383082,0.002603816613883203,-0.0015637518704327434,-0.0015649751679502888
ETTm2,2022,block_pca_fit_b96,dct2,48,0.023600314281835122,0.02332400479648833,0.005298766778747006,0.005284753076764348
ETTm2,2022,block_pca_fit_b96,dct2,96,0.030057008403571662,0.02960978842518902,0.007886541253092648,0.007855524079590892
ETTm2,2022,block_pca_fit_b96,dct2,144,0.02810311191049896,0.027711892851929876,0.0071130800774511045,0.007087841998968614
ETTm2,2022,block_pca_fit_b96,dct2,192,0.02191180689913521,0.021673487104570732,0.006164736864837828,0.006145773861849668
ETTm2,2022,block_pca_fit_b96,dct2,288,0.022271291782800635,0.022025117490554802,0.004721906011241345,0.004710775339272333
ETTm2,2022,block_pca_fit_b96,dct2,336,0.017354511416547598,0.017204789252764696,0.0009796117912857362,0.00097913212829559
ETTm2,2022,block_pca_fit_b96,dct2,512,0.004432489476341283,0.00442268049295258,-0.003126456008768639,-0.0031313484697153005
ETTm2,2022,block_pca_fit_b96,dct2,720,-0.0004954796543970794,-0.0004956024247169122,-0.005079710563292242,-0.00509263416645056
ETTm2,2022,block_pca_fit_b96,pca_fit,48,-0.02176567623732282,-0.02200427652278547,-0.016153527153999925,-0.016284700727250634
ETTm2,2022,block_pca_fit_b96,pca_fit,96,-0.013403586810480008,-0.013493817568076771,-0.01058675826439051,-0.01064299627385834
ETTm2,2022,block_pca_fit_b96,pca_fit,144,-0.0037538762291322927,-0.0037609308471295844,-0.004328603236057373,-0.0043379851710518835
ETTm2,2022,block_pca_fit_b96,pca_fit,192,0.004028027868163494,0.0040199262454145845,0.0006854860967586492,0.000685251204838977
ETTm2,2022,block_pca_fit_b96,pca_fit,288,0.013438641934445378,0.013348746527217625,0.0031036844287860967,0.003098872979296785
ETTm2,2022,block_pca_fit_b96,pca_fit,336,0.013354804631570719,0.013266024879717064,0.0015831946782423163,0.0015819420866670653
ETTm2,2022,block_pca_fit_b96,pca_fit,512,0.006665191078447536,0.006643027960201664,-0.00015365954472557284,-0.00015367135095822881
ETTm2,2022,block_pca_fit_b96,pca_fit,720,-0.004547663882106969,-0.004558020198563328,-0.00493855945136198,-0.004950774235624067
ETTm2,2023,block_pca_fit_b96,balanced_interval,48,0.06752220572593748,0.06529303546110987,0.036226589071925656,0.03557825870401565
ETTm2,2023,block_pca_fit_b96,balanced_interval,96,0.051311077908085916,0.05001689419428901,0.028777904190867638,0.028367764047630528
ETTm2,2023,block_pca_fit_b96,balanced_interval,144,0.04255111251111087,0.04165851897049977,0.023497759877220827,0.023223837235074596
ETTm2,2023,block_pca_fit_b96,balanced_interval,192,0.0340784638929684,0.0335043333502687,0.019640307819421807,0.019448693479140244
ETTm2,2023,block_pca_fit_b96,balanced_interval,288,0.024640240072417326,0.024339147424957575,0.013707678870886409,0.01361415645364994
ETTm2,2023,block_pca_fit_b96,balanced_interval,336,0.01947613624505903,0.01928770161262272,0.009690229750185199,0.009643430760190363
ETTm2,2023,block_pca_fit_b96,balanced_interval,512,0.01101633597577259,0.010955878357411408,0.00555308198775782,0.005537692128204763
ETTm2,2023,block_pca_fit_b96,balanced_interval,720,-0.001160555375271724,-0.0011612290802600622,-0.0006709757530335508,-0.0006712009076190739
ETTm2,2023,block_pca_fit_b96,dct2,48,0.041998180450923774,0.041128474715304675,0.01906847717195782,0.018887823844720875
ETTm2,2023,block_pca_fit_b96,dct2,96,0.04904520311533682,0.04786191088213099,0.023252282456868178,0.022984031310111397
ETTm2,2023,block_pca_fit_b96,dct2,144,0.036898314540865326,0.036225867818324486,0.016842754158916715,0.01670170795412662
ETTm2,2023,block_pca_fit_b96,dct2,192,0.02543316962486224,0.025112471112007317,0.012495127940162531,0.012417387956259351
ETTm2,2023,block_pca_fit_b96,dct2,288,0.017317655126037765,0.01716856639944986,0.006854643344199438,0.006831203863516655
ETTm2,2023,block_pca_fit_b96,dct2,336,0.012147486315094694,0.012074003448203863,0.0030412233241600625,0.0030366034890098037
ETTm2,2023,block_pca_fit_b96,dct2,512,0.004954859984505536,0.004942604914845328,-0.00018966581445013434,-0.00018968380214801073
ETTm2,2023,block_pca_fit_b96,dct2,720,-0.0008452427085455126,-0.0008456000268302066,-0.0023086283575142483,-0.0023112952918860064
ETTm2,2023,block_pca_fit_b96,pca_fit,48,-0.004508493566598683,-0.004518672114609323,-0.0038618542519319714,-0.003869320819568145
ETTm2,2023,block_pca_fit_b96,pca_fit,96,0.00575618716348488,0.0057396520597510214,0.002069544763025987,0.0020674047318142152
ETTm2,2023,block_pca_fit_b96,pca_fit,144,0.005541217418606683,0.0055258931913902964,0.0025114528165338084,0.0025083017573730437
ETTm2,2023,block_pca_fit_b96,pca_fit,192,0.010203336526799141,0.01015145907959869,0.005251619902435925,0.005237854254495078
ETTm2,2023,block_pca_fit_b96,pca_fit,288,0.012450411964939428,0.012373226249288938,0.005368433705162623,0.00535404941681672
ETTm2,2023,block_pca_fit_b96,pca_fit,336,0.010041195162918222,0.009990950674964139,0.003527076540271499,0.003520863712330624
ETTm2,2023,block_pca_fit_b96,pca_fit,512,0.008440079972941762,0.008404562491668321,0.0037375683762977075,0.00373059236143114
ETTm2,2023,block_pca_fit_b96,pca_fit,720,-0.001285807004541206,-0.001286634008785592,-0.0009042909261218861,-0.0009046999204354034
Weather,2021,block_pca_fit_b96,balanced_interval,48,-0.03680160654674083,-0.0374871697567587,-0.03080324615156688,-0.031282575108193766
Weather,2021,block_pca_fit_b96,balanced_interval,96,-0.01880585192136938,-0.018983795665560077,-0.014844311295705234,-0.014955035279986761
Weather,2021,block_pca_fit_b96,balanced_interval,144,-0.009336459351737755,-0.009380180047922071,-0.009836235903836501,-0.00988477067484217
Weather,2021,block_pca_fit_b96,balanced_interval,192,-0.004957662654025619,-0.004969972197301997,-0.007036471052809374,-0.007061285182405674
Weather,2021,block_pca_fit_b96,balanced_interval,288,-0.001963657264294785,-0.0019655865018008978,-0.004759068293338983,-0.004770410644719503
Weather,2021,block_pca_fit_b96,balanced_interval,336,-0.0011164643549393554,-0.0011170878332762424,-0.003959369019926786,-0.0039672176766021305
Weather,2021,block_pca_fit_b96,balanced_interval,512,-0.002342997502791664,-0.0023457444663981253,-0.005373124486820849,-0.005387585609065049
Weather,2021,block_pca_fit_b96,balanced_interval,720,-0.0023411839715798094,-0.0023439266827536276,-0.006455302347310453,-0.0064761827170278785
Weather,2021,block_pca_fit_b96,dct2,48,-0.020578646769635143,-0.020791847067558766,-0.01368439434226895,-0.013778454227659775
Weather,2021,block_pca_fit_b96,dct2,96,-0.013352363265156273,-0.01344190415118307,-0.00830850205218433,-0.00834311344523142
Weather,2021,block_pca_fit_b96,dct2,144,-0.008569439362339277,-0.008606262116127139,-0.00902348578609616,-0.009064320164359652
Weather,2021,block_pca_fit_b96,dct2,192,-0.005990156726240862,-0.006008133591865805,-0.008863035979908217,-0.008902428977810128
Weather,2021,block_pca_fit_b96,dct2,288,-0.003239506923523708,-0.0032447597967857345,-0.007569810068754148,-0.007598533512253702
Weather,2021,block_pca_fit_b96,dct2,336,-0.0021414458500471517,-0.002143740382791748,-0.006789497544630756,-0.006812598434636774
Weather,2021,block_pca_fit_b96,dct2,512,-0.001832690508595704,-0.0018343709122423668,-0.005573273853733887,-0.0055888334369675885
Weather,2021,block_pca_fit_b96,dct2,720,-0.002133512351343368,-0.0021357899082639076,-0.005537590865594957,-0.005552951662739725
Weather,2021,block_pca_fit_b96,pca_fit,48,0.00254565323586447,0.0025424158083711124,-0.001806351462644044,-0.0018079838982167917
Weather,2021,block_pca_fit_b96,pca_fit,96,0.0008151178585946399,0.0008147857402776015,0.00037170058783880284,0.00037163151573360587
Weather,2021,block_pca_fit_b96,pca_fit,144,-0.0010803936643819468,-0.0010809774998554733,-0.0029091696433104853,-0.0029134053838171248
Weather,2021,block_pca_fit_b96,pca_fit,192,-0.00031817106168739343,-0.0003182216834682894,-0.001497937452877367,-0.0014990599215765066
Weather,2021,block_pca_fit_b96,pca_fit,288,-0.0016914013790289466,-0.001692832605153738,-0.003231308239525493,-0.003236534543745284
Weather,2021,block_pca_fit_b96,pca_fit,336,-0.0010065031577736127,-0.0010070098520591486,-0.0018643285708166938,-0.0018660675118111758
Weather,2021,block_pca_fit_b96,pca_fit,512,-0.001503430154773793,-0.0015045608724695292,-0.002430900136773621,-0.00243385717010991
Weather,2021,block_pca_fit_b96,pca_fit,720,-0.003058080270103778,-0.003062760967672995,-0.003339412024812326,-0.0033449940730048144
Weather,2022,block_pca_fit_b96,balanced_interval,48,-0.026563425232175572,-0.026919377796162935,-0.03070573242004516,-0.03118201579907809
Weather,2022,block_pca_fit_b96,balanced_interval,96,-0.015172837924495816,-0.015288529814019292,-0.0175629810834957,-0.017718117122064836
Weather,2022,block_pca_fit_b96,balanced_interval,144,-0.008179565260612547,-0.008213109300718946,-0.011663739957457397,-0.011732026606674495
Weather,2022,block_pca_fit_b96,balanced_interval,192,-0.005547256411078915,-0.005562670927501623,-0.009311555200410779,-0.009355042604186181
Weather,2022,block_pca_fit_b96,balanced_interval,288,-0.001974956123507033,-0.001976907633856273,-0.00640852944779615,-0.006429108008589202
Weather,2022,block_pca_fit_b96,balanced_interval,336,-0.0010077364041116829,-0.0010082443410495134,-0.005184984431094154,-0.0051984497252572925
Weather,2022,block_pca_fit_b96,balanced_interval,512,-0.0016421891900030708,-0.0016435383210793297,-0.006146454046249113,-0.006165382255505003
Weather,2022,block_pca_fit_b96,balanced_interval,720,-0.0016185941319134403,-0.0016199047624263496,-0.007323251906885937,-0.007350132493837425
Weather,2022,block_pca_fit_b96,dct2,48,-0.011503760054993832,-0.011570182761965198,-0.009460887696400824,-0.009505783367005582
Weather,2022,block_pca_fit_b96,dct2,96,-0.009229335085500532,-0.009272056728198974,-0.006375962743036444,-0.006396332462665688
Weather,2022,block_pca_fit_b96,dct2,144,-0.006032460510110362,-0.006050692442713945,-0.005738660648979939,-0.005755158305054353
Weather,2022,block_pca_fit_b96,dct2,192,-0.004336671204827716,-0.0043460881712384936,-0.005104079580984697,-0.005117127585074099
Weather,2022,block_pca_fit_b96,dct2,288,-0.0021081309381402267,-0.002110354608487963,-0.005379461701250229,-0.005393956985968007
Weather,2022,block_pca_fit_b96,dct2,336,-0.001363483704593477,-0.0013644136711166155,-0.004738358560010757,-0.004749602332926983
Weather,2022,block_pca_fit_b96,dct2,512,-0.0007471353715443981,-0.0007474145466990212,-0.00507387315634463,-0.00508676704884925
Weather,2022,block_pca_fit_b96,dct2,720,8.39216400860332e-05,8.391811876373723e-05,-0.003674555653647834,-0.0036813151100707486
Weather,2022,block_pca_fit_b96,pca_fit,48,0.007705770880294369,0.007676157541219419,0.005036052881888237,0.005023393228051343
Weather,2022,block_pca_fit_b96,pca_fit,96,0.0037068737486519085,0.0037000117736012417,0.0033695749714926855,0.0033639043247596367
Weather,2022,block_pca_fit_b96,pca_fit,144,0.001563356900287682,0.0015621354944694854,0.0012254629066379076,0.001224712333601219
Weather,2022,block_pca_fit_b96,pca_fit,192,0.002114189247550871,0.0021119559236306706,0.0017840601843839665,0.0017824696949967356
Weather,2022,block_pca_fit_b96,pca_fit,288,0.0005491930226447359,0.0005490422437601783,-0.0012556924588118825,-0.0012564811706794465
Weather,2022,block_pca_fit_b96,pca_fit,336,0.0010355474974197063,0.0010350115031417806,6.837472493902918e-05,6.83723874408404e-05
Weather,2022,block_pca_fit_b96,pca_fit,512,0.00045859238615933613,0.00045848724874342217,-0.0007692975384247798,-0.0007695935236715634
Weather,2022,block_pca_fit_b96,pca_fit,720,-0.0011902614422047814,-0.0011909700844838778,-0.0021937086540730205,-0.002196116593353059
Weather,2023,block_pca_fit_b96,balanced_interval,48,-0.014992324297496726,-0.015105272939731185,-0.016267956142907585,-0.016400999811863493
Weather,2023,block_pca_fit_b96,balanced_interval,96,-0.0071208800456272455,-0.007146293798889314,-0.007377544859543142,-0.007404825991612629
Weather,2023,block_pca_fit_b96,balanced_interval,144,-0.0016250266185047011,-0.0016263476897551143,-0.0024920899358644557,-0.0024951977731224595
Weather,2023,block_pca_fit_b96,balanced_interval,192,0.0002734323091989462,0.0002733949299920102,-0.0004917243217572497,-0.0004918452379798488
Weather,2023,block_pca_fit_b96,balanced_interval,288,0.002645051217404717,0.0026415561516551778,0.0016064018689092188,0.0016051122960435427
Weather,2023,block_pca_fit_b96,balanced_interval,336,0.003087385987965323,0.0030826249128651506,0.0023878111527195116,0.002384962599389251
Weather,2023,block_pca_fit_b96,balanced_interval,512,0.0021460818061975603,0.0021437806191110242,0.000857254269656553,0.000856886932189882
Weather,2023,block_pca_fit_b96,balanced_interval,720,-0.00010002000761702681,-0.00010002500978467666,-0.0011091142549289929,-0.0011097295496005355
Weather,2023,block_pca_fit_b96,dct2,48,-0.026386703045761725,-0.02673791439322515,-0.015083084164636138,-0.015197407940452656
Weather,2023,block_pca_fit_b96,dct2,96,-0.016555137165923883,-0.016692932807586214,-0.011206189518327202,-0.011269214061734312
Weather,2023,block_pca_fit_b96,dct2,144,-0.010497868071564624,-0.010553164015703942,-0.009374066829716253,-0.009418141004618574
Weather,2023,block_pca_fit_b96,dct2,192,-0.00763754014421345,-0.007666780548123642,-0.008325363287961591,-0.008360115499548959
Weather,2023,block_pca_fit_b96,dct2,288,-0.004115622813260474,-0.00412410361943949,-0.007198335362321575,-0.007224305655210594
Weather,2023,block_pca_fit_b96,dct2,336,-0.0031555040995556605,-0.0031604879434179445,-0.006573094011519499,-0.006594744204217351
Weather,2023,block_pca_fit_b96,dct2,512,-0.002853488059513539,-0.0028575631317011574,-0.007381279613444704,-0.007408588407742611
Weather,2023,block_pca_fit_b96,dct2,720,-0.0014046306590389602,-0.0014056176147316801,-0.005176222011281845,-0.005189641793035493
Weather,2023,block_pca_fit_b96,pca_fit,48,0.007056482634336727,0.007031644119275371,-0.00011158143234197753,-0.00011158765778152002
Weather,2023,block_pca_fit_b96,pca_fit,96,0.003050773355466926,0.0030461244751953664,0.0004120946484838286,0.0004120097491467911
Weather,2023,block_pca_fit_b96,pca_fit,144,0.0010147331013137964,0.0010142184337784688,-0.0014321156973231873,-0.001433141664717974
Weather,2023,block_pca_fit_b96,pca_fit,192,0.0015792702228739084,0.0015780238318712225,-0.0002631221624916341,-0.0002631567821642644
Weather,2023,block_pca_fit_b96,pca_fit,288,0.0001864164779111686,0.0001863991034392054,-0.0022237402808228013,-0.002226214625000722
Weather,2023,block_pca_fit_b96,pca_fit,336,0.0008491290465728508,0.0008487686385222348,-0.000620437480247642,-0.0006206299913926738
Weather,2023,block_pca_fit_b96,pca_fit,512,0.0004898901611339287,0.0004897701845415492,-0.0009846538473708925,-0.0009851387781203425
Weather,2023,block_pca_fit_b96,pca_fit,720,-0.0014413875995023242,-0.0014424268978923127,-0.0022266740340309904,-0.0022291549136863598
