dataset,checkpoint_seed,family,structure_seed_count,mean_val_mse_h48,mean_val_mae_h48,mean_val_mse_h96,mean_val_mae_h96,mean_val_mse_h144,mean_val_mae_h144,mean_val_mse_h192,mean_val_mae_h192,mean_val_mse_h288,mean_val_mae_h288,mean_val_mse_h336,mean_val_mae_h336,mean_val_mse_h512,mean_val_mae_h512,mean_val_mse_h720,mean_val_mae_h720,mean_horizon_log_mse,mean_horizon_log_mae
ETTm2,2022,block_pca_fit_b144,3,0.14200101103295226,0.2650992160870881,0.16429770488119086,0.2837241645380237,0.18215750221102314,0.2987751253437228,0.19585185983316933,0.3103767408760463,0.21972602318948037,0.32847711917906774,0.2333158241017592,0.33819611430640273,0.2751571983743167,0.3646278881884881,0.31600531012535793,0.3890304453855017,-1.5630527156276524,-1.1394786776759378
ETTm2,2022,block_pca_fit_b16,3,0.1444749052241977,0.26617297371562026,0.16776514577670218,0.28671249858741793,0.18619742915107304,0.30275644912710753,0.20021920962861356,0.31489382458294274,0.2256073790511511,0.33427908954279056,0.23902671561991792,0.3437617134856599,0.28130341030595296,0.3703944538917753,0.3179289506150094,0.3922605353634818,-1.5429397060934509,-1.1269789930712233
ETTm2,2022,block_pca_fit_b32,3,0.13735307492746188,0.2596403716859353,0.16078460634724676,0.28079353393901246,0.17871167964710552,0.296204778499675,0.19320722574236465,0.3085299499203505,0.21968327144320568,0.3293809506001106,0.23350857120790994,0.33954760045048116,0.27690909638991984,0.36711026839543504,0.31601620848114353,0.3906038657507992,-1.5731245385042951,-1.1430087296072244
ETTm2,2022,block_pca_fit_b48,3,0.1382418276987584,0.2594489004615183,0.15963843878326114,0.2780493144919814,0.17864480764543875,0.2947060569958808,0.1926459464580943,0.3069295244424291,0.21807240456408072,0.3265670588863877,0.23173919071544744,0.3367960608889335,0.27565938273613994,0.36494576083726615,0.31578598734915997,0.3889887480907901,-1.5761502804546763,-1.1489594140764114
ETTm2,2022,block_pca_fit_b96,3,0.1343833480188018,0.2563780469617595,0.1584057355731433,0.2776638031105057,0.1752434727596079,0.2916077105143581,0.1899111439766115,0.30383642680777906,0.21461473536299025,0.32395352127959054,0.22886385290749067,0.3348046337341737,0.2725701126149519,0.36295516462384936,0.31484963825089607,0.38841357673329135,-1.5901863239313871,-1.155822740678836
ETTm2,2022,dct2,3,0.13759255748965155,0.2577401399594157,0.16323921416733211,0.2798622678949232,0.1802382148575638,0.2936893341113214,0.1941183658761894,0.3057152838081753,0.2194481056735294,0.32548681654824424,0.23287033799593077,0.3351327729994622,0.2737809583186496,0.36182217331512995,0.31469367530237313,0.38644555091721755,-1.5717819421168455,-1.1528279311532614
ETTm2,2022,pca_fit,3,0.13149000557612223,0.2522699070233922,0.15629669646455752,0.27473974898576936,0.1745868636386457,0.29034818439600635,0.1906776540826725,0.3040447738553885,0.21751833244785976,0.3249605326936929,0.2319407851336954,0.335335114464883,0.2743929124041337,0.3628993973831916,0.31342105873452897,0.38650010198631146,-1.590934341137189,-1.1596713334846795
ETTm2,2023,balanced_interval,3,0.1410819620353552,0.2625641588300165,0.16467865080073973,0.2829242314787233,0.18136197545884278,0.2967692770688805,0.19519092222325843,0.30851333485060956,0.22031917417114044,0.3279476034123643,0.23371788274773284,0.33755419581230434,0.2748161437804132,0.3634091775303569,0.3154223665210271,0.38691789481610844,-1.5643781513298163,-1.1441657158926624
ETTm2,2023,block_dct2_b144,3,0.13084579075288405,0.25150555388412216,0.15316700047886717,0.27148598133037166,0.17187774089388552,0.2880862592780747,0.1883555683951831,0.30230926018712456,0.2164300369578605,0.32450003184935866,0.23062950684081973,0.3350886691018526,0.27294643610981045,0.36202176572645484,0.3165980906183489,0.38791602325279706,-1.5982988052215312,-1.1633477678242699
ETTm2,2023,block_dct2_b16,3,0.1344865909434307,0.256032332208864,0.1602616499075633,0.27916848296188235,0.17861951361880155,0.2956512130031107,0.19428153295557507,0.3093022069959387,0.22132111188456202,0.3301708863553228,0.2351161114862393,0.34007978316151,0.27962031591544995,0.367693123478208,0.32052378180636365,0.3916160636436363,-1.5707650553892685,-1.1443878193694517
ETTm2,2023,block_dct2_b32,3,0.13431691584748576,0.2551076928770048,0.15876163150466363,0.27739101517701187,0.1769894791053195,0.2931506317849401,0.19234077425689652,0.30653695052721347,0.21900939117817814,0.3276067478851053,0.23335359018171203,0.33810224354632845,0.2764863502409386,0.3647575767382222,0.31756473097797244,0.3887780257318747,-1.5793205904845782,-1.1514374552871067
ETTm2,2023,block_dct2_b48,3,0.13289865526470004,0.25549735235255516,0.157372792624164,0.2762124523202371,0.17654278819891978,0.2932142075679271,0.19054969084610485,0.30560372760745863,0.21652874894024757,0.3254934171569916,0.23065363234561698,0.3360776553145291,0.27427904730102753,0.363377342550205,0.31661801472362644,0.38817918356098724,-1.5874848873583165,-1.1543592300120649
ETTm2,2023,block_dct2_b96,3,0.13051132974111565,0.25094544552296333,0.15370506821612145,0.27198661525679696,0.17203486430737705,0.2879752722847861,0.187047188477676,0.30100275216765754,0.214715828831949,0.32326924619316005,0.2291795172011525,0.33415120848916496,0.2720780102922944,0.3612794571546493,0.31547237374621173,0.38692031661606835,-1.601563437037109,-1.1653887584801876
ETTm2,2023,block_pca_fit_b144,3,0.13719709261131427,0.2591195059775993,0.16227084864500016,0.2804084287995198,0.18029939174538548,0.2961402852351456,0.19508902237952863,0.30874941532853295,0.21945227495589123,0.32745118680344276,0.23274806347999918,0.3370174924107142,0.27542636597578163,0.36343622051126195,0.31880899986426464,0.3889664323871294,-1.5699097816132466,-1.146821459332982
ETTm2,2023,block_pca_fit_b16,3,0.137184895426425,0.25996880766267644,0.1619856718422374,0.2818163526627029,0.17922942700909902,0.29720188726929064,0.1946257604600833,0.310371231449296,0.22122220112781316,0.3307256508672886,0.23483178682090772,0.3405113001077672,0.278905561327744,0.3676729068874934,0.3203138839204862,0.3917817404931059,-1.5669059706547,-1.1398010111556753
ETTm2,2023,block_pca_fit_b32,3,0.13315594718959742,0.2552589191199269,0.1596997845265655,0.27924734532939666,0.1770541232792017,0.2943051586849544,0.19258691151257273,0.3076183335720198,0.22033421556465896,0.32912725757959294,0.23390071920127745,0.3389660125324574,0.27723920108417105,0.36572939762602213,0.31839267257540776,0.38965576489786174,-1.5777517653154898,-1.1480858942199184
ETTm2,2023,block_pca_fit_b48,3,0.13471572306059193,0.2558859933014231,0.1577931077570958,0.2760806410842762,0.17670468029180025,0.29291788297660687,0.1907162834276445,0.3051413551844267,0.21616855343034702,0.3249637362606022,0.22994278146803576,0.3352396113229859,0.27311366672156456,0.3623098804125729,0.3145979077888019,0.3865864687436892,-1.5871564475124702,-1.1559419031310785
ETTm2,2023,block_pca_fit_b96,3,0.13187029248525778,0.2532225832607599,0.15644193614758087,0.2748983036367777,0.17380670416366326,0.28987715568186206,0.188651180498144,0.3025131535668727,0.21495679331044412,0.3234828734309088,0.22921000196376062,0.33429901529717665,0.2718052915385021,0.3613967293886297,0.31578864414559576,0.3871775944582831,-1.5955575284493264,-1.1612185378695663
ETTm2,2023,dct2,3,0.13752654970758946,0.2580974830554776,0.16430593202349483,0.2813652104431798,0.1803396650314951,0.2948008331009473,0.1935107126801892,0.3063168082119637,0.21871176069629913,0.32570785015526715,0.23201130728797792,0.33531724080051667,0.27315539071516737,0.3613281912834838,0.31552183887018165,0.3862847762735548,-1.572188825143191,-1.1513365110915286
ETTm2,2023,pca_fit,3,0.1312770943397777,0.25224656039296695,0.15734504194165289,0.27546780708460694,0.17477247821105213,0.29060608343163696,0.1905859055191701,0.30410601655952657,0.21764982382373302,0.32522413954557755,0.23152313821780765,0.33548019534316603,0.2741090582480804,0.36275000177435823,0.31538286182977743,0.38682763153081495,-1.5897277624945074,-1.159006094003857
Weather,2021,balanced_interval,3,0.31502516793795116,0.2699956014303027,0.3983004171875027,0.30388540400510217,0.475062137252952,0.3215446140722416,0.5042042396135392,0.34184044445232004,0.5415042278751883,0.3695838292029294,0.5551093583209162,0.3814671462301835,0.5719462621959919,0.40613183219434745,0.598883076063709,0.4199779781136533,-0.7222660869501406,-1.0545278862762406
