dataset,checkpoint_seed,family,covariance_offdiag_ratio,variance_capture_top16,variance_capture_top64,mean_atom_support_fraction,active_atoms_h48,active_atoms_h96,active_atoms_h144,active_atoms_h192,active_atoms_h288,active_atoms_h336,active_atoms_h512,active_atoms_h720
Weather,2021,balanced_interval,0.7591335438359335,0.3877457348594626,0.7251163701047846,0.014691358432173729,55.0,103.0,149.0,199.0,293.0,339.0,516.0,720.0
Weather,2021,block_dct2_b144,0.7702891365367548,0.3997556869428562,0.6627105639923646,0.19907407462596893,144.0,144.0,144.0,288.0,288.0,432.0,576.0,720.0
Weather,2021,block_dct2_b16,0.7924897357251646,0.34602182880478133,0.7016754245018267,0.02222222276031971,48.0,96.0,144.0,192.0,288.0,336.0,512.0,720.0
Weather,2021,block_dct2_b32,0.7495217855482452,0.37472476219107026,0.6940899663174799,0.04395061731338501,64.0,96.0,160.0,192.0,288.0,352.0,512.0,720.0
Weather,2021,block_dct2_b48,0.7492722726982907,0.39167867698719677,0.6946006444886282,0.06620370596647263,48.0,96.0,144.0,192.0,288.0,336.0,528.0,720.0
Weather,2021,block_dct2_b96,0.7651549017723474,0.3882168629378837,0.6752859829534016,0.12842592597007751,96.0,96.0,192.0,192.0,288.0,384.0,576.0,720.0
Weather,2021,block_pca_fit_b144,0.2922952935312946,0.5957199343854637,0.9136710961639998,0.19999420642852783,144.0,144.0,144.0,288.0,288.0,432.0,576.0,720.0
Weather,2021,block_pca_fit_b16,0.6109177468665233,0.450915139248427,0.8284483519681348,0.02222222276031971,48.0,96.0,144.0,192.0,288.0,336.0,512.0,720.0
Weather,2021,block_pca_fit_b32,0.5004074885897342,0.5170621890833378,0.8616748249931145,0.04395061731338501,64.0,96.0,160.0,192.0,288.0,352.0,512.0,720.0
Weather,2021,block_pca_fit_b48,0.419298754435854,0.5609705456882739,0.8808905009790345,0.06666474044322968,48.0,96.0,144.0,192.0,288.0,336.0,528.0,720.0
Weather,2021,block_pca_fit_b96,0.3251962021569905,0.5865649984808384,0.9019606960078518,0.12888695299625397,96.0,96.0,192.0,192.0,288.0,384.0,576.0,720.0
Weather,2021,dct2,0.7864640698762257,0.38677198358159653,0.6472509156054171,0.9977777600288391,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
Weather,2021,pca_fit,8.100269170643059e-08,0.6270878845685254,0.9565793437495348,0.9999806880950928,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
Weather,2022,balanced_interval,0.7591335438359335,0.3877457348594626,0.7251163701047846,0.014691358432173729,55.0,103.0,149.0,199.0,293.0,339.0,516.0,720.0
Weather,2022,block_dct2_b144,0.7702891365367548,0.3997556869428562,0.6627105639923646,0.19907407462596893,144.0,144.0,144.0,288.0,288.0,432.0,576.0,720.0
Weather,2022,block_dct2_b16,0.7924897357251646,0.34602182880478133,0.7016754245018267,0.02222222276031971,48.0,96.0,144.0,192.0,288.0,336.0,512.0,720.0
Weather,2022,block_dct2_b32,0.7495217855482452,0.37472476219107026,0.6940899663174799,0.04395061731338501,64.0,96.0,160.0,192.0,288.0,352.0,512.0,720.0
Weather,2022,block_dct2_b48,0.7492722726982907,0.39167867698719677,0.6946006444886282,0.06620370596647263,48.0,96.0,144.0,192.0,288.0,336.0,528.0,720.0
Weather,2022,block_dct2_b96,0.7651549017723474,0.3882168629378837,0.6752859829534016,0.12842592597007751,96.0,96.0,192.0,192.0,288.0,384.0,576.0,720.0
Weather,2022,block_pca_fit_b144,0.2922952935312946,0.5957199343854637,0.9136710961639998,0.19999420642852783,144.0,144.0,144.0,288.0,288.0,432.0,576.0,720.0
Weather,2022,block_pca_fit_b16,0.6109177468665233,0.450915139248427,0.8284483519681348,0.02222222276031971,48.0,96.0,144.0,192.0,288.0,336.0,512.0,720.0
Weather,2022,block_pca_fit_b32,0.5004074885897342,0.5170621890833378,0.8616748249931145,0.04395061731338501,64.0,96.0,160.0,192.0,288.0,352.0,512.0,720.0
Weather,2022,block_pca_fit_b48,0.419298754435854,0.5609705456882739,0.8808905009790345,0.06666474044322968,48.0,96.0,144.0,192.0,288.0,336.0,528.0,720.0
Weather,2022,block_pca_fit_b96,0.3251962021569905,0.5865649984808384,0.9019606960078518,0.12888695299625397,96.0,96.0,192.0,192.0,288.0,384.0,576.0,720.0
Weather,2022,dct2,0.7864640698762257,0.38677198358159653,0.6472509156054171,0.9977777600288391,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
Weather,2022,pca_fit,8.100269170643059e-08,0.6270878845685254,0.9565793437495348,0.9999806880950928,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
Weather,2023,balanced_interval,0.7591335438359335,0.3877457348594626,0.7251163701047846,0.014691358432173729,55.0,103.0,149.0,199.0,293.0,339.0,516.0,720.0
Weather,2023,block_dct2_b144,0.7702891365367548,0.3997556869428562,0.6627105639923646,0.19907407462596893,144.0,144.0,144.0,288.0,288.0,432.0,576.0,720.0
Weather,2023,block_dct2_b16,0.7924897357251646,0.34602182880478133,0.7016754245018267,0.02222222276031971,48.0,96.0,144.0,192.0,288.0,336.0,512.0,720.0
Weather,2023,block_dct2_b32,0.7495217855482452,0.37472476219107026,0.6940899663174799,0.04395061731338501,64.0,96.0,160.0,192.0,288.0,352.0,512.0,720.0
Weather,2023,block_dct2_b48,0.7492722726982907,0.39167867698719677,0.6946006444886282,0.06620370596647263,48.0,96.0,144.0,192.0,288.0,336.0,528.0,720.0
Weather,2023,block_dct2_b96,0.7651549017723474,0.3882168629378837,0.6752859829534016,0.12842592597007751,96.0,96.0,192.0,192.0,288.0,384.0,576.0,720.0
Weather,2023,block_pca_fit_b144,0.2922952935312946,0.5957199343854637,0.9136710961639998,0.19999420642852783,144.0,144.0,144.0,288.0,288.0,432.0,576.0,720.0
Weather,2023,block_pca_fit_b16,0.6109177468665233,0.450915139248427,0.8284483519681348,0.02222222276031971,48.0,96.0,144.0,192.0,288.0,336.0,512.0,720.0
Weather,2023,block_pca_fit_b32,0.5004074885897342,0.5170621890833378,0.8616748249931145,0.04395061731338501,64.0,96.0,160.0,192.0,288.0,352.0,512.0,720.0
Weather,2023,block_pca_fit_b48,0.419298754435854,0.5609705456882739,0.8808905009790345,0.06666474044322968,48.0,96.0,144.0,192.0,288.0,336.0,528.0,720.0
Weather,2023,block_pca_fit_b96,0.3251962021569905,0.5865649984808384,0.9019606960078518,0.12888695299625397,96.0,96.0,192.0,192.0,288.0,384.0,576.0,720.0
Weather,2023,dct2,0.7864640698762257,0.38677198358159653,0.6472509156054171,0.9977777600288391,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
Weather,2023,pca_fit,8.100269170643059e-08,0.6270878845685254,0.9565793437495348,0.9999806880950928,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
