epoch,train_loss,val_mean_mse,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.5578558638451561,0.36709561944007874,55,66,65,62,0.2107815146446228,0.32068920135498047,0.27662113308906555,0.36124274134635925,0.3640686571598053,0.41334423422813416,0.6169111728668213,0.5476800203323364
2,0.4791229831114892,0.3808313272893429,66,64,52,66,0.21740533411502838,0.3247978687286377,0.2856319546699524,0.3650321960449219,0.37511542439460754,0.4163397252559662,0.6451725959777832,0.5565280914306641
3,0.43240727748601665,0.42046908289194107,67,53,65,63,0.24291548132896423,0.33973440527915955,0.322089821100235,0.3827887773513794,0.41708502173423767,0.43586573004722595,0.6997860074043274,0.5746424198150635
4,0.3842364960019627,0.42987110465765,67,58,74,49,0.2463168203830719,0.3458234965801239,0.32392972707748413,0.389469176530838,0.42858171463012695,0.4445096552371979,0.720656156539917,0.5805830359458923
5,0.3626173237759259,0.43627360463142395,66,63,63,56,0.2619684040546417,0.3524332046508789,0.33439522981643677,0.39591750502586365,0.4413263499736786,0.45252010226249695,0.7074044346809387,0.5783292055130005
6,0.376851852923151,0.4611559584736824,64,47,53,84,0.27631089091300964,0.3566488027572632,0.36103555560112,0.4048178791999817,0.48246219754219055,0.4656412601470947,0.7248151898384094,0.5829207301139832
7,0.3486915317273909,0.44181978702545166,56,58,58,76,0.2506076395511627,0.3479420244693756,0.33329328894615173,0.3974992632865906,0.4576292634010315,0.4601268172264099,0.7257489562034607,0.5862095952033997
8,0.32175258426896985,0.43304532393813133,64,53,65,66,0.24280159175395966,0.3439064025878906,0.32493504881858826,0.3935605585575104,0.43607643246650696,0.45350539684295654,0.7283682227134705,0.5906673669815063
9,0.3109155007367653,0.44083569198846817,60,56,67,65,0.2481447458267212,0.34766069054603577,0.3232039213180542,0.39307016134262085,0.44130054116249084,0.4544355571269989,0.7506935596466064,0.6004112362861633
10,0.29248681309963426,0.440037801861763,65,65,53,65,0.25289952754974365,0.35006222128868103,0.3314918577671051,0.39634621143341064,0.4421505033969879,0.4546220600605011,0.7336093187332153,0.5948828458786011
11,0.29404312378216174,0.4399278834462166,57,57,60,74,0.25471338629722595,0.3498983383178711,0.3331140875816345,0.39610400795936584,0.441472589969635,0.4540501534938812,0.7304114699363708,0.5934417247772217
