scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.11488065123558044,0.2371939867734909,0.5192092657089233,0.07723585516214371,0.18203651905059814
