epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h336_l1
1,1048,0.6847748799064687,0.4301243162223401,0.4301243162223401,0.20981673545111681,0.4483382757610947,0.20981673545111681,0.04483382757610947,full,off,1,32,336,0.6752769225277007,0.0001,24.350757598876953,0,3,0.0,1,0,0,0.4301243162223401
2,1048,0.5652568819754906,0.4023106884751611,0.4023106884751611,0.11895529217022749,0.43990901291711637,0.11895529217022749,0.04399090129171164,full,off,1,32,336,0.6504818675817833,9.755282581475769e-05,24.435014009475708,0,3,0.0,2,0,0,0.4023106884751611
3,1048,0.5403265144306285,0.39657257994963924,0.39657257994963924,0.10024661619130892,0.4350731805080676,0.10024661619130892,0.043507318050806765,full,off,1,32,336,0.6374419616047471,9.045084971874738e-05,23.56757092475891,0,3,0.0,3,0,0,0.39657257994963924
4,1048,0.5284115596183838,0.3933490102982703,0.3933490102982703,0.09184957307031136,0.43212976883954674,0.09184957307031136,0.043212976883954674,full,off,1,32,336,0.6369600841952932,7.938926261462366e-05,19.381267309188843,0,3,0.0,4,0,0,0.3933490102982703
5,1048,0.5209888093856,0.3912635157809003,0.3912635157809003,0.0867106611733787,0.43014632620429266,0.0867106611733787,0.04301463262042927,full,off,1,32,336,0.6340699668618894,6.545084971874738e-05,18.305997610092163,0,3,0.0,5,0,0,0.3912635157809003
6,1048,0.5160480289513828,0.3895191036961006,0.3895191036961006,0.08363961625332368,0.42889308488664735,0.08363961625332368,0.042889308488664735,full,off,1,32,336,0.6316401130475459,5e-05,17.761685371398926,0,3,0.0,6,0,0,0.3895191036961006
7,1048,0.5128089320341139,0.38815192923746034,0.38815192923746034,0.08183832594570313,0.4281867670876379,0.08183832594570313,0.0428186767087638,full,off,1,32,336,0.6310396730633718,3.4549150281252636e-05,18.19601273536682,0,3,0.0,7,0,0,0.38815192923746034
8,1048,0.5111206669275087,0.3875610725456522,0.3875610725456522,0.08078991802309761,0.427696755027953,0.08078991802309761,0.042769675502795305,full,off,1,32,336,0.6311912001775843,2.061073738537635e-05,17.777010202407837,0,3,0.0,7,1,0,0.3875610725456522
9,1048,0.510189225086729,0.3872041979818854,0.3872041979818854,0.08024145713260838,0.4274356918594309,0.08024145713260838,0.042743569185943096,full,off,1,32,336,0.6297420868650079,9.549150281252633e-06,17.43992018699646,0,3,0.0,9,0,0,0.3872041979818854
10,1048,0.5096773654791235,0.3869304024536191,0.3869304024536191,0.08002745312503504,0.42719509648798987,0.08002745312503504,0.04271950964879899,full,off,1,32,336,0.6298987324172187,2.4471741852423237e-06,17.38331961631775,0,3,0.0,9,1,0,0.3869304024536191
