short_horizon,long_horizon,chpd_raw,nchpd
96,192,0.3627135787523805,0.07815400511026382
96,336,0.44406795802409843,0.09568345795075099
96,720,0.6985908993217501,0.15052559350927672
192,336,0.47459238872772813,0.10226056631654501
192,720,0.42394804166238603,0.09134821345408757
336,720,0.3357523565117848,0.07234466235552516
