origin,channel,min_gain,target_std_scaled,uvhf_common96_mse,dlinear_common96_mse_h96,dlinear_common96_mse_h192,dlinear_common96_mse_h336,dlinear_common96_mse_h720,relative_gain_h96,relative_gain_h192,relative_gain_h336,relative_gain_h720,mean_range96,q25_range96,visibility96,persistent_fraction96,mean_sorted_gap96,accuracy_eligible
139,4,0.5142773795031951,0.3336021409604422,0.05884698647079508,0.12115348140592141,0.1673358541048353,0.1469520841068599,0.18564942750024174,0.5142773795031951,0.7982392634337773,0.8158920918344478,0.7523539101201984,0.7377989812127043,0.6006074426026942,0.11548146545003007,0.6979166666666666,0.24593299373756808,True
570,4,0.09551877651941465,0.6718300954418776,0.04956891532531257,0.06719480266611777,0.0787832527637935,0.0704252281582125,0.0898304220498621,0.26231027760265846,0.5164222659964054,0.7270704496534941,0.09551877651941465,0.6235846325931652,0.5040199491571684,0.11356488129051359,0.6875,0.20786154419772174,True
112,4,0.6454638560554447,0.33494624876305057,0.06739942975671642,0.1901059480334868,0.23867653535863184,0.21690889200537708,0.2687298926009533,0.6454638560554447,0.8272293830634694,0.8688646499845777,0.8292171261712125,0.7290554218102793,0.5965941555278675,0.11244992592311308,0.6666666666666666,0.24301847393675977,True
116,4,0.6427280688337493,0.3352630471733473,0.06340664488221288,0.1774744651090646,0.22508941598003865,0.19684176802220898,0.250345490320189,0.6427280688337493,0.8279231475907142,0.8625376252942033,0.8208755950330643,0.7004004930825136,0.5411645697244438,0.1120725856790621,0.6458333333333334,0.23346683102750454,True
145,4,0.31344870645625533,0.33242941356174815,0.06824891764021812,0.09940833013064528,0.1386875581105896,0.12101088008604781,0.16110189966070484,0.31344870645625533,0.7696466276944589,0.7722448815098246,0.6977593519185898,0.7231804776943237,0.5889292696088688,0.11152106475781867,0.6666666666666666,0.24106015923144122,True
157,4,0.5004106675697262,0.33208847631706284,0.05609414284180773,0.11228050560834706,0.1498313163037587,0.12931952116637527,0.1656824424784696,0.5004106675697262,0.8317957319737616,0.774142934152649,0.7215330616924409,0.6628877123935221,0.4854387176915509,0.11116010154177755,0.6041666666666666,0.22096257079784068,True
412,4,0.026219044322926988,0.31934948730534857,0.07594086728762894,0.08667448829833606,0.08432592589600334,0.08827391326971812,0.0900398894884864,0.12383829684418424,0.026219044322926988,0.35103024315389897,0.8604124430328827,0.7082927365921362,0.5530069201292775,0.11054982944502886,0.5625,0.2360975788640454,True
133,4,0.6066103636166171,0.3350365552659746,0.07092972455667972,0.1803039988769665,0.22070832006871507,0.204118027537167,0.24706247548385965,0.6066103636166171,0.8246639844495534,0.8416166149609595,0.8226806560504885,0.6932479584823467,0.5421730090704102,0.11013178220410956,0.6458333333333334,0.2310826528274489,True
137,4,0.5487280220871898,0.3341106817710102,0.05876276419704851,0.13021585002648228,0.1718491275633626,0.1498063703568008,0.1919301015785059,0.5487280220871898,0.8111277354840768,0.8247598701901956,0.8253182011817568,0.7185548909420891,0.5796712957202033,0.109296405223533,0.6145833333333334,0.23951829698069638,True
425,4,0.06657579764363597,0.3209443905893166,0.07148313486180709,0.08459067994569998,0.08726299342413091,0.09557321956749343,0.09202503048551829,0.15495259161301012,0.06657579764363597,0.37140344280580995,0.8580897550133281,0.6990795069262686,0.530789580864166,0.10911183507408552,0.59375,0.2330265023087562,True
119,4,0.5983013300105516,0.33509000067303596,0.07558857607953717,0.18817233345961215,0.23184246395429678,0.21091504888198095,0.2654748457329849,0.5983013300105516,0.8266650074776771,0.8612700987840646,0.8267329890544974,0.6935548690419946,0.5160627149525254,0.10829837865284195,0.6354166666666666,0.23118495634733152,True
576,4,0.04582701802093336,0.6824261052976488,0.05444353531056626,0.07008888003611613,0.07924874606932579,0.07322570995593052,0.09627329942008862,0.22322149701190785,0.5461699277007328,0.7447241314558437,0.04582701802093336,0.5976673944669741,0.43267663445654136,0.10821427687765726,0.5833333333333334,0.19922246482232472,True
177,4,0.06606233062531242,0.33517372455545524,0.10419612570697072,0.11156646650384561,0.14246479870086404,0.11662305648338567,0.16002668279535012,0.06606233062531242,0.7875833367179851,0.6601444916436416,0.6503731936352568,0.6999914960773937,0.5341108885057366,0.1079172594986966,0.5625,0.23333049869246458,True
46,2,0.18838935606434626,0.3422677869384799,0.02834149124704095,0.03492005860052265,0.03803943602162222,0.051511884190954656,0.05812234008429724,0.18838935606434626,0.30029536287455416,0.37123689152076433,0.7209235385275489,1.503120321848825,1.0812636699823983,0.10791350997360465,0.5416666666666666,0.5010401072829417,True
450,4,0.012165909638856554,0.42290332375601636,0.07327761368857229,0.07418008186150231,0.07766473834404468,0.08069332120312393,0.0872468466317063,0.012165909638856554,0.34677154686121403,0.449769879046761,0.7278029887825661,0.6896078453718216,0.5282342500567694,0.10763350483672758,0.5208333333333334,0.2298692817906072,True
526,4,0.043183997183858125,0.5894385723012195,0.09509704120271915,0.09938905800365531,0.13104297494248915,0.10307451072973883,0.1088028119482245,0.043183997183858125,0.3643235647590378,0.4165737135631957,0.2966593372537697,0.7043983352169617,0.5061810882026663,0.10760744749547013,0.5520833333333334,0.23479944507232056,True
583,4,0.06861440325203927,0.6943874630303585,0.05107014840266766,0.08616118967815467,0.09805910351314306,0.09393977278552128,0.1120948339459568,0.4072720143090597,0.6458147053065361,0.7418685889093923,0.06861440325203927,0.5931098518979668,0.41211946491706897,0.10738908350420226,0.5208333333333334,0.19770328396598894,True
108,4,0.7208633072214093,0.33621942132207533,0.0638722768891548,0.22882078401572903,0.27340006911669884,0.2637087899385122,0.3182168798307412,0.7208633072214093,0.8458182718794155,0.8782357743382189,0.8312356411415844,0.7082073687183202,0.5644034880609183,0.10716535611684841,0.6145833333333334,0.23606912290610674,True
572,4,0.08147752405472264,0.6753349193676657,0.05385359813209334,0.07349842248217442,0.08472496645684702,0.07833597840913553,0.09237572573137227,0.26728225840283226,0.585315446866012,0.7275173277289457,0.08147752405472264,0.5884102331665897,0.4007079591923457,0.10715905233553633,0.59375,0.19613674438886322,True
1852,4,0.06892231583506192,0.250582843803086,0.626576394314056,0.6729582342809749,0.6891529488679214,0.882388437930636,0.9419136393832055,0.06892231583506192,0.2888198243533414,0.431485809977995,0.6352747356645214,0.921208034330799,0.6323363524566261,0.10713329854295185,0.53125,0.307069344776933,True
111,4,0.6508141102210687,0.3352184113512897,0.06834330336122507,0.19572183573767266,0.2399598697588529,0.22785429753594322,0.2797133203486495,0.6508141102210687,0.8339908309030297,0.8736986531986394,0.833561494615718,0.7418781455686752,0.5694465146681438,0.10682985699632533,0.5208333333333334,0.2472927151895584,True
115,4,0.6249508353559488,0.33512447824302677,0.06729407259748517,0.17942733631029975,0.22813712649856374,0.20150904569963654,0.253248843937478,0.6249508353559488,0.827592638416081,0.8648268464194511,0.8173231895478876,0.6898645425861272,0.5180097456305077,0.10662138061527456,0.5833333333333334,0.22995484752870907,True
1049,6,0.1075707334363557,0.4635146737154129,0.12168621587473423,0.20953191452217668,0.26903505962808466,0.15984217898560119,0.1937879245018128,0.41924734400374575,0.1075707334363557,0.301170252691221,0.3035904201092219,2.4434618751719466,1.9175293676939305,0.10626991442670401,0.5208333333333334,0.8144872917239822,True
578,4,0.08808316807857819,0.6853327340459084,0.05903511969982237,0.0824532115102173,0.08943879361386194,0.0885638631457768,0.10950000325798263,0.28401673362950874,0.5806523326793404,0.7213191607638365,0.08808316807857819,0.5845304871956625,0.43235934466643755,0.10583569485371788,0.5729166666666666,0.1948434957318875,True
215,4,0.5566446923956786,0.34153746027450665,0.06954069923835131,0.1568509456086491,0.19374994343799687,0.1990657288231302,0.23896317908401668,0.5566446923956786,0.778803113774845,0.6819620938015366,0.8111984012422272,0.777102210852035,0.5848093432889812,0.10580016093004917,0.53125,0.25903407028401165,True
524,4,0.21375959556341084,0.5847407857399953,0.0840446772831321,0.1068943758281636,0.14152566496960928,0.11667743479219128,0.11575817805163051,0.21375959556341084,0.4325662475789125,0.47985536704302545,0.32864432570869906,0.690631873734103,0.538849626735356,0.10550441330706756,0.5416666666666666,0.23021062457803432,True
148,4,0.39199676158568464,0.3321938524339898,0.059791066747361565,0.09834004651570256,0.14038700595004702,0.11758387525736769,0.15482212207592147,0.39199676158568464,0.7842018660372909,0.7753755952667147,0.7180856825306746,0.6688208747138447,0.5486464676781821,0.10528329420633624,0.5625,0.22294029157128156,True
575,4,0.06195397377837453,0.6810470327692922,0.053047572520705945,0.08157706554980788,0.09046578901893405,0.0799723342412606,0.10475594864050046,0.34972443341545434,0.6195873582266282,0.7475427948573093,0.06195397377837453,0.58088178715933,0.4178138069652704,0.10517505744965247,0.53125,0.19362726238644334,True
504,4,0.09926589996489299,0.5511844130095522,0.08319599189973277,0.09236465222809942,0.1124502272455478,0.10161328534049474,0.0894570533137878,0.09926589996489299,0.30128836032794204,0.467595617605276,0.41626903093051826,0.68826196865681,0.5461330456791558,0.10514237463743398,0.6041666666666666,0.22942065621893667,True
455,4,0.08736121451998435,0.44368589719828383,0.07604237044410296,0.08332143193334411,0.07665939820606053,0.07860772498108393,0.0939889611290079,0.08736121451998435,0.41324749913714887,0.5539203813518405,0.7004622517315255,0.6787541555684099,0.4975177214664228,0.10471369737181865,0.5625,0.22625138518946997,True
171,4,0.539399332641959,0.3346689854625456,0.055407745764974724,0.12029454078472786,0.14681123689148023,0.12991617081384602,0.17751238817966083,0.539399332641959,0.8241178897881389,0.7645365784309366,0.7676746274926831,0.6590995526138244,0.5107793005269912,0.10464388290971402,0.5625,0.21969985087127478,True
581,4,0.05850435534574394,0.6900917474707952,0.05066345346170845,0.08613416723947036,0.09732804494155796,0.08277610752248288,0.10655616543948554,0.4118077055199961,0.6577333742407407,0.7337016657354084,0.05850435534574394,0.5730404370334696,0.4001623148061384,0.10375529448203856,0.53125,0.19101347901115653,True
574,4,0.037922851819900516,0.6797832907676369,0.0600295206625819,0.07373190199662627,0.08522386172308716,0.07848011471590317,0.1002530221766144,0.18584060580278183,0.5999277707572106,0.7264777339524235,0.037922851819900516,0.5723566468764367,0.41265570402615026,0.1036314867286553,0.5104166666666666,0.19078554895881225,True
218,4,0.394080395534096,0.34139250555790507,0.07937409753777613,0.1309977379057433,0.16719754977552906,0.15760383968634425,0.19468054578364358,0.394080395534096,0.7650637889746861,0.6238196547418478,0.768034965884412,0.7610748521453381,0.5916189022411089,0.10343327415440512,0.4895833333333333,0.25369161738177937,True
528,4,0.11380696992393036,0.5950359140778884,0.08981949450044195,0.10135432287560642,0.1295771773035749,0.10910791666581703,0.12122053097516201,0.11380696992393036,0.4403666686032396,0.4870655260675938,0.33463161596010615,0.6744919225646543,0.4880308397300581,0.10303879284600988,0.5104166666666666,0.22483064085488477,True
135,4,0.5952601405959559,0.33460875744528545,0.060513953135691224,0.14951320392509526,0.1971057399295811,0.17506928313710457,0.21649927450449993,0.5952601405959559,0.8291915767838582,0.8358872197495688,0.8027199461126429,0.6936901332940929,0.5592232550579723,0.102643743557523,0.59375,0.2312300444313643,True
1,2,0.5437763500922214,0.33627157185103373,0.04684425742698351,0.10267827508822185,0.11994872738459857,0.13902122420258164,0.13802457640222623,0.5437763500922214,0.5834048802374634,0.6608183837420462,0.6552226970880026,1.757960502771669,1.4216468115458554,0.102475096289023,0.4791666666666667,0.585986834257223,True
538,4,0.1649488787417175,0.613458820394883,0.0739200449941202,0.08852158043059093,0.11668586951331654,0.0876315285857771,0.11060985993448942,0.1649488787417175,0.40671558354182713,0.5443495001993415,0.30164201952816994,0.6699769285011747,0.5175191497780673,0.10234905954833168,0.4895833333333333,0.2233256428337249,True
529,4,0.3714147582804883,0.5973805056234295,0.06598497054452561,0.10497378265519242,0.1372212306935124,0.1083514002468841,0.1316248317416354,0.3714147582804883,0.6351870863292288,0.6544671833167452,0.3780052163885702,0.6691188583284754,0.4571574643123455,0.10221797641476957,0.5208333333333334,0.22303961944282513,True
505,4,0.08849871268314835,0.5543675557307742,0.078919274769635,0.08658163830129784,0.10610310590777845,0.09987186121029934,0.08864088004304686,0.08849871268314835,0.407853011347741,0.5372521892436828,0.4372133991228778,0.668972540570539,0.5228358976122394,0.10219562417503869,0.5416666666666666,0.22299084685684634,True
527,4,0.2510841913657287,0.5921986349521062,0.07080435715466764,0.09454247905887714,0.1256433385941076,0.09845598520084457,0.11351049863288558,0.2510841913657287,0.5499713399517707,0.5619739340444951,0.35585349628883023,0.6689688983308676,0.4988676553598026,0.10219506776811009,0.5208333333333334,0.22298963277695585,True
141,4,0.5859685430919853,0.33373631297047424,0.05246166297482965,0.12670936495167093,0.170828105977978,0.15511461563572645,0.19441630108356658,0.5859685430919853,0.8201647862264344,0.8330271896684969,0.7933659451026381,0.6952712744871162,0.5455557276390977,0.10195022826510541,0.5104166666666666,0.23175709149570542,True
222,4,0.2941045045271031,0.34215088373340274,0.08955579404741017,0.12686834612454145,0.16398605287029802,0.1385906119969332,0.16944533173524837,0.2941045045271031,0.7429221829387194,0.5082102609358308,0.7493015210398378,0.7464117427170583,0.56130306611891,0.1016217447289951,0.4583333333333333,0.24880391423901946,True
113,4,0.6751691148847534,0.33495927889557064,0.07062648506433167,0.21742539980234366,0.2682331716207438,0.2386134090486154,0.2928330323378467,0.6751691148847534,0.8492001170454244,0.8689840179300388,0.8453373907350182,0.6635059134212836,0.5233598268733175,0.10158525473700879,0.5104166666666666,0.22116863780709453,True
123,4,0.6485286094519072,0.3358800234820557,0.06695692152477672,0.19050461381895842,0.2317388884546349,0.21798615751642178,0.2717128297374747,0.6485286094519072,0.8330635578948062,0.8560249923123978,0.8395054390599921,0.6569703984261999,0.5486414884138213,0.10158440533490556,0.5625,0.21899013280873328,True
564,4,0.19064984422115416,0.6669419803060126,0.057700831045102007,0.10583712580767779,0.1272992051356788,0.10282177836529478,0.13540026938244853,0.4548148335967359,0.6372525659472552,0.7383495327517334,0.19064984422115416,0.6056451211111616,0.45605870664338966,0.10144809983859632,0.5104166666666666,0.20188170703705388,True
169,4,0.4615758098083971,0.33471896138260876,0.06640546340152298,0.12333298653965012,0.1541455028681161,0.13154391477963637,0.1809794754798871,0.4615758098083971,0.8245945293645752,0.7733806647439381,0.7692046033493137,0.6115331357960644,0.43269862620746835,0.1012007601552764,0.5208333333333334,0.20384437859868812,True
573,4,0.04753890612590883,0.6775598976433859,0.0552893285502624,0.07009135015955155,0.08064914868877748,0.06776462695869734,0.0861020079766394,0.21118185875425088,0.6226143436901447,0.7464110529028525,0.04753890612590883,0.5589089908625322,0.36051409245565935,0.10119664021583526,0.5,0.1863029969541774,True
