dataset,variant,target_horizon,mse,mae,source_path,a6_lbf_r256_mse,a6_der_mse,best_stage_control_mse,best_stage_control_name,relative_mse_vs_a6_lbf_r256_pct,relative_mse_vs_a6_der_pct,relative_mse_vs_best_stage_control_pct,beats_best_stage_control
ETTh2,der_ema099,96,0.2426793873310089,0.3152117133140564,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_der_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,0.25399087627346884,-0.03464979431400117,0.9215087197110394,False
ETTh2,der_ema099,192,0.2829289734363556,0.3458325266838074,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_der_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,0.04357500053220331,-0.03482215324948079,2.055203535368899,False
ETTh2,der_ema099,336,0.312131404876709,0.3707056939601898,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_der_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-0.22930302302566208,0.0034755946417996952,3.149827469584121,False
ETTh2,der_ema099,720,0.393791913986206,0.4294330775737762,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_der_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-0.09670160576079612,0.054027125933320264,2.4696068432062956,False
ETTh2,lbf_r256_base,96,0.2420645654201507,0.3144141733646393,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_base_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,0.0,-0.2879094069618504,0.665826704356709,False
ETTh2,lbf_r256_base,192,0.2828057408332824,0.3456781804561615,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_base_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,0.0,-0.07836300710091226,2.0107523494897084,False
ETTh2,lbf_r256_base,336,0.3128487765789032,0.3714315593242645,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_base_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,0.0,0.23331361283480678,3.3868967492425517,False
ETTh2,lbf_r256_base,720,0.3941730856895447,0.430027425289154,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_base_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,0.0,0.15087462988392364,2.568792512575424,False
ETTh2,lbf_r256_ema099,96,0.2420326918363571,0.3143396377563476,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,-0.01316738934435957,-0.3010388861536484,0.6525716430178186,False
ETTh2,lbf_r256_ema099,192,0.2824939489364624,0.3453832566738128,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-0.11024949348670265,-0.18852610576921558,1.8982860117224387,False
ETTh2,lbf_r256_ema099,336,0.3122820556163788,0.3709831237792969,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-0.18114853084025828,0.051742437812651865,3.1996129046999666,False
ETTh2,lbf_r256_ema099,720,0.393091470003128,0.4291172325611114,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-0.2744012023359166,-0.12394057425042515,2.287342512699486,False
ETTh2,lbf_r256_ema099_smooth1e3,96,0.242017924785614,0.3143357336521148,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,-0.019267848830217815,-0.3071217818427785,0.6464305650436319,False
ETTh2,lbf_r256_ema099_smooth1e3,192,0.2824604213237762,0.3453690111637115,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-0.12210484429656665,-0.2003721663696778,1.88619227916762,False
ETTh2,lbf_r256_ema099_smooth1e3,336,0.3122574090957641,0.3709765672683716,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-0.1890266248140371,0.04384596317321687,3.1914679878174868,False
ETTh2,lbf_r256_ema099_smooth1e3,720,0.393087774515152,0.429119199514389,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-0.2753387315864386,-0.12487951799472485,2.2863809002677815,False
ETTh2,lbf_r256_smooth1e3,96,0.2420505583286285,0.3144121766090393,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,-0.005786510511307519,-0.2936792575650604,0.6600016657131613,False
ETTh2,lbf_r256_smooth1e3,192,0.2827746272087097,0.34566730260849,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-0.011001765551510445,-0.0893561513381047,1.999529365678887,False
ETTh2,lbf_r256_smooth1e3,336,0.31282439827919,0.3714272379875183,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-0.007792358972846802,0.22550307322772856,3.3788404711169617,False
ETTh2,lbf_r256_smooth1e3,720,0.3941751420497894,0.4300337731838226,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,0.000521689663579572,0.15139710664484607,2.5693276033640355,False
