variant,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,best_epoch,last_epoch,last_train_loss,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,ema_decay,ema_eval,basis_operator_smoothness_weight,last_train_basis_operator_smoothness_loss,source_path,last_weighted_basis_operator_smoothness_loss,last_weighted_smoothness_to_train_loss
lbf_r256_ema099_smooth1e3,0.3074558824300766,-0.15143451238181505,-0.14713187575849107,2.00261793307413,0,3,10,0.4873546538627253,0.4233075231313705,0.4174202382564544,0.458580944687128,9.860735694704225,0.99,1,0.001,0.0002370891792275,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,2.370891792275e-07,4.864818204737645e-07
lbf_r256_ema099,0.3074750415980816,-0.14474165400180927,-0.1404407820901593,2.0094532680349273,0,3,10,0.4873364940945026,0.423269473016262,0.4175242930650711,0.4586698934435844,9.854660210657663,0.99,1,0.0,0.0,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0,0.0
der_ema099,0.3078829199075699,-0.007109687995196512,-0.0029923067470905007,2.149036641967589,0,1,10,0.4867021205414713,0.4001216851174831,0.4001216851174831,0.453880526125431,13.43562296359002,0.99,1,0.0,0.0,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_der_ema099_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0,0.0
lbf_r256_smooth1e3,0.30795618146657944,-0.0060147363430212986,-0.0015338072576476236,2.1519247764682614,0,3,10,0.4873546538627253,0.4233075231313705,0.4174202382564544,0.458580944687128,9.860735694704225,0.0,0,0.001,0.0002370891792275,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_smooth1e3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,2.370891792275e-07,4.864818204737645e-07
lbf_r256_base,0.3079730421304703,0.0,0.004478957163991937,2.1580670789160985,0,3,10,0.4873364940945026,0.423269473016262,0.4175242930650711,0.4586698934435844,9.854660210657663,0.0,0,0.0,0.0,analysis/phase5_timealign_hss_a6s_stability_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_base_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0,0.0
