arm,dataset,seed,oracle_headroom_percent,best_fixed_over_fused_percent,worst_fixed_over_fused_percent,arm_loss_cv_percent,min_pairwise_probe_nrmse,mean_pairwise_probe_nrmse,policy_entropy,usage_min,usage_max
pcsd_direct,ETTh1,2021,-21.609203197243822,-33.1112710112093,-336.48014281024564,41.51907673105843,0.23968343663915115,1.2598025412415321,0.7005218545136002,0.08145556279384902,0.6466431492667343
pcsd_direct,ETTh2,2021,9.343297059937983,-4.0665671794218206,-45.10132508479872,13.240777697005656,0.03738960018982189,0.17554530740365246,0.8344397680327098,0.11316677449374392,0.5010127487270466
pcsd_direct,ETTm1,2021,8.035880726625255,-18.94486861073763,-322.7704439544793,42.093841036996544,0.1418640207864029,0.7970211995807539,0.5887502510992049,0.03343216039890858,0.7243241954553019
pcsd_direct,ETTm2,2021,7.873475680334218,-15.995740523242263,-425.0939024712715,47.97740443501566,0.10936912855752881,0.6537476328052599,0.5279446873853839,0.04549209296550707,0.7674259195837134
pcsd_direct,Weather,2021,18.38310296235378,-18.140319732650777,-219.20539200595704,35.71205784145929,0.22780029016228207,1.641346569581216,0.7029454649670012,0.04900119518749396,0.6093423250942953
pcsd_equal,ETTh1,2021,9.022000330599456,-2.8538641036075285,-8.850635952206165,2.264977581922061,0.048088388781213215,0.2579816010306341,0.979473494788226,0.1682336227845817,0.29347176173234096
pcsd_equal,ETTh2,2021,6.523102887997256,0.7336108382245077,-3.180492470977625,1.5570033135540606,0.011352072970081199,0.054514903695334536,0.9644489262905979,0.13841040230593743,0.26790853172143314
pcsd_equal,ETTm1,2021,6.440755052342329,0.30449064520350344,-2.6689629453434227,1.2256578034106291,0.020866091098291187,0.08850935674707541,0.8952556339975125,0.09871689427036014,0.35246327960869106
pcsd_equal,ETTm2,2021,7.333634312675463,-0.023013300099861134,-3.1343354439731685,1.2306582165178428,0.011439857183789509,0.05202964200813544,0.7102112361332521,0.08460360823079865,0.5801411871821536
pcsd_equal,Weather,2021,8.616499930750088,1.5485774178594203,-0.7025871715256038,0.8947476402578173,0.024872740721828712,0.11275005149810995,0.6351720032725968,0.04432538016580638,0.36250332961849785
pcsd_measure,ETTh1,2021,-13.074086811560504,-21.185252257888077,-330.91911484852136,43.437270134876,0.2194322243069042,1.1147433742916528,0.645645143175046,0.07381471818459039,0.6923324825765357
pcsd_measure,ETTh2,2021,8.71657373609247,-2.599901464824206,-60.435694962763485,17.394729464989762,0.038654640558750224,0.17128987554892625,0.7535469676427831,0.0938092321437277,0.5924563546554008
pcsd_measure,ETTm1,2021,9.93009910741528,-12.217344012248255,-335.5794594169871,44.49792519639507,0.14117818938752688,0.7906467699842484,0.5692280672957213,0.026165652678256743,0.7349771842098765
pcsd_measure,ETTm2,2021,13.433768590709782,-9.827865281945858,-418.75813189218115,48.842630148983396,0.0853890121278711,0.5367884045872289,0.4246297808141213,0.03679149602880151,0.8268541903237789
pcsd_measure,Weather,2021,21.038534271227515,-28.528314020705594,-182.3932624289577,29.775972283437174,0.20985117285056998,1.0831281448943335,0.6530716813258038,0.03466089212216974,0.6482896437129994
pcsd_pcc,ETTh1,2021,10.794818897811009,-2.2178231297396156,-10.15592766822737,3.0531518575308745,0.0490366689849689,0.2700958596554736,0.9840347157289933,0.15429964422927941,0.25210592539138404
pcsd_pcc,ETTh2,2021,15.131598902928435,2.3464813384550864,-6.094993736169374,3.0960137651088857,0.013575449370698862,0.07260918517357022,0.9742163711872798,0.15051855395387417,0.28454523889020744
pcsd_pcc,ETTm1,2021,17.00564637367954,0.6812557329646696,-6.864793025491367,2.8318573127877675,0.029875272270216142,0.14699756425505067,0.9844498535947837,0.17057295310762435,0.24139504224738567
pcsd_pcc,ETTm2,2021,11.513404627035584,-0.6479251844494938,-4.090418359480785,1.3647713696946686,0.012822093443728129,0.06076523637656854,0.9175635225557915,0.12419998767888989,0.3580019814882138
pcsd_pcc,Weather,2021,26.414010735835546,-4.370695599050589,-8.81242012239294,1.4534822060020218,0.04328714417735608,0.3235338822487131,0.9670151318286901,0.17509354790961695,0.24332669421951145
pcsd_prior,ETTh1,2021,9.076612062546186,-2.7101560282491333,-8.636536857340626,2.1930090843543595,0.04809659022248601,0.2580230595667089,0.9890414466956403,0.16778367580336795,0.2619802473419421
pcsd_prior,ETTh2,2021,6.193729339505538,0.3593208429324979,-3.2615176295963444,1.4488340129688597,0.011338535617552123,0.05474975178728379,0.9883165131378979,0.1673224445025098,0.265591381595707
pcsd_prior,ETTm1,2021,6.233860774687761,-0.12740024114321624,-2.5304545182175397,1.026885732287614,0.021013205975820445,0.09021686506785032,0.9928953567290671,0.17546971879134016,0.24549006594047176
pcsd_prior,ETTm2,2021,6.503754424534791,-0.2610318664937772,-2.720670569811201,0.9991599273823185,0.011143139044533361,0.050456093283967066,0.9774192331115515,0.16135687432275458,0.2732479293533236
pcsd_prior,Weather,2021,7.391121544858425,0.9666012050443706,-1.6664040271653136,1.0440138795749947,0.02365819853956057,0.10671862220430073,0.9934548446001131,0.1808545269209347,0.23013300305691156
siff_constant_pcc,ETTh1,2021,9.153605912608775,-1.2758226517695759,-15.614198536158996,5.611277065758205,0.05629570149477199,0.287073453077585,0.9488271496884303,0.12058343111049233,0.31285698401168555
siff_constant_pcc,ETTh2,2021,9.484554261125123,1.3927164156646743,-6.384936926838991,2.970164893818981,0.013136028022567438,0.0663250985770254,0.9712166005313544,0.14340042869520464,0.2950283476285311
siff_constant_pcc,ETTm1,2021,17.933610362334875,0.8138084746511232,-7.789245847073012,2.6562378658671104,0.02717303886976332,0.14105272344566877,0.9828107494842769,0.1648766835330613,0.24988728813418182
siff_constant_pcc,ETTm2,2021,10.580332892337019,-0.4306022178457436,-5.227796497321724,2.003485107146569,0.01450264558320666,0.0632170514837284,0.9356560331469689,0.12522134750243158,0.32981828927914153
siff_constant_pcc,Weather,2021,26.259115364943398,-3.303068195930914,-9.138216368666118,2.088929189380601,0.04332898657337753,0.28916297912970595,0.9654244417262046,0.17642747991459667,0.24270775314762696
siff_equal,ETTh1,2021,4.684418262476142,-0.4446574429702199,-21.98419712585229,7.365770177004946,0.1422163385993946,0.26984220605076104,0.9578791040251304,0.12421039336146061,0.3226149573253787
siff_equal,ETTh2,2021,5.40859969104125,-0.4006790471346333,-9.052008645117127,3.0764241928890743,0.03698779364608548,0.07945092821873351,0.9687210450363063,0.14473661848979832,0.30233219568218994
siff_equal,ETTm1,2021,6.836972777305583,-0.6950367447067674,-6.064301759893764,2.021181251007614,0.06649036549621384,0.11930586758828228,0.7753208637696465,0.016430070954956213,0.372858289196059
siff_equal,ETTm2,2021,8.054405570560263,0.020783620624365007,-10.736317477994417,4.0965004202170965,0.03471727639059973,0.0736783796403383,0.8406176859826257,0.03250113064145388,0.3869325075943663
siff_equal,Weather,2021,6.984054182455257,-0.04817571827362421,-1.9693331921468937,0.6862932386626829,0.06381759486786648,0.12473315730656838,0.518482257390212,0.002574697940187071,0.4236472182841942
siff_independent_pcc,ETTh1,2021,10.369956056746988,-5.145210268811362,-12.227085245884673,2.182606443387953,0.33061791989580036,0.3882578840259521,0.9936342904744471,0.1869676251688676,0.2118608099967783
