arm,dataset,seed,oracle_headroom_percent,best_fixed_over_fused_percent,worst_fixed_over_fused_percent,arm_loss_cv_percent,min_pairwise_probe_nrmse,mean_pairwise_probe_nrmse,policy_entropy,usage_min,usage_max
siff_independent_pcc,ETTh2,2021,23.309927459431524,0.13449668713457763,-23.152470941120782,7.564712373693689,0.08229474288294589,0.13064261376347486,0.9887080274279756,0.15772016823505786,0.2523022182318416
siff_independent_pcc,ETTm1,2021,22.637766741926356,-0.4516125733653453,-10.278798065067285,3.1794435163884867,0.15789273989213204,0.2027527305168681,0.9847654356499511,0.187990316458874,0.22231326786183406
siff_independent_pcc,ETTm2,2021,33.02007052267256,-4.524167729692086,-20.28349535170728,5.170214334894556,0.07327881126824459,0.16487574811982159,0.974579917303095,0.18566101660701806,0.22213434681988567
siff_independent_pcc,Weather,2021,32.025987685521905,-3.982229116488245,-13.651445833712783,3.150455932234374,0.30713585838089213,0.42342350884755914,0.9589297153122923,0.19325747787261452,0.20800968730955569
siff_pcc,ETTh1,2021,6.605251046678095,-0.5367761027934792,-38.52076842757981,12.491729446152599,0.1768983376223643,0.3503736637134752,0.9625262906963488,0.08034381465671149,0.2630893157207354
siff_pcc,ETTh2,2021,18.55188351545821,-0.3142262368301729,-19.82489581406388,6.660568996753473,0.04565307420179284,0.11353021850161993,0.9867980284932389,0.1307262423455468,0.24769510221532448
siff_pcc,ETTm1,2021,20.037202113248874,-0.51462720899631,-13.136617208921187,4.870867904003465,0.1012585972713239,0.19580834030143837,0.9893033264325014,0.16468475308935515,0.22141855406145292
siff_pcc,ETTm2,2021,15.152961816337706,-0.5459454651661089,-13.357495388847497,4.688286572811837,0.037280036182573605,0.08669884599970609,0.9704189193651095,0.13560983191885898,0.24443282641788655
siff_pcc,Weather,2021,30.503938646383645,-1.1508298038700016,-13.82232586533414,3.9294175223388774,0.20923929173104458,0.3788394581253243,0.964968351196674,0.18875291907364827,0.20799394538397106
siff_permuted_pcc,ETTh1,2021,7.198498523690045,-0.8891029754840352,-19.032050505369448,5.420084580233482,0.1375673553439252,0.34538919972403415,0.9597721210508152,0.09206229051353547,0.27645679118512284
siff_permuted_pcc,ETTh2,2021,18.12840574739142,-2.6609577333461587,-11.3176264639677,3.0881029984462165,0.03137361438751104,0.1001984657594078,0.9801702019393485,0.1386557879568416,0.2666355811570234
siff_permuted_pcc,ETTm1,2021,19.86620768062086,1.2836484282341964,-7.7808957748713325,3.049003928602425,0.06734436000684046,0.1612517143801639,0.9856985275034744,0.1596709651904567,0.23917931437807144
siff_permuted_pcc,ETTm2,2021,13.197381149975529,-0.49503833137671815,-7.782392587064368,2.484608181005693,0.03444943324525034,0.08040930831346106,0.9621128694651561,0.13541530365424312,0.2635521016976573
siff_permuted_pcc,Weather,2021,30.1063850505107,-3.4371944514548947,-14.76173192658623,3.9227906392899796,0.10658084794416754,0.34150508787469036,0.9749252903435658,0.18810958019747018,0.218615551942503
siff_prior,ETTh1,2021,5.2093894176721385,-1.7991972753606866,-30.114614966484755,9.733725488991402,0.1707460056641611,0.3322962644997901,0.9971402459281383,0.1832650492195964,0.2313743378398661
siff_prior,ETTh2,2021,5.7578985869260695,-0.36356619406590074,-8.781257366703787,3.05115827510242,0.036965400066808776,0.0795986613671965,0.9975067518199283,0.17798727213840904,0.21867781713183318
siff_prior,ETTm1,2021,6.121708512673951,-0.6780276357609472,-6.366800541761242,2.078629564136168,0.06592651982766454,0.11849551186869542,0.9953979073093068,0.18132997078800048,0.2393814195949176
siff_prior,ETTm2,2021,8.073582246535294,-0.07031610895738005,-11.436200587153046,4.323115884341152,0.03461475031435781,0.07371751942175198,0.9852161360892253,0.17594408462518324,0.24388168903674565
siff_prior,Weather,2021,10.811511296013954,1.5191011033716117,-6.45591606346041,2.9608225966350936,0.08331746221541846,0.17112977633815293,0.9666071277874594,0.17129837802898565,0.289560976356396
siff_q1_wide_pcc,ETTh1,2021,13.1578239280421,5.513338492894427,-12.581500237175526,6.3152197810497395,0.0447720287364157,0.2286393331853386,0.9619170069445728,0.13373934855576158,0.29296413545394623
siff_q1_wide_pcc,ETTh2,2021,9.543942921052828,1.7990677764345597,-5.94884059233356,2.7822847378041455,0.014056635262071527,0.06621478124234041,0.9815489562034043,0.15691580179509373,0.2712591660941708
siff_q1_wide_pcc,ETTm1,2021,20.369971358093984,1.6685141377175916,-7.416853622142727,3.1377012242378024,0.028510752281633914,0.1575082042886153,0.9855538101817989,0.1709947650887909,0.24023267611914653
siff_q1_wide_pcc,ETTm2,2021,6.607221052366419,-0.7845781799847851,-3.7726721243416472,1.234162077508359,0.012079821361918883,0.05509965552068783,0.8576999946828472,0.08603929776204229,0.4229118170206505
siff_q1_wide_pcc,Weather,2021,25.06416907112453,-4.618076496158929,-8.208721541785291,1.3130443047338098,0.04762610874510983,0.299539271201151,0.9888095914876418,0.18365943659828213,0.21767006627714472
