dataset,horizon,n_full,n_aligned_with_h720,n_short_only_extra,full_mse,aligned_mse,short_only_extra_mse,h720_prefix_mse,full_vs_aligned_mse_pct,extra_vs_aligned_mse_pct,pred_prefix_mismatch_mse,true_prefix_alignment_mse,residual_prefix_mismatch_mse,residual_prefix_cosine,full_is_specialist_gap,h720_prefix_is_specialist_gap,gap_type,full_vs_fixed_relative_mse_pct,h720_prefix_vs_fixed_relative_mse_pct
ETTh2,96,2785,2161,624,0.3047959268238685,0.24975197521179723,0.49542089386503235,0.24975197546602718,22.03944596049434,98.36515544868081,1.5202055258024456e-14,0.0,1.5202055258024456e-14,0.9999999999999398,False,False,no_mse_gap,-0.8627450828338268,-1.8030608983147123
ETTh2,192,2689,2161,528,0.36904332494990133,0.2939355667038069,0.676444585498784,0.2939355668569238,25.55245664495549,130.13362863311602,1.3472688315487399e-14,0.0,1.3472688315487399e-14,0.9999999999999575,False,False,no_mse_gap,-2.1987404109377495,-1.2824386801490117
ETTh2,336,2545,2161,384,0.3829101619411894,0.3263934732813481,0.7009637145295151,0.32639347333066765,17.315508209051856,114.76033435426297,8.962154665482272e-15,0.0,8.962154665482272e-15,0.9999999999999767,False,True,h720_prefix_only_gap,-0.313676363951787,1.24535273014601
ETTm1,96,11425,10801,624,0.29868495726368566,0.28417394492911296,0.549860348651057,0.2841739448488973,5.106383816500992,93.49428702487816,5.382513303646484e-14,0.0,5.382513303646484e-14,0.9999999999998733,True,False,short_extra_window_gap,2.826269514868307,-2.7169834463769194
ETTm1,192,11329,10801,528,0.32966214972645935,0.318111375956115,0.565949853312613,0.3181113757201219,3.6310470619377755,77.90934122100953,5.127471754086037e-14,0.0,5.127471754086037e-14,0.9999999999999092,False,False,no_mse_gap,-2.380515120368043,-2.1893463112081735
ETTm1,336,11185,10801,384,0.3607288571103958,0.3556283249313014,0.50419460728331,0.3556283251139568,1.4342311400757257,41.77571693163302,3.4006467275856874e-14,0.0,3.4006467275856874e-14,0.9999999999999492,False,False,no_mse_gap,-0.22444459483620394,-1.7096815228698214
Weather,96,10444,9820,624,0.1480263604420251,0.14746259157781044,0.15689849224745506,0.1474625915253355,0.3823131400191082,6.398843644807117,1.0032405210856542e-14,0.0,1.0032405210856542e-14,0.9999999999884148,True,False,short_extra_window_gap,0.6386997008156259,-4.042898394118966
Weather,192,10348,9820,528,0.19240910962729693,0.19007495232185276,0.23582089890658073,0.1900749523280253,1.2280194086234708,24.067319773552608,9.144889549243323e-17,0.0,9.144889549243323e-17,0.9999999999999991,False,False,no_mse_gap,-1.4340370951050563,-2.745945510748249
Weather,336,10204,9820,384,0.2447934502866627,0.24279691188451713,0.29585076046653097,0.24279691189121808,0.8223079884538187,21.851121651517612,8.369903288017021e-17,0.0,8.369903288017021e-17,0.9999999999999994,False,False,no_mse_gap,-2.389830790456582,-1.876539293078272
