dataset,horizon,candidate_mse,r3_mse,relative_mse_vs_r3_pct,candidate_wins_mse_vs_r3,candidate_mae,r3_mae,relative_mae_vs_r3_pct,candidate_wins_mae_vs_r3,is_observed_gap
ETTh2,96,0.3010437488555908,0.30479592084884644,-1.2310440319561855,True,0.3523596525192261,0.35886070132255554,-1.811580030739035,True,False
ETTh2,720,0.4102148115634918,0.41047340631484985,-0.06299914863661105,True,0.4386078417301178,0.43929871916770935,-0.15726825675714817,True,False
ETTm1,96,0.29832005500793457,0.2986849546432495,-0.12216873653738691,True,0.3507191836833954,0.35228273272514343,-0.44383357357681286,True,True
ETTm1,720,0.4143204092979431,0.41729286313056946,-0.7123183968033242,True,0.4203105866909027,0.4242476224899292,-0.9280042103523956,True,False
Weather,96,0.14863014221191406,0.14802636206150055,0.40788690744333334,False,0.19622237980365753,0.19702932238578796,-0.4095545639396847,True,True
Weather,720,0.31885892152786255,0.3208470046520233,-0.6196358686025305,True,0.33212152123451233,0.3337559103965759,-0.48969594579511,True,False
