epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_pcc_arm_s0_measure_l1,train_pcc_arm_s1_measure_l1,train_pcc_arm_s2_measure_l1,train_pcc_arm_s3_measure_l1,train_pcc_arm_s4_measure_l1,train_pcc_credit_argmax_accuracy,train_pcc_credit_max,train_pcc_credit_min,train_pcc_credit_normalized_entropy,train_pcc_credit_policy_kl,train_pcc_fused_measure_l1,train_pcc_policy_normalized_entropy,train_pcc_policy_usage_max,train_pcc_route_kl,train_pcc_route_weight,train_pcc_skill_floor,train_pcc_skill_loss,train_pcc_total_loss,train_pcc_weighted_route_loss,train_pcc_weighted_skill_loss
1,1108,0.7753196661007533,0.37772824190261134,0.4345205981916469,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.4992222567916744,0.0001,95.9539999961853,1,5,0.0,1,0,0,0.4318074588848796,0.3874959952672036,0.3894189702958837,0.3895008460978308,0.3897338143754952,0.3429812988542047,0.7349353513885492,0.020120472403491987,0.8493262953814187,0.13852777862618762,0.37772824190261134,0.9949847470552052,0.21827840289968445,0.0,0.0,1.0,0.39759142433262906,0.7753196661007533,0.0,0.39759142433262906
2,1108,0.7085013766151043,0.35109857464417654,0.4084130129390245,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.49668315322810996,9.938441702975689e-05,95.94418334960938,1,5,0.0,2,0,0,0.36841250810812526,0.3547726136359928,0.3547271555995683,0.3544868386286691,0.3546148553383049,0.30953825286687064,0.7473754016716128,0.020125853904734772,0.8439671267563685,0.1514946530549535,0.35109857464417654,0.9842106664976918,0.2580896591639906,0.0,0.0,1.0,0.35740280135228747,0.7085013766151043,0.0,0.35740280135228747
3,1108,0.694942377534584,0.34476625790234505,0.40333434484818353,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.4936626518908371,9.755282581475769e-05,95.80649161338806,1,5,0.0,3,0,0,0.3592672406120851,0.34831723269572756,0.3479959587112661,0.3476788666543117,0.3476212703310195,0.295370107106461,0.7491953936724887,0.02012911942763933,0.8419459954926253,0.17696470491561217,0.34476625790234505,0.9684158068163731,0.3098684560628574,0.0,0.0,1.0,0.35017611952464933,0.694942377534584,0.0,0.35017611952464933
4,1108,0.6867564472265623,0.3407969779809029,0.39999111475496946,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.49182811224859,9.45503262094184e-05,95.5449755191803,1,5,0.0,4,0,0,0.3541014883062039,0.34438951399567325,0.3439819240935873,0.3437196820006043,0.34360471071964566,0.2836359808967862,0.7503169294083591,0.020128393871877814,0.8413935782461821,0.20497949974147422,0.3407969779809029,0.9481274007352251,0.3442497377146022,0.0,0.0,1.0,0.3459594689766853,0.6867564472265623,0.0,0.3459594689766853
5,1108,0.6802898955259082,0.3375719479059915,0.39725470846848365,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.48841341434671204,9.045084971874738e-05,95.75042939186096,1,5,0.0,5,0,0,0.3497077112324832,0.3413263261318207,0.3409564108839965,0.3408364726210329,0.3407627798428604,0.27257352565761506,0.750885847781109,0.020129780160659916,0.8398416898741189,0.22668650853935132,0.3375719479059915,0.9329899100297625,0.3526949525578788,0.0,0.0,1.0,0.34271794675919987,0.6802898955259082,0.0,0.34271794675919987
6,1108,0.6742753003478481,0.3344265825051263,0.3946202958964269,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.4878171256634347,8.535533905932738e-05,95.82869410514832,1,5,0.0,6,0,0,0.34564868766908613,0.3385598436266937,0.338299544628992,0.3383646493891947,0.3383708396650824,0.26181362024659716,0.7512768247174872,0.020129986014889575,0.8378526589930703,0.24629556195346458,0.3344265825051263,0.9177944890428537,0.3465558979862003,0.0,0.0,1.0,0.33984871854205423,0.6742753003478481,0.0,0.33984871854205423
7,1108,0.6681492186625512,0.3310757877056349,0.3916732449662815,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.4873976011202478,7.938926261462366e-05,96.27492237091064,1,5,0.0,7,0,0,0.3415859189382099,0.3358115424210414,0.33575797863708073,0.3360689058630905,0.3361427782083246,0.26573609890221256,0.7515100838905637,0.020130651002743076,0.8366645201771699,0.2661005471722098,0.3310757877056349,0.899194952974681,0.335462344951578,0.0,0.0,1.0,0.3370734305265578,0.6681492186625512,0.0,0.3370734305265578
8,1108,0.6617861897936796,0.3274979180646287,0.3883040338647064,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.48631215607396344,7.269952498697734e-05,96.82017254829407,1,5,0.0,8,0,0,0.3372297217054057,0.3330323901363659,0.33326285362028474,0.3338596318118839,0.3340567321338378,0.3069633462530181,0.7517526753865424,0.02013103603234091,0.8348564735280908,0.2878185360547868,0.3274979180646287,0.8760932697931352,0.3676166509409243,0.0,0.0,1.0,0.33428827237458864,0.6617861897936796,0.0,0.33428827237458864
9,1108,0.6551839451604802,0.32366334143958797,0.38466365686500115,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.48556515554369,6.545084971874738e-05,96.43314838409424,1,5,0.0,9,0,0,0.3324623998214192,0.33024400219805405,0.3308617110609578,0.3318291023803962,0.3322057723192101,0.3263323977051659,0.7518425896925186,0.02013081205430498,0.8322066810479664,0.31384937443672967,0.32366334143958797,0.8455472330324056,0.4238433418022166,0.0,0.0,1.0,0.3315206039360714,0.6551839451604802,0.0,0.3315206039360714
10,1108,0.6484094191651912,0.31962072405466535,0.380749739087876,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.48696988490096016,5.782172325201155e-05,97.19660997390747,1,5,0.0,9,1,0,0.3275358898007052,0.327498236610571,0.3285157159508781,0.32989532204634014,0.33049828440811657,0.3443317114768906,0.7518308357964354,0.02013131076745716,0.8295763069864645,0.3414907287604542,0.31962072405466535,0.8102869004656692,0.4780920297983321,0.0,0.0,1.0,0.32878869562157653,0.6484094191651912,0.0,0.32878869562157653
11,1108,0.6417680940042765,0.31557926428016775,0.3768500326880479,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.4895247146392995,5e-05,96.5868067741394,1,5,0.0,9,2,0,0.3225707272975453,0.3249579014707128,0.32636349815001126,0.32810450326449603,0.32894748304079585,0.36079692130484736,0.7518522244498187,0.02013337278456195,0.8270870206696032,0.37082224331177527,0.31557926428016775,0.771797994467756,0.528056727661768,0.0,0.0,1.0,0.32618882921305803,0.6417680940042765,0.0,0.32618882921305803
