dataset,trial_id,profile_id,validation_mean_mse_4h,test_mean_mse_4h,test_mean_mae_4h,trainable_parameters,complete
ETTh1,ETTh1__h5b_budget120_anchor,h5b_budget120_anchor,1.134125037858307,,,2420425,True
ETTh1,ETTh1__h5b_lr3p2e4,h5b_lr3p2e4,1.134120907167357,,,2420425,True
ETTh1,ETTh1__h5b_lr3p3e4,h5b_lr3p3e4,1.1341591111615315,,,2420425,True
ETTh1,ETTh1__h5b_lr3p4e4,h5b_lr3p4e4,1.1343767310862267,,,2420425,True
ETTh1,ETTh1__h5b_lr3p6e4,h5b_lr3p6e4,1.1345617960268144,,,2420425,True
ETTh1,ETTh1__h5b_lr3p7e4,h5b_lr3p7e4,1.1348535173980978,,,2420425,True
ETTh1,ETTh1__h5b_lr3p8e4,h5b_lr3p8e4,1.1356829237159607,,,2420425,True
ETTh1,ETTh1__h5b_lr4e4_budget120,h5b_lr4e4_budget120,1.1371891192238157,,,2420425,True
ETTh1,ETTh1__h5b_lr4p2e4,h5b_lr4p2e4,1.1385165103962498,,,2420425,True
ETTh1,ETTh1__h5b_dropout02,h5b_dropout02,1.133499583478884,,,2420425,True
ETTh1,ETTh1__h5b_dropout05,h5b_dropout05,1.1337054886642681,,,2420425,True
ETTh1,ETTh1__h5b_dropout08,h5b_dropout08,1.1338925760597849,,,2420425,True
ETTh1,ETTh1__h5b_dropout12,h5b_dropout12,1.1354566274794735,,,2420425,True
ETTh1,ETTh1__h5b_dropout15,h5b_dropout15,1.1357619041885574,,,2420425,True
ETTh1,ETTh1__h5b_wd0,h5b_wd0,1.1338770894740249,,,2420425,True
ETTh1,ETTh1__h5b_wd1e4,h5b_wd1e4,1.1343076807550259,,,2420425,True
ETTh1,ETTh1__h5b_wd1e3,h5b_wd1e3,1.134016029521202,,,2420425,True
ETTh1,ETTh1__h5b_wd3e3,h5b_wd3e3,1.1340389302473457,,,2420425,True
ETTh1,ETTh1__h5b_wd3e2,h5b_wd3e2,1.134313606624935,,,2420425,True
ETTh1,ETTh1__h5b_seq576_p18,h5b_seq576_p18,1.1082669332211408,,,1857545,True
ETTh1,ETTh1__h5b_seq640_p20,h5b_seq640_p20,1.1079714536356429,,,2045193,True
ETTh1,ETTh1__h5b_seq640_p32,h5b_seq640_p32,1.1317812059640087,,,3170697,True
ETTh1,ETTh1__h5b_seq672_p21,h5b_seq672_p21,1.1083540090705297,,,2139017,True
ETTh1,ETTh1__h5b_seq672_p28,h5b_seq672_p28,1.1360903728963985,,,2795529,True
ETTh1,ETTh1__h5b_patch18,h5b_patch18,1.1312031014423285,,,1857801,True
ETTh1,ETTh1__h5b_patch30,h5b_patch30,1.1613745745814716,,,2983177,True
ETTh1,ETTh1__h5b_patch36,h5b_patch36,1.154611554026367,,,3545993,True
ETTh1,ETTh1__h5b_seq768_p24,h5b_seq768_p24,1.1371540867583088,,,2420489,True
ETTh1,ETTh1__h5b_seq768_p32,h5b_seq768_p32,1.1297981685751841,,,3170825,True
ETTh1,ETTh1__h5b_seq840_p28,h5b_seq840_p28,1.1591348400871668,,,2795721,True
ETTh1,ETTh1__h5b_seq960_p32,h5b_seq960_p32,1.1297503177682677,,,3171017,True
ETTh1,ETTh1__h5b_rank80,h5b_rank80,1.14302803808158,,,1932645,True
ETTh1,ETTh1__h5b_rank96,h5b_rank96,1.125024324968191,,,2201765,True
ETTh1,ETTh1__h5b_rank128,h5b_rank128,1.1474196311991869,,,2740005,True
ETTh1,ETTh1__h5b_rank160,h5b_rank160,1.1381321089390282,,,3278245,True
ETTh1,ETTh1__h5b_d48_ff48,h5b_d48_ff48,1.162655138038838,,,3552057,True
