scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.27365100383758545,0.3322319984436035,0.5986987948417664,0.09204050898551941,0.3463054895401001
