pool_index,origin,channel,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,gain_h96,gain_h192,gain_h336,gain_h720,min_gain,visibility96,visible_net,tail_visible_net,accuracy_eligible,fit_eligible,audited_eligible
0,10409,0,0.6553692771780276,0.8581860859044854,1.06362536623345,0.19725309366382762,0.6645057211723375,0.8727763162821833,1.0733804019323707,0.23872741340535622,0.7560433288078419,0.89518318438018,1.0578482741082003,0.13729411266683145,0.7870720783717324,0.7683458020800729,0.4688518324019363,0.50841069070768,0.4688518324019363,0.05247682942053237,0.24305555555555552,0.2421875,True,True,False
1,10410,0,0.6638416104012221,0.8558130024741692,1.0463021386143823,0.17968910321771303,0.6724064958357194,0.8733346573623482,1.0629536781706488,0.233134199254833,0.7672703865346089,0.8970603735683143,1.0423850996362676,0.12777969825128538,0.779533902430264,0.7820040535200544,0.5326309700866785,0.5650857073803719,0.5326309700866785,0.06531974179318031,0.2875,0.28125,True,True,False
2,10408,0,0.6409903786494326,0.8611324240508337,1.0788821336047483,0.23052925430716537,0.6486850335425238,0.8734673296743592,1.0883766228751541,0.26091021091913064,0.7409641886271666,0.8927573101555576,1.0712741519262934,0.15550936760601416,0.7169833128632941,0.7753351964925927,0.46718498641469897,0.48220240131783054,0.46718498641469897,0.062378185210105117,0.26111111111111107,0.27604166666666663,True,True,False
3,10703,0,0.6202010233961202,0.8499113656898836,0.6296695508493024,0.23160710077294683,0.5761450593505508,0.8864789461173203,0.5390672040464832,0.2983369639016092,0.5119765920568067,0.9356939733397572,0.4540062945664357,0.362661825679937,0.45984675861425695,0.322735645088816,0.3076245267870358,0.21336042553671652,0.21336042553671652,0.11126529168777612,0.12916666666666665,0.22135416666666669,True,True,True
4,10705,0,0.6240194230202298,0.8507784166120449,0.6350765825568802,0.23081856497670727,0.5806267075075479,0.8870597247128076,0.5445194063655233,0.29818514048583106,0.518071361721486,0.9372492708065475,0.45329703891482637,0.3551831515611916,0.41902239250570006,0.40144375152678324,0.17641438831512157,0.3559345888631724,0.17641438831512157,0.08645413226264081,0.030555555555555558,0.046875,True,True,True
5,10699,0,0.6100013946548742,0.8436496905729921,0.6374481962809835,0.24336053398358085,0.5675967679483871,0.8888640516611328,0.5388844594992611,0.31622273709723686,0.5079644069282863,0.9348089486413235,0.45880942325265317,0.3732664133850924,0.6654940500600599,0.43558347647994333,0.0034634251003907712,0.20497296852804658,0.0034634251003907712,0.1312178521350695,0.015277777777777779,0.05729166666666667,True,True,True
6,10411,0,0.6583116532881459,0.8545628576463548,1.0412193874138251,0.1926794339718785,0.6678986799042126,0.8713939930417687,1.0579463276299765,0.23796436217373948,0.7692735935855927,0.8971156508460792,1.0336503754161017,0.13000448605329137,0.7756971069005257,0.7827059604516305,0.5480720751819725,0.5523822328924539,0.5480720751819725,0.06832660497928633,0.27222222222222225,0.2578125,True,True,False
7,10698,0,0.6131913217718716,0.8372389215144829,0.6489893185421034,0.22877888212770883,0.5728418731136162,0.8849177648317856,0.544213888847956,0.30685248294719925,0.515094224258883,0.9312719849330389,0.46219050008254803,0.3635049466413049,0.5930437297508602,0.20400289017363749,-0.12181153480030327,0.21717092957092943,-0.12181153480030327,0.08957553063574578,0.02083333333333333,0.057291666666666664,False,True,False
8,10706,0,0.6269697075294713,0.8454684571474274,0.6424600710017045,0.21595091955416423,0.5847489082056214,0.8841083667980415,0.5465724130339001,0.2880419690829964,0.5226737127850606,0.9362599187216751,0.4545070636806101,0.3490316737481568,0.31650481323600277,0.3901386664328883,0.16167626677364322,0.37116117465353526,0.16167626677364322,0.07292047384720192,0.0736111111111111,0.08854166666666669,True,True,False
9,10704,0,0.623672629775682,0.8469484253254403,0.640528592258535,0.2259200254563374,0.5806142447021575,0.8855424467196793,0.5476777258927745,0.29902944781522195,0.5191838578316806,0.9346097260353156,0.46009481165330224,0.3593703913751903,0.4293878321049599,0.3312466604319718,0.3134103047395176,0.28798081617523674,0.28798081617523674,0.07333762251571548,0.037500000000000006,0.09895833333333334,True,True,False
