pool_index,origin,channel,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,gain_h96,gain_h192,gain_h336,gain_h720,min_gain,visibility96,visible_net,tail_visible_net,accuracy_eligible,fit_eligible,audited_eligible
166,2418,0,0.9003295075624318,0.9533908448730879,0.9257131062635313,0.08864839711381592,0.8780859506871331,0.9859492829026266,0.9796368094663666,0.30654557646162084,0.8874904902782317,0.9846558122334206,0.9461761977136652,0.28385893953376995,0.37914921016423697,0.49184636045702546,0.5119786805856525,0.6339638793661286,0.37914921016423697,0.0761446050518343,0.21111111111111114,0.2994791666666667,True,True,True
234,2419,0,0.8997767015475009,0.9533471956689946,0.9241769219016992,0.0907924505164233,0.8767400722460269,0.9855912436679607,0.9784690024892173,0.3075699937079725,0.8870355967546506,0.9848275936951828,0.9418338194013425,0.28460732232457214,0.3180009003384844,0.5487642853882735,0.5777882294466096,0.6401409018235984,0.3180009003384844,0.07724038155592725,0.21111111111111114,0.3020833333333333,True,True,True
139,2385,0,0.9002158080922242,0.9527992495167275,0.878283943013818,0.045365966144151865,0.8862518501724239,0.9874814241091598,0.932272842378064,0.2929500388999303,0.8982930772762047,0.9868387263096117,0.9466763727601879,0.2719275267889257,0.12040200876893303,0.1456026508173196,0.11466383453140216,0.5892786173504735,0.11466383453140216,0.08661276207462035,0.21111111111111108,0.4296875,True,True,True
246,2333,0,0.9053770693762367,0.9557185149166956,0.8709311792281931,0.02884299022609987,0.8949239726095449,0.9829873363254917,0.8956812396916561,0.2524238028738664,0.9223183431763327,0.9910275302141324,0.903382190176854,0.22833203199669377,0.08155002268148892,0.5609421603179701,0.5141018345434423,0.6483764966723353,0.08155002268148892,0.10646822881711933,0.2097222222222222,0.1875,True,True,True
251,2279,0,0.9018561898213165,0.9570114931714069,0.854684126527122,0.05953081787187961,0.9024309141495106,0.9584395657232162,0.9077484208009735,0.11664430899391846,0.932104246528102,0.9911931237408472,0.8728848267129015,0.19069008594413958,0.0699770823697291,0.6030552650440936,0.27683560002485763,0.513908039540278,0.0699770823697291,0.08239602755715664,0.2097222222222222,0.20833333333333331,True,True,True
108,2273,0,0.9051469851017726,0.9589980510797125,0.8516494920837185,0.054832141617831356,0.9018188351268253,0.9574166883777456,0.8981548315312091,0.1063762773389074,0.934754327518057,0.9928259173033965,0.879779378454995,0.19537004531317265,0.4554895946160331,0.6353573094787897,0.503768886466093,0.6012420299512649,0.4554895946160331,0.08737565986488224,0.20694444444444443,0.22135416666666666,True,True,True
147,2275,0,0.9036919116625268,0.9583159452870054,0.8530401015217117,0.05995444977901913,0.902584137067687,0.9574245980601861,0.9014304842537465,0.10460584650034908,0.9344064060138173,0.9917353697322899,0.8787769153708404,0.19071713387238326,0.3790240038356212,0.6541629621826235,0.4240230292040714,0.6411328646781967,0.3790240038356212,0.08316255193517179,0.20555555555555555,0.2109375,True,True,True
175,2282,0,0.9035751008071782,0.9571135125789977,0.8613010798236977,0.05754261797694179,0.9058879640274058,0.9603905218984887,0.9207239918986586,0.12201867448394288,0.9352893136444314,0.9915103793187698,0.8800349305806822,0.18808706223730834,0.25256454989510535,0.6368460456464944,0.16476181841270943,0.5697318886789848,0.16476181841270943,0.08135799128181069,0.20555555555555555,0.2994791666666667,True,True,True
221,2284,0,0.9040231613165174,0.9577094437508855,0.8600398596214355,0.06037275601703621,0.910269862154009,0.9621361360872903,0.9280648356751833,0.1194789885260189,0.9389445802459743,0.9915790102454992,0.891008890632395,0.18485130336158215,0.06071074986958269,0.5821914666846566,0.20043447576804052,0.582407810277606,0.06071074986958269,0.08179705814623422,0.20277777777777775,0.3203125,True,True,True
218,2331,0,0.9072026478320842,0.9567872163146226,0.8690100157092785,0.023114768545002454,0.9006331809113799,0.9829171067711653,0.8930643267286026,0.239623320631863,0.925731001201554,0.9913196330413045,0.9018723292368082,0.2213205672631875,0.20725677485308458,0.5940832570688805,0.5017131998530193,0.6311080713130197,0.20725677485308458,0.10041877788711552,0.2013888888888889,0.17708333333333331,True,True,True
51,2292,0,0.9084843478261607,0.9577182802807049,0.8725497426519832,0.038552260061577893,0.9100962249112563,0.9651764213403189,0.9412403547357918,0.1445557474317521,0.9436853818438804,0.9923183333815467,0.9036231904828846,0.18205346617803428,0.21326224715514386,0.485511664413975,0.32010030740102324,0.4523394356588091,0.21326224715514386,0.08607515403595273,0.20138888888888887,0.5234375,True,True,True
140,2329,0,0.9073427962590899,0.9560616867094709,0.8766258002662057,0.020027293367841384,0.9005179444570122,0.982303718168285,0.8985762743149018,0.23956703741542504,0.9258342914855627,0.9912280045716612,0.9126165146338727,0.2247640968022143,0.35574273252075306,0.6303468854478221,0.4858269977905273,0.5841196184990085,0.35574273252075306,0.08735492413385054,0.19583333333333336,0.23177083333333334,True,True,True
231,2332,0,0.9042408695507347,0.9563115991729016,0.86070450631782,0.03391591009685322,0.8919787052525001,0.9829332859067977,0.8837802854265597,0.253668724494763,0.9193300355618071,0.9913952854941459,0.8914930285630308,0.23141762162437374,0.10833897548657956,0.5706721144634922,0.5042070087305387,0.6284724597627863,0.10833897548657956,0.108460647252849,0.19583333333333336,0.1640625,True,True,True
42,2388,0,0.8994781516182647,0.9520397095525135,0.8922231111815699,0.057649210800307146,0.8800780380276282,0.9868600144014285,0.9406299495625322,0.30278281176736443,0.8891617227755406,0.9852795166461328,0.9465470520367839,0.28304381168324816,0.3576542703378287,0.13551455030697568,0.19791759921707386,0.5478217345269165,0.13551455030697568,0.08562011236439912,0.19305555555555554,0.484375,True,True,True
89,6654,0,0.6064710113442139,0.8512400779380634,0.6074882508085623,0.24232974583161698,0.5579740353518037,0.9126140340847048,0.5147542462629907,0.34146438919895505,0.5689474547816809,0.9002309131177687,0.5044594692501697,0.29126140556229935,0.49031218780534047,0.34241760306730806,0.383112226954193,0.27013363627898024,0.27013363627898024,0.1030855514784851,0.1916666666666667,0.21875,True,True,True
113,2274,0,0.9047959708171197,0.9587299981233043,0.850595988659403,0.05171338783770044,0.9006733863095593,0.9575815451935915,0.8989991198555853,0.11338928003697889,0.9314213593224007,0.9920622368486254,0.8786446486119662,0.19975628434989298,0.40519304427384284,0.6583159748776828,0.4681246721301692,0.6313005208774904,0.40519304427384284,0.08369043547907934,0.19166666666666668,0.19270833333333331,True,True,True
123,2271,0,0.9053290033334527,0.9597577978455575,0.8481179294016551,0.057814937219803214,0.9031281718070076,0.9577716891953072,0.8907652247933061,0.09853207876305475,0.934270453123966,0.9924017041372922,0.8755528148656938,0.19219007863734508,0.37916350456258086,0.6542521095886259,0.5177124987249627,0.5616327465869381,0.37916350456258086,0.08608443744932144,0.19166666666666665,0.22395833333333334,True,True,True
104,2324,0,0.912033118312549,0.957421507757579,0.8897580305173661,0.0066692617289978925,0.9134683421517035,0.9800002024098132,0.9127996977084109,0.2059518068370554,0.942881853908525,0.991341091539113,0.9260758026918954,0.18872134997695336,0.3479405197787748,0.648423533633206,0.5271474395019837,0.5364919319436816,0.3479405197787748,0.08170962699002689,0.18611111111111112,0.328125,True,True,True
182,2330,0,0.9051737955076953,0.9561286363841457,0.8670174305684033,0.032670580101596465,0.8940357080482553,0.9822170378726098,0.8903155471331159,0.24953700615108426,0.9181417531767059,0.99081297068437,0.9006967761876227,0.23547327064680745,0.3463017886054025,0.6129432125012659,0.45276103980669946,0.6041555681261002,0.3463017886054025,0.09163620929640744,0.17638888888888887,0.1953125,True,True,True
121,6645,0,0.6095654048553849,0.8518532253311074,0.6139067711094005,0.24386471162294546,0.5621875445123523,0.9116025986275081,0.5221641573955829,0.3423002392679877,0.572745344949582,0.8996659356607484,0.5102777609131048,0.29159955453574793,0.07809295020957097,0.25248685627119005,0.2799695747117956,0.13758482036062059,0.07809295020957097,0.08016087614942846,0.175,0.20833333333333331,True,True,True
242,2283,0,0.9029645351189135,0.9573427371712045,0.8553163513906359,0.05595710768164212,0.9062337565605059,0.9612212283038056,0.9187271614900229,0.1261219547382474,0.9348525215968381,0.9915699237122596,0.8821029667239373,0.19072330046854588,0.16490157032064823,0.5838725378370418,0.18995696823148,0.5608973941049944,0.16490157032064823,0.08541124226652681,0.17361111111111108,0.296875,True,True,True
98,2386,0,0.8998852903207966,0.9523708408173701,0.8821505751547183,0.04684060640783223,0.885440782938577,0.9870160057618762,0.9333712221654733,0.29305639369316905,0.8978420944402221,0.9859101393752178,0.9432295801815689,0.2689889929895951,0.23109506903278265,0.07640057074367468,0.13417957666696423,0.5468271088018377,0.07640057074367468,0.08637184358859222,0.1708333333333333,0.4010416666666667,True,True,True
185,2371,0,0.8988879313129615,0.952158654218651,0.8681116693883102,0.02557881606797773,0.8928169481294571,0.9880963656855078,0.9123768857728756,0.278897902669081,0.9084689553932994,0.9888367679603557,0.9279480882073136,0.25616745881339675,0.36191849019287625,0.31871007523245243,0.3679117686165052,0.6319721779410001,0.31871007523245243,0.08549928089859514,0.1638888888888889,0.24479166666666669,True,True,True
127,6650,0,0.5980741556830065,0.8493089139267442,0.6050177263999106,0.25213744523404,0.5485763358462453,0.907972210030576,0.5141597642408433,0.3474895047086632,0.5595753269968864,0.8917688448922556,0.505445444833786,0.2939907758601365,0.4606549230512761,0.42641343533408393,0.18596690033956553,0.2169749059613323,0.18596690033956553,0.07650466859761423,0.15555555555555556,0.17447916666666669,True,True,True
3,10703,0,0.6202010233961202,0.8499113656898836,0.6296695508493024,0.23160710077294683,0.5761450593505508,0.8864789461173203,0.5390672040464832,0.2983369639016092,0.5119765920568067,0.9356939733397572,0.4540062945664357,0.362661825679937,0.45984675861425695,0.322735645088816,0.3076245267870358,0.21336042553671652,0.21336042553671652,0.11126529168777612,0.12916666666666665,0.22135416666666669,True,True,True
19,10709,0,0.6392001482319798,0.851497834287422,0.6451312076748495,0.20799333879895543,0.6014509316358475,0.8910900136506438,0.5500143827070183,0.2761483202347337,0.5400549243224859,0.9453499981931962,0.45220315256351,0.3323219574552373,0.2442224407047522,0.2853029402755004,0.048594354747795054,0.3442038416861183,0.048594354747795054,0.08044477997006376,0.1236111111111111,0.16666666666666669,True,True,True
22,10711,0,0.6383772453770988,0.8490771105427983,0.6450218998848999,0.2022774462810162,0.6006407720067564,0.8883056496234577,0.5489538980986273,0.27071487562235325,0.5440132545443805,0.9442839550292053,0.4501723055679375,0.3217337580172194,0.17632734039561293,0.345515425285179,0.08056253048922735,0.32968926511788743,0.08056253048922735,0.08358457098024999,0.10694444444444445,0.171875,True,True,True
26,10702,0,0.6205116620382988,0.8370541275565505,0.6495994711423766,0.21215254466963943,0.5800060790676947,0.8826200690551582,0.5492995598449781,0.2964954390392945,0.5188467291774082,0.9324298150837463,0.46384894573365004,0.36195386413023634,0.3279820609656856,0.1794566336816772,0.11449221211208982,0.27415996061627557,0.11449221211208982,0.08237412959284239,0.09583333333333334,0.234375,True,True,True
46,10693,0,0.6168963548705197,0.8258638220878687,0.6791081578812831,0.20884796572230985,0.5860675492751153,0.8874255602913592,0.5593379742924358,0.3062925263481244,0.5214228448472906,0.9346622240136003,0.47473846348194704,0.375021016276663,0.4030623217278435,0.023825081698348405,0.20858657086879628,0.31422223615542344,0.023825081698348405,0.14314966093434114,0.07777777777777778,0.09635416666666667,True,True,True
13,10701,0,0.6118706773799363,0.8450293259910079,0.6301208483534162,0.23668170745618203,0.5681342820526913,0.8879980767817216,0.5350551465306225,0.3095764692303226,0.5067906221375522,0.9359675488262295,0.45236182860435387,0.36792681023120544,0.4898352376258196,0.3037539056574109,0.07102165511579317,0.25386204398959333,0.07102165511579317,0.09059252615447042,0.06944444444444445,0.171875,True,True,True
14,10697,0,0.6050086378839714,0.8379962028854029,0.6454244819209475,0.24524504164441266,0.5649773743055333,0.8851471314249825,0.5420696266317073,0.3174994419981906,0.5049072895989105,0.9298878729477728,0.460506351774225,0.37345033704259695,0.6201954306985369,0.37254728625294176,0.004970328490087161,0.2154519411005862,0.004970328490087161,0.09293140712606345,0.048611111111111105,0.08072916666666667,True,True,True
15,10695,0,0.5974807844252115,0.8347424809004718,0.6453562144027681,0.25188701248123857,0.5575668977145738,0.8852101909680825,0.5388566056299934,0.32568294152845356,0.4968574504543757,0.9306499579996734,0.45838252982822375,0.3823811843680893,0.6956103308614283,0.4004065863021612,0.16160771314973033,0.15492059939665692,0.15492059939665692,0.12158046901233548,0.034722222222222224,0.049479166666666664,True,True,True
4,10705,0,0.6240194230202298,0.8507784166120449,0.6350765825568802,0.23081856497670727,0.5806267075075479,0.8870597247128076,0.5445194063655233,0.29818514048583106,0.518071361721486,0.9372492708065475,0.45329703891482637,0.3551831515611916,0.41902239250570006,0.40144375152678324,0.17641438831512157,0.3559345888631724,0.17641438831512157,0.08645413226264081,0.030555555555555558,0.046875,True,True,True
5,10699,0,0.6100013946548742,0.8436496905729921,0.6374481962809835,0.24336053398358085,0.5675967679483871,0.8888640516611328,0.5388844594992611,0.31622273709723686,0.5079644069282863,0.9348089486413235,0.45880942325265317,0.3732664133850924,0.6654940500600599,0.43558347647994333,0.0034634251003907712,0.20497296852804658,0.0034634251003907712,0.1312178521350695,0.015277777777777779,0.05729166666666667,True,True,True
11,10696,0,0.6094034298838392,0.8411379104248154,0.6466315209594918,0.24551337830584627,0.5705396870792254,0.8891465893165085,0.5414439643838466,0.3148727597441404,0.5116674611281524,0.9324125540175874,0.46217105459073804,0.369592535068332,0.6080348005890303,0.3586170423098626,0.21562292069554867,0.1720485373656071,0.1720485373656071,0.10837484268915389,0.006944444444444434,0.036458333333333336,True,True,True
23,10700,0,0.6066338488666133,0.8434822445916699,0.6309554511965956,0.24425562463123646,0.5631571180534014,0.8858293525185448,0.5353830750391279,0.31420364468102924,0.501291883694793,0.9348600068042104,0.45250283014811477,0.3741696176275348,0.5733797074443288,0.3638707792503758,0.1942795351413853,0.08284456483491731,0.08284456483491731,0.14380467066071423,0.0013888888888888978,0.028645833333333343,True,True,True
