dataset,qdf_l336_mean_mse,qdf_l336_mean_mae,iscf_mean_mse,iscf_mean_mae,timealign_mean_mse,timealign_mean_mae,qdf_l96_mean_mse,qdf_l96_mean_mae,qdf_vs_iscf_mse_pct,qdf_vs_iscf_mae_pct,qdf_vs_timealign_mse_pct,qdf_vs_timealign_mae_pct,qdf_l336_vs_l96_mse_pct,qdf_l336_vs_l96_mae_pct,qdf_beats_iscf_cells,qdf_beats_timealign_cells
ETTh1,0.4388669282197952,0.44216542690992355,0.39351969573243994,0.4210337413110126,0.4179901400828616,0.42939616111975665,0.431,0.43150000000000005,11.523497547677408,5.019000504119031,4.994564736095208,2.9737726943966925,1.8252733688620015,2.47170959673777,0,2
ETTh2,0.35252801328897476,0.3935731500387192,0.307331952101977,0.36511569091552243,0.34666480478832484,0.38651686651680234,0.3685,0.39675,14.70594283408615,7.794093716388928,1.6913192281604816,1.825608177336835,-4.334324751974283,-0.8007183267248474,0,2
ETTm1,0.35279493778944016,0.37971217930316925,0.33069893352601915,0.3638789644283464,0.3397042190729981,0.3669593134861706,0.37075,0.38925,6.681607354407304,4.351231157232971,3.853563771496482,3.47528059605422,-4.842902821459171,-2.450307179661071,0,0
ETTm2,0.2569936513900757,0.3149268627166748,0.24873275082480867,0.30569279133343635,0.24288898940116818,0.3025232161875696,0.27025,0.31675,3.321195354400852,3.020703021147253,5.8070405017872195,4.1000643472647536,-4.905216876937768,-0.5755760957616984,1,0
Weather,0.23661354556679726,0.2714819610118866,0.2148870747075069,0.24582054985665638,0.21580037181944742,0.24472528145563538,0.2425,0.26775,10.110645737470847,10.439082969342461,9.64464220884822,10.933353267427638,-2.427403889980506,1.3938229736271124,0,0
ECL,0.16665516793727875,0.25994789227843285,0.1516248331337199,0.24563531864087007,0.15470427214560684,0.24385345674467288,0.16475,0.2565,9.912845074858812,5.826757209328037,7.724994032759347,6.600044038174802,1.1563993549491558,1.344207515958229,0,0
Solar,0.20812367647886276,0.25817425176501274,0.19048453204853955,0.210791918450881,0.19596958329472858,0.21664659654812163,0.28109944239258766,0.29150257632136345,9.260145294017041,22.47824948050503,6.202030427270455,19.168385692902845,-25.960836240936345,-11.4332864487648,0,0
Exchange,0.39998901821672916,0.42761170119047165,0.39883606636750457,0.42508120289714263,0.5125577760593654,0.4596924925620283,,,0.2890791346242594,0.5952976222148632,-21.962159799444404,-6.978750336504103,,,4,4
