width,regions,true_over_base_expected_gain_percent,true_over_shuffled_expected_gain_percent,true_over_shuffled_mixture_gain_percent,positive_datasets,mean_best_arm_accuracy,per_width_gate_pass
1,720,-0.24662829914290252,-0.29089140863800544,0.9603762652777159,1,0.4555577256944444,False
48,15,1.407634475657481,1.2904690776114858,0.8882091270701586,5,0.4510416666666667,True
144,5,1.686035012148318,1.8656789223175452,1.1082010610143622,5,0.51328125,True
360,2,1.2652415835012443,1.5793493512072654,1.200536352474385,5,0.59765625,True
720,1,1.021116541217023,1.4826842434558607,0.9796398202433654,5,0.60390625,True
