epoch,train_loss,train_prediction_loss,train_future_local_alignment_loss,train_future_relation_alignment_loss,train_future_reconstruction_loss,train_future_raw_reconstruction_loss,train_future_normalized_reconstruction_loss,train_future_alignment_confidence_mean,train_error_energy_loss,train_error_smoothness_loss,val_mean_mse,epoch_elapsed_sec,elapsed_sec,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.4702954843470996,0.47029547667074384,0.0,0.0,0.0,0.0,0.0,0.0,2.446365049619219e-05,9.108183849989032e-05,0.6219075247645378,135.0822077599587,135.08221085299738,273,257,272,254,0.38541677594184875,0.41463255882263184,0.510134220123291,0.47797614336013794,0.6510615944862366,0.5391702055931091,0.9410175085067749,0.6417961120605469
2,0.37633710439232265,0.37633704967006587,0.0,0.0,0.0,0.0,0.0,0.0,0.00011654010853073322,0.0004769771983801823,0.6610211282968521,125.95039997098502,261.0391928689787,265,233,261,297,0.4212726950645447,0.4333297312259674,0.5482001900672913,0.49556463956832886,0.6943371891975403,0.559154212474823,0.9802744388580322,0.6592637896537781
3,0.3253026797690175,0.3253025532361459,0.0,0.0,0.0,0.0,0.0,0.0,0.00023168298421158838,0.000970881708230026,0.7091988623142242,117.33596704702359,378.3759122049669,245,286,251,274,0.46112269163131714,0.4534338712692261,0.5945143699645996,0.5165601968765259,0.7481004595756531,0.5809401273727417,1.0330579280853271,0.6796293258666992
4,0.28554317578108923,0.28554298494462715,0.0,0.0,0.0,0.0,0.0,0.0,0.0005715763625520401,0.001348314940432002,0.7211262062191963,117.74819423700683,496.12498890201095,245,296,270,245,0.47230544686317444,0.45792871713638306,0.6087648868560791,0.5222579836845398,0.7606455087661743,0.5839477777481079,1.0427889823913574,0.6800516247749329
5,0.25525623047724366,0.255255886720437,0.0,0.0,0.0,0.0,0.0,0.0,0.0017821007977545378,0.0016517934362292924,0.7457050681114197,117.23794810695108,613.3643918449525,267,257,267,265,0.504707396030426,0.4721439778804779,0.6291569471359253,0.5323132276535034,0.7796631455421448,0.5921159982681274,1.0692927837371826,0.6891488432884216
6,0.23204146397554062,0.23204091096748458,0.0,0.0,0.0,0.0,0.0,0.0,0.003401452128111321,0.002124846484079943,0.7533312290906906,117.2065731449984,730.5717024320038,234,303,268,251,0.508750319480896,0.4739985466003418,0.6427633762359619,0.5369312167167664,0.7915686964988708,0.5946968793869019,1.0702425241470337,0.6891739368438721
7,0.21571589496946245,0.21571509868866115,0.0,0.0,0.0,0.0,0.0,0.0,0.005358297108945077,0.0026069987453052872,0.7649756669998169,116.12052042305004,846.6930073020048,265,256,263,272,0.5115094184875488,0.4762963056564331,0.654385507106781,0.5419362187385559,0.8043834567070007,0.5994096398353577,1.089624285697937,0.6958596706390381
8,0.2020153016218859,0.20201430934001552,0.0,0.0,0.0,0.0,0.0,0.0,0.007193143354291378,0.002728974873290016,0.7584857940673828,116.61459612706676,963.308284676983,263,268,257,268,0.5020842552185059,0.47473573684692383,0.6501852869987488,0.5423018336296082,0.8017897009849548,0.6003549098968506,1.0798839330673218,0.6955138444900513
9,0.19135842335438638,0.19135725025482703,0.0,0.0,0.0,0.0,0.0,0.0,0.009068273970280477,0.002661140866676402,0.764218732714653,111.96052308694925,1075.2701974599622,264,273,257,262,0.5072524547576904,0.4771692752838135,0.6596501469612122,0.5471878051757812,0.8090574741363525,0.605743408203125,1.080914855003357,0.6981692910194397
10,0.18203056142242116,0.18202920629163133,0.0,0.0,0.0,0.0,0.0,0.0,0.010952175205161577,0.0025874103016438753,0.7723574191331863,105.23568376491312,1180.506618313957,267,276,268,245,0.514311671257019,0.4795958399772644,0.6651816368103027,0.5486800074577332,0.8159000277519226,0.6071611642837524,1.094036340713501,0.7002492547035217
11,0.17453240528420516,0.17453083496145677,0.0,0.0,0.0,0.0,0.0,0.0,0.013252455564890459,0.0024479591600979666,0.7626895159482956,108.28371633205097,1288.7911913139978,286,267,254,249,0.5026614665985107,0.47653090953826904,0.6576724052429199,0.5472167730331421,0.8042371869087219,0.6054309010505676,1.0861870050430298,0.6995683312416077
