short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,4.7864754423431605e-14,1.23215514236108e-07,0.0
192,720,4.4603623366393924e-14,1.1888521100900107e-07,0.0
336,720,2.947564542161822e-14,8.921811911477562e-08,0.0
