baseline,dataset,horizon,segment,baseline_mse,candidate_mse,delta_mse,relative_mse_change,candidate_passes_mse
PatchEncoderFixedHead,ETTh2,96,1-96,0.3074484169483185,0.3272140324115753,0.019765615463256836,0.0642892087701964,False
PatchEncoderFixedHead,ETTh2,192,1-96,0.3041790723800659,0.3111036419868469,0.006924569606781006,0.022764779814072444,False
PatchEncoderFixedHead,ETTh2,192,97-192,0.45050108432769775,0.44771072268486023,-0.0027903616428375244,-0.0061939066073541235,True
PatchEncoderFixedHead,ETTh2,336,1-96,0.28333091735839844,0.2762647867202759,-0.007066130638122559,-0.02493949726349236,True
PatchEncoderFixedHead,ETTh2,336,97-192,0.39427974820137024,0.39260122179985046,-0.0016785264015197754,-0.004257196594998592,True
PatchEncoderFixedHead,ETTh2,336,193-336,0.4445280134677887,0.44560539722442627,0.0010773837566375732,0.0024236577313381004,False
PatchEncoderFixedHead,ETTh2,720,1-96,0.2543378472328186,0.25760042667388916,0.0032625794410705566,0.012827738681313995,False
PatchEncoderFixedHead,ETTh2,720,97-192,0.3411703407764435,0.34198299050331116,0.0008126497268676758,0.002381947167559256,False
PatchEncoderFixedHead,ETTh2,720,193-336,0.35521161556243896,0.3573133945465088,0.0021017789840698242,0.005916977069406601,False
PatchEncoderFixedHead,ETTh2,720,337-720,0.48179948329925537,0.4789332151412964,-0.0028662681579589844,-0.005949089314773481,True
PatchEncoderFixedHead,ETTm1,96,1-96,0.29047533869743347,0.2868218719959259,-0.0036534667015075684,-0.012577545198469025,True
PatchEncoderFixedHead,ETTm1,192,1-96,0.2987188696861267,0.287821501493454,-0.01089736819267273,-0.03648034757269581,True
PatchEncoderFixedHead,ETTm1,192,97-192,0.37668347358703613,0.36155661940574646,-0.015126854181289673,-0.04015799800623447,True
PatchEncoderFixedHead,ETTm1,336,1-96,0.29374390840530396,0.2975756824016571,0.0038317739963531494,0.013044607519370643,False
PatchEncoderFixedHead,ETTm1,336,97-192,0.35962292551994324,0.36398425698280334,0.004361331462860107,0.012127512328516013,False
PatchEncoderFixedHead,ETTm1,336,193-336,0.4080162048339844,0.41186854243278503,0.003852337598800659,0.009441628918557578,False
PatchEncoderFixedHead,ETTm1,720,1-96,0.29211053252220154,0.2871623635292053,-0.004948168992996216,-0.016939372059855923,True
PatchEncoderFixedHead,ETTm1,720,97-192,0.3583531081676483,0.35948535799980164,0.0011322498321533203,0.003159592609487344,False
PatchEncoderFixedHead,ETTm1,720,193-336,0.41059064865112305,0.4197574853897095,0.009166836738586426,0.022325975442210922,False
PatchEncoderFixedHead,ETTm1,720,337-720,0.4573901295661926,0.46780890226364136,0.01041877269744873,0.02277874406107171,False
PatchEncoderFixedHead,Weather,96,1-96,0.14708691835403442,0.14767061173915863,0.0005836933851242065,0.003968356884867705,False
PatchEncoderFixedHead,Weather,192,1-96,0.15198560059070587,0.15278290212154388,0.0007973015308380127,0.005245901767925565,False
PatchEncoderFixedHead,Weather,192,97-192,0.23843136429786682,0.2425609678030014,0.0041296035051345825,0.017319883721235448,False
PatchEncoderFixedHead,Weather,336,1-96,0.15354138612747192,0.1547032743692398,0.0011618882417678833,0.007567264247590351,False
PatchEncoderFixedHead,Weather,336,97-192,0.2438506931066513,0.24317562580108643,-0.0006750673055648804,-0.002768363283960939,True
PatchEncoderFixedHead,Weather,336,193-336,0.32024121284484863,0.319417268037796,-0.0008239448070526123,-0.0025728881043546366,True
PatchEncoderFixedHead,Weather,720,1-96,0.15367551147937775,0.15093621611595154,-0.0027392953634262085,-0.017825191125482632,True
PatchEncoderFixedHead,Weather,720,97-192,0.23720782995224,0.23968032002449036,0.002472490072250366,0.010423307159583154,False
PatchEncoderFixedHead,Weather,720,193-336,0.31677156686782837,0.3233604431152344,0.006588876247406006,0.02080008730756819,False
PatchEncoderFixedHead,Weather,720,337-720,0.38935336470603943,0.40179893374443054,0.012445569038391113,0.03196471423275738,False
