horizon,mse,mae
1,0.09328426420688629,0.20427338778972626
2,0.11536260694265366,0.22789521515369415
3,0.12027959525585175,0.23242689669132233
4,0.12529940903186798,0.23608942329883575
5,0.14032942056655884,0.24883894622325897
6,0.141887366771698,0.25062596797943115
7,0.15078192949295044,0.25682827830314636
8,0.16136027872562408,0.2644449472427368
9,0.16383096575737,0.26798197627067566
10,0.1724691241979599,0.27331241965293884
11,0.17175334692001343,0.27360793948173523
12,0.17546376585960388,0.27526596188545227
13,0.18227332830429077,0.28062769770622253
14,0.18913638591766357,0.28269657492637634
15,0.19040824472904205,0.2839246988296509
16,0.19242346286773682,0.2863141596317291
17,0.20052166283130646,0.29057323932647705
18,0.20340554416179657,0.29249370098114014
19,0.20782220363616943,0.2947845160961151
20,0.21483653783798218,0.30047354102134705
21,0.20589587092399597,0.2923595607280731
22,0.21404579281806946,0.29704833030700684
23,0.21704311668872833,0.30018332600593567
24,0.215229794383049,0.29726019501686096
25,0.22228097915649414,0.3039921820163727
26,0.2293238639831543,0.30940791964530945
27,0.2351250797510147,0.3123929798603058
28,0.24181002378463745,0.3195647895336151
29,0.24630199372768402,0.32198405265808105
30,0.24267078936100006,0.3183377981185913
31,0.2519112527370453,0.3244432508945465
32,0.2570854723453522,0.3286762237548828
33,0.2566587030887604,0.32762211561203003
34,0.26355451345443726,0.3328402042388916
35,0.26065245270729065,0.33060869574546814
36,0.26561638712882996,0.3350324034690857
37,0.26727673411369324,0.3368016183376312
38,0.2689431607723236,0.3372371196746826
39,0.27451297640800476,0.34064042568206787
40,0.2744627296924591,0.3402966260910034
41,0.28227511048316956,0.345721036195755
42,0.28649839758872986,0.3490438163280487
43,0.28364333510398865,0.34846192598342896
44,0.2866910398006439,0.3473752439022064
45,0.29144537448883057,0.3508022427558899
46,0.29587841033935547,0.3532736897468567
47,0.29291725158691406,0.3498839735984802
48,0.2962152063846588,0.3522721529006958
49,0.29613378643989563,0.35480996966362
50,0.302474707365036,0.35889121890068054
51,0.30656975507736206,0.36128735542297363
52,0.304966002702713,0.36134594678878784
53,0.31012222170829773,0.3645372986793518
54,0.3137214183807373,0.3647491931915283
