model,strategy,dataset,horizon,mse,mae,baseline_model,baseline_strategy,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,96,0.3120080232620239,0.367702841758728,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.3125349283218384,0.368257611989975,-0.16859077564344016,-0.15064732219630672,True,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,192,0.3631250262260437,0.39880508184432983,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.3629845976829529,0.3989013135433197,0.03868719058253145,-0.024124187041418832,False,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,336,0.3823719918727875,0.4148602783679962,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.3818100392818451,0.4146207571029663,0.1471811982731941,0.05776875878176213,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,720,0.40226176381111145,0.4369834363460541,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.4022766649723053,0.4370744228363037,-0.00370420720149367,-0.02081716190556193,True,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,96,0.15518951416015625,0.20475393533706665,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.15485529601573944,0.20370763540267944,0.2158260989555405,0.5136282360349131,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,192,0.20103032886981964,0.24633537232875824,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.2007528692483902,0.24523650109767914,0.13820954214414094,0.44808632734545384,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,336,0.25722816586494446,0.2870030701160431,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.2566792964935303,0.2858029007911682,0.21383468745326262,0.41992902155734146,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,0.339505136013031,0.3419376611709595,PatchEncoderConditionedFutureUnitScheduling,S1_conditioned_future_unit_scheduling,0.3378731608390808,0.34039199352264404,0.4830141494214235,0.45408460766649394,False,False
