dataset,short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
ETTh2,96,720,1.4335822568108114e-14,6.647076133958763e-08,0.0
ETTh2,192,720,1.3218236286072476e-14,6.336562563546977e-08,0.0
ETTh2,336,720,9.433549082139229e-15,4.9184926353973424e-08,0.0
ETTm1,96,720,4.52310782686656e-14,1.222881138573939e-07,0.0
ETTm1,192,720,4.3306863357992637e-14,1.1977786584793648e-07,0.0
ETTm1,336,720,3.274985466736151e-14,9.864705674544894e-08,0.0
Weather,96,720,1.0644292047713895e-14,5.737773989267225e-08,0.0
Weather,192,720,1.8320462910669053e-15,1.653122438938226e-08,0.0
Weather,336,720,1.5159086076796564e-15,1.4039929219222813e-08,0.0
