target_horizon,segment_start,segment_end,mse,mae,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0,96,0.11028848588466644,0.22685158252716064,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0,96,0.11028848588466644,0.22685158252716064,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,96,192,0.1876777559518814,0.2997639775276184,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0,96,0.11028848588466644,0.22685158252716064,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,96,192,0.1876777559518814,0.2997639775276184,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,192,288,0.24413840472698212,0.33895719051361084,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,288,336,0.2774656414985657,0.35953032970428467,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0,96,0.11028848588466644,0.22685158252716064,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,96,192,0.1876777559518814,0.2997639775276184,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,192,288,0.24413840472698212,0.33895719051361084,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,288,384,0.2855100929737091,0.3642788827419281,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,384,480,0.32617494463920593,0.3854619562625885,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,480,576,0.3581831157207489,0.400827020406723,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,576,672,0.37773680686950684,0.4103931486606598,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,672,720,0.3954187035560608,0.4196464419364929,unified,CPSI_iscf_v1_cpsi_linear,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
