comparison,candidate,reference,dataset,horizon,candidate_mse,reference_mse,mse_gain_percent,candidate_mae,reference_mae,mae_gain_percent
effectiveness_vs_equal,iscf_rscc,iscf_equal,Weather,96,0.393657720182091,0.3963439625998338,0.6777553517208323,0.24948740370261172,0.2508964849015077,0.5616185493587555
effectiveness_vs_equal,iscf_rscc,iscf_equal,Weather,192,0.4470153481233865,0.4484884347766638,0.3284558840432217,0.290487351322857,0.2908098398086925,0.1108932510838101
effectiveness_vs_equal,iscf_rscc,iscf_equal,Weather,336,0.5080646739030877,0.5102254888486295,0.42350195997025164,0.3359174710432334,0.33742304802650497,0.44619861982674314
effectiveness_vs_equal,iscf_rscc,iscf_equal,Weather,720,0.5896572060676084,0.5919227002395524,0.38273480152511974,0.38749446760242184,0.3887668860455354,0.3272959937653974
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm1,96,0.36725909437518567,0.3829467575221012,4.096565080854653,0.3957560535830756,0.40524715759480995,2.342053197378413
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm1,192,0.49297171080252156,0.5068081244438266,2.730108886176441,0.4583450913584481,0.4651590226373325,1.46486060621831
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm1,336,0.6524680338112548,0.6607657060514958,1.2557661761571914,0.5249676449401748,0.5292197929340459,0.8034748606617237
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm1,720,0.9616366208272262,0.951679669889725,-1.0462502512694316,0.6341567517361707,0.6340783126859202,-0.012370561913432887
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh1,96,0.7905601921180884,0.7900539766997099,-0.06407352324115934,0.6077846381813288,0.6074814728150765,-0.049905285974793934
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh1,192,1.0386026346435149,1.0392014648144443,0.057624069172801384,0.6925181935851773,0.6927823517471552,0.03813003626776945
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh1,336,1.254210884727183,1.2555938737378234,0.1101462056774305,0.7671048277545542,0.7677548320165702,0.08466299851330739
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh1,720,1.4085076873501141,1.4094799532658524,0.06898047137778862,0.8266131773591041,0.827192162639565,0.0699940481318495
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh2,96,0.23213662401152155,0.2315120849913607,-0.2697651918188937,0.33571003610268235,0.33545199083164334,-0.0769246503498966
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh2,192,0.3155331054780011,0.3154315770370886,-0.03218715192252475,0.38722993270494044,0.3873500438251843,0.03100841787900821
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh2,336,0.4188847346896572,0.41925755899310824,0.08892488530115594,0.445923477721711,0.4465432483259411,0.13879296273173747
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTh2,720,0.6370898701354033,0.6391220960041715,0.31797146139583843,0.5542741815870007,0.5556088126574953,0.2402105654355946
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm2,96,0.11420640529831871,0.11255172760381053,-1.4701486416385912,0.22962400619871914,0.23064050590619445,0.44072904864713713
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm2,192,0.15201791186700575,0.15232707387379682,0.20295932884998313,0.26484338066074997,0.266599954959626,0.6588801934126587
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm2,336,0.19366665253792667,0.1968963770528457,1.6403168830537718,0.2992034077067815,0.3010709736762302,0.6203075463053653
effectiveness_vs_equal,iscf_rscc,iscf_equal,ETTm2,720,0.27355290331826027,0.2759780432149354,0.8787437828111644,0.3533539938740432,0.35231309593137766,-0.29544684960229883
