scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.003062529256567359,5.165572656551376e-05,0.0002813501632772386,3.0917608737945557,0.7943447828292847,0.321563720703125,0.3215521275997162,-0.0036052277238907138,4.76837158203125e-07
1-96,0.0025756494142115116,3.764837674680166e-05,0.00017814463353715837,2.5500659942626953,0.7903742790222168,0.14854632318019867,0.14854933321475983,0.002026326533499656,4.76837158203125e-07
97-192,0.00346997007727623,6.491009844467044e-05,0.00028949257102794945,2.94323468208313,0.6174377202987671,0.2332102656364441,0.2332002818584442,-0.004281020379870437,4.76837158203125e-07
193-336,0.0031504386570304632,5.379231879487634e-05,0.000277465907856822,3.046116590499878,0.7186152935028076,0.3131287097930908,0.3131227493286133,-0.001903519316848179,4.76837158203125e-07
337-720,0.0030535391997545958,5.104275987832807e-05,0.0003050616360269487,3.281432867050171,0.8479039669036865,0.3900695741176605,0.39005178213119507,-0.004561234365851874,4.76837158203125e-07
