segment_a,segment_b,cosine
0,1,-0.1006280854344368
0,2,0.061965037137269974
0,3,0.8696562647819519
0,4,-0.2257392406463623
0,5,-0.07531014829874039
0,6,0.7623521089553833
0,7,-0.29045379161834717
0,8,-0.11633148789405823
0,9,0.722882091999054
0,10,-0.3239957392215729
0,11,-0.11429906636476517
0,12,0.7431727051734924
0,13,-0.2916416525840759
0,14,-0.10270632058382034
1,2,0.17758704721927643
1,3,-0.050375375896692276
1,4,0.9460194706916809
1,5,0.12053031474351883
1,6,-0.10755211859941483
1,7,0.8829193115234375
1,8,0.09719705581665039
1,9,-0.11641115695238113
1,10,0.8767342567443848
1,11,0.11903032660484314
1,12,-0.07303663343191147
1,13,0.9001701474189758
1,14,0.1450202763080597
2,3,0.09803026169538498
2,4,0.13079722225666046
2,5,0.95864337682724
2,6,0.04467706009745598
2,7,0.10399029403924942
2,8,0.9203310012817383
2,9,0.020291365683078766
2,10,0.09831098467111588
2,11,0.9172245264053345
2,12,0.04399193078279495
2,13,0.12357548624277115
2,14,0.9332517981529236
3,4,-0.06064361706376076
3,5,0.05959863215684891
3,6,0.9704562425613403
3,7,-0.07925766706466675
3,8,0.051562510430812836
3,9,0.9447149038314819
3,10,-0.11798601597547531
3,11,0.05031953379511833
3,12,0.9542060494422913
3,13,-0.09734294563531876
3,14,0.05309253931045532
4,5,0.1534963846206665
4,6,-0.05456139147281647
4,7,0.9802185893058777
4,8,0.15506166219711304
4,9,-0.05331667512655258
4,10,0.9678894877433777
4,11,0.17021676898002625
4,12,-0.028458794578909874
4,13,0.9736770987510681
4,14,0.18427295982837677
5,6,0.06670404225587845
5,7,0.16873888671398163
5,8,0.9893515110015869
5,9,0.05774405226111412
5,10,0.16538462042808533
5,11,0.980627715587616
5,12,0.06353280693292618
5,13,0.17379646003246307
5,14,0.9805676341056824
6,7,-0.033591900020837784
6,8,0.08487080782651901
6,9,0.9910398125648499
6,10,-0.06854540854692459
6,11,0.08218321949243546
6,12,0.984244704246521
6,13,-0.06336577236652374
6,14,0.06922106444835663
7,8,0.19329902529716492
7,9,-0.016331234946846962
7,10,0.9921083450317383
7,11,0.208015576004982
7,12,-0.003190891817212105
7,13,0.9839394092559814
7,14,0.2073165774345398
8,9,0.08934055268764496
8,10,0.1970500946044922
8,11,0.9940205216407776
8,12,0.0898374393582344
8,13,0.19683724641799927
8,14,0.9823806285858154
9,10,-0.041121188551187515
9,11,0.09221018105745316
9,12,0.9911121726036072
9,13,-0.04008529707789421
9,14,0.07156949490308762
10,11,0.22001677751541138
10,12,-0.023442523553967476
10,13,0.9921064376831055
10,14,0.2170153111219406
11,12,0.10085660964250565
11,13,0.2248217910528183
11,14,0.9893859028816223
12,13,-0.011106331832706928
12,14,0.08963529765605927
13,14,0.23439644277095795
