scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.1644717818333043,0.056486908439546825,0.04729924828021063,0.09688257200436459,0.04729924828021063,0.9525154994593726,0.05000000074505806,0.9998219013214111,0.8344515668021308,0.0
