short_horizon,long_horizon,chpd_raw,nchpd
96,192,0.13579803164698953,0.13050550408661366
96,336,0.3096266355848316,0.2975593951220314
96,720,0.18201418955539217,0.1749204555526376
192,336,0.15532652231469027,0.1492729006956021
192,720,0.06881938235557523,0.0661372486501932
336,720,0.1228016861517702,0.11801567194717272
