model,horizon,mse_raw,mae_raw,mse_scaled,mae_scaled
UVHF,96,0.02569091891260034,0.12344927484032205,0.023727410577289346,0.11863802182378906
TimeMixer,96,0.17755059098323644,0.32822591941054763,0.16398073517072237,0.31543379935224086
UVHF,192,0.02667165464607435,0.12688186657508016,0.024633190533822694,0.1219368333693987
TimeMixer,192,0.11337982161438583,0.25614276909216344,0.10471441631871409,0.2461599832714139
UVHF,336,0.024657764747588073,0.1230668457025123,0.022773218430785024,0.11827049729635697
TimeMixer,336,0.13573269702692212,0.2676339195053528,0.12535890374637543,0.2572032830823182
UVHF,720,0.039643530506580996,0.15410933566713986,0.036613650460030775,0.14810315209851643
TimeMixer,720,0.10309835399312917,0.2549074883786101,0.09521874181923115,0.2449728457978029
