dataset,target_horizon,path_id,family,mse,mae,source_path,relative_vs_setting_best_pct,relative_vs_fixed_pct,relative_vs_h1_pct,is_best,within_0p2pct_of_best
Weather,192,a3d_teacher_preserved,teacher_preserved_nested,0.18227648735046387,0.2224266678094864,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.023173409551002777,0.023173409551002777,-0.08030420025030294,False,True
Weather,192,h1_target_set,dense_target_set,0.18242298066616058,0.2224404662847519,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.10356077345219372,0.10356077345219372,0.0,False,True
Weather,192,a3e_target_conditioned_scratch,target_conditioned_nested,0.18244335055351257,0.22255884110927582,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.11473863190534228,0.11473863190534228,0.01116629455215623,False,True
Weather,192,a2_nested,primary_nested,0.18248096108436584,0.22298313677310944,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a2/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.13537719425777972,0.13537719425777972,0.03178350556138909,False,True
Weather,192,h1c_row_gated,dense_target_set,0.18258889019489288,0.22312195599079132,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1946026725139216,0.1946026725139216,0.09094771290680814,False,True
Weather,192,a3e_target_conditioned_warm,target_conditioned_nested,0.18259301781654358,0.2231481671333313,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.19686768113977848,0.19686768113977848,0.09321037829885803,False,True
Weather,192,a3c_warm_nested,primary_nested,0.1827974021434784,0.22354097664356232,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3c/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3090224042878509,0.3090224042878509,0.20524907330783382,False,False
Weather,336,a2_nested,primary_nested,0.2316667139530182,0.2634100317955017,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a2/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.0,-0.42484504479600727,-0.07286177742886757,True,True
Weather,336,a3e_target_conditioned_scratch,target_conditioned_nested,0.2316729873418808,0.26294970512390137,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.002707937085810741,-0.42214861224671996,-0.070155813394146,False,True
Weather,336,a3d_teacher_preserved,teacher_preserved_nested,0.2317049652338028,0.2628192901611328,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.01651134085338679,-0.40840385155607173,-0.056362467031911834,False,True
