epoch,train_loss,mse,mae
1,0.45465170592069626,0.4159695506095886,0.28952768445014954
2,0.4169128476314142,0.40036946535110474,0.28434717655181885
3,0.4106282750275773,0.4030972421169281,0.2825337052345276
4,0.405504509386882,0.40389496088027954,0.2881569564342499
5,0.40124592678227894,0.40129926800727844,0.27886635065078735
6,0.3970328984441052,0.4102024734020233,0.2842593193054199
7,0.39388734773850775,0.40554672479629517,0.2857804298400879
8,0.3907337833563207,0.40993309020996094,0.2823305130004883
9,0.38695406745856914,0.407571017742157,0.2838503420352936
10,0.38376347935745414,0.42233964800834656,0.2831016182899475
11,0.3795439543228754,0.40914255380630493,0.28680261969566345
12,0.3757500294333612,0.4299769997596741,0.28787922859191895
