dataset,trial_id,profile_id,validation_mean_mse_4h,test_mean_mse_4h,test_mean_mae_4h,trainable_parameters,complete
Weather,Weather__h4n_seq448_p14_lr2e5,h4n_seq448_p14_lr2e5,0.501667399807567,,,2961557,True
Weather,Weather__h4n_seq448_p14_lr4e5,h4n_seq448_p14_lr4e5,0.5015274055984005,,,2961557,True
Weather,Weather__h4n_seq480_p15_lr2e5,h4n_seq480_p15_lr2e5,0.49976643829011463,,,3158165,True
Weather,Weather__h4n_seq480_p15_lr4e5,h4n_seq480_p15_lr4e5,0.4985744832270217,,,3158165,True
Weather,Weather__h4n_seq544_p17_lr2e5,h4n_seq544_p17_lr2e5,0.4971357370545674,,,3551381,True
Weather,Weather__h4n_seq544_p17_lr4e5,h4n_seq544_p17_lr4e5,0.4962404807419738,,,3551381,True
Weather,Weather__h4n_seq576_p18_lr2e5,h4n_seq576_p18_lr2e5,0.49592798291890333,,,3747989,True
Weather,Weather__h4n_seq576_p18_lr4e5,h4n_seq576_p18_lr4e5,0.4956186606663294,,,3747989,True
Weather,Weather__h4n_seq608_p19_lr2e5,h4n_seq608_p19_lr2e5,0.4925387981988948,,,3944597,True
Weather,Weather__h4n_seq608_p19_lr4e5,h4n_seq608_p19_lr4e5,0.4933913543029496,,,3944597,True
Weather,Weather__h4n_seq640_p20_lr2e5,h4n_seq640_p20_lr2e5,0.4902896524992742,,,4141205,True
Weather,Weather__h4n_seq640_p20_lr3e5,h4n_seq640_p20_lr3e5,0.4915539649276373,,,4141205,True
Weather,Weather__h4n_seq640_p20_lr4e5,h4n_seq640_p20_lr4e5,0.49162317549030016,,,4141205,True
Weather,Weather__h4n_seq672_p21_lr2e5,h4n_seq672_p21_lr2e5,0.4897795906935316,,,4337813,True
Weather,Weather__h4n_seq672_p21_lr4e5,h4n_seq672_p21_lr4e5,0.4885108742574673,,,4337813,True
Weather,Weather__h4n_seq704_p22_lr2e5,h4n_seq704_p22_lr2e5,0.48932925544342853,,,4534421,True
Weather,Weather__h4n_seq512_p16_lr5e6,h4n_seq512_p16_lr5e6,0.5020577246842477,,,3354773,True
Weather,Weather__h4n_seq512_p16_lr15e6,h4n_seq512_p16_lr15e6,0.49840395915791363,,,3354773,True
Weather,Weather__h4n_seq512_p16_lr25e6,h4n_seq512_p16_lr25e6,0.4979357325791618,,,3354773,True
Weather,Weather__h4n_seq512_p16_lr3e5,h4n_seq512_p16_lr3e5,0.4987469489713909,,,3354773,True
Weather,Weather__h4n_seq512_p16_lr4e5,h4n_seq512_p16_lr4e5,0.49802295454751905,,,3354773,True
Weather,Weather__h4n_seq512_p16_lr75e6,h4n_seq512_p16_lr75e6,0.49804931789108126,,,3354773,True
Weather,Weather__h4n_seq512_p16_lr1e4,h4n_seq512_p16_lr1e4,0.49840174107812346,,,3354773,True
Weather,Weather__h4n_seq512_p16_lr2e4,h4n_seq512_p16_lr2e4,0.497363431131955,,,3354773,True
Weather,Weather__h4n_seq512_p4_lr2e5,h4n_seq512_p4_lr2e5,0.4971488966730364,,,1001621,True
Weather,Weather__h4n_seq512_p8_lr2e5,h4n_seq512_p8_lr2e5,0.4965278928059094,,,1783957,True
Weather,Weather__h4n_seq512_p32_lr2e5,h4n_seq512_p32_lr2e5,0.5002582050329591,,,6499477,True
Weather,Weather__h4n_seq512_p64_lr2e5,h4n_seq512_p64_lr2e5,0.49949011093556206,,,12790421,True
Weather,Weather__h4n_seq640_p8_lr4e5,h4n_seq640_p8_lr4e5,0.489558704926758,,,1784981,True
Weather,Weather__h4n_seq640_p10_lr4e5,h4n_seq640_p10_lr4e5,0.4882119132930206,,,2177173,True
Weather,Weather__h4n_seq640_p16_lr4e5,h4n_seq640_p16_lr4e5,0.4903331923897245,,,3355285,True
Weather,Weather__h4n_seq640_p32_lr4e5,h4n_seq640_p32_lr4e5,0.49244138557678235,,,6499733,True
Weather,Weather__h4n_seq512_p16_lr2e5_r80,h4n_seq512_p16_lr2e5_r80,0.49903363911065435,,,2564933,True
Weather,Weather__h4n_seq512_p16_lr2e5_r96,h4n_seq512_p16_lr2e5_r96,0.4986319517184581,,,2915973,True
Weather,Weather__h4n_seq512_p16_lr2e5_r128,h4n_seq512_p16_lr2e5_r128,0.49794337488840235,,,3618053,True
Weather,Weather__h4n_seq512_p16_lr2e5_r160,h4n_seq512_p16_lr2e5_r160,0.49676655964622835,,,4320133,True
Weather,Weather__h4n_seq512_p16_lr2e5_r192,h4n_seq512_p16_lr2e5_r192,0.4973740939396463,,,5022213,True
Weather,Weather__h4n_seq512_p16_lr2e5_d32_ff64_r64,h4n_seq512_p16_lr2e5_d32_ff64_r64,0.501045878655425,,,1147557,True
Weather,Weather__h4n_seq512_p16_lr2e5_d96_ff192_r128,h4n_seq512_p16_lr2e5_d96_ff192_r128,0.497717268269376,,,5356133,True
Weather,Weather__h4n_seq512_p16_lr2e5_d128_ff256_r128,h4n_seq512_p16_lr2e5_d128_ff256_r128,0.49771666796009484,,,7110597,True
