arm,dataset,seed,oracle_headroom_percent,best_fixed_over_fused_percent,worst_fixed_over_fused_percent,arm_loss_cv_percent,min_pairwise_probe_nrmse,mean_pairwise_probe_nrmse,policy_entropy,usage_min,usage_max
pcsd_equal,ETTh1,2021,9.022000330599456,-2.8538641036075285,-8.850635952206165,2.264977581922061,0.048088388781213215,0.25798160103063417,0.9794734947882262,0.1682336227845817,0.29347176173234096
pcsd_equal,ETTh2,2021,6.523102887997256,0.7336108382245077,-3.180492470977625,1.5570033135540606,0.011352072970081199,0.054514903695334536,0.964448926290598,0.13841040230593743,0.26790853172143314
pcsd_equal,ETTm1,2021,6.440755052342329,0.30449064520350344,-2.6689629453434227,1.2256578034106291,0.020866091098291187,0.08850935674707541,0.8952556339975118,0.09871689427036014,0.35246327960869106
pcsd_equal,ETTm2,2021,7.333634312675463,-0.02301330009983893,-3.1343354439731463,1.2306582165178428,0.011439857183789509,0.05202964200813544,0.710211236133252,0.08460360823079865,0.5801411871821536
pcsd_equal,Weather,2021,8.616499930750066,1.548577417859398,-0.7025871715256038,0.8947476402578173,0.02487274072182871,0.11275005149810995,0.6351720032725967,0.04432538016580638,0.36250332961849785
pcsd_measure,ETTh1,2021,-13.074086811560504,-21.185252257888077,-330.91911484852136,43.437270134876,0.2194322243069042,1.114743374291653,0.645645143175046,0.07381471818459039,0.6923324825765357
pcsd_measure,ETTh2,2021,8.71657373609247,-2.599901464824206,-60.435694962763485,17.394729464989762,0.038654640558750224,0.17128987554892625,0.7535469676427831,0.0938092321437277,0.5924563546554008
pcsd_measure,ETTm1,2021,9.93009910741528,-12.217344012248255,-335.5794594169871,44.49792519639507,0.14117818938752688,0.7906467699842484,0.5692280672957212,0.026165652678256743,0.7349771842098765
pcsd_measure,ETTm2,2021,13.43376859070975,-9.827865281945858,-418.75813189218115,48.842630148983396,0.0853890121278711,0.536788404587229,0.4246297808141214,0.03679149602880151,0.8268541903237789
pcsd_measure,Weather,2021,21.038534271227405,-28.52831402070568,-182.39326242895794,29.775972283437174,0.20985117285056995,1.0831281448943335,0.653071681325804,0.03466089212216974,0.6482896437129994
siff_constant_equal,ETTh1,2021,7.2378904349077455,-2.2192712506791556,-14.48349073875237,4.841444908911746,0.05564016013280339,0.2778559624368918,0.9305734489108666,0.11946508898105172,0.3866153632555953
siff_constant_equal,ETTh2,2021,5.888940213895499,-0.12018177439454547,-4.401511781532852,1.743703630199632,0.012827291139405629,0.06177339092384023,0.941993651932614,0.15084682045204129,0.3574464029819118
siff_constant_equal,ETTm1,2021,5.285009572996568,-0.26843740193842613,-2.7070297192288484,0.9741148643322277,0.01912754336387136,0.08582102424115495,0.8840747713828688,0.12507148258771278,0.4092497546891694
siff_constant_equal,ETTm2,2021,5.315918965239652,0.12228699487979444,-4.582530132777807,1.8724416892069802,0.011938923749927013,0.053249877749757445,0.5841642711115203,0.026259382574991698,0.6412401830847664
siff_constant_equal,Weather,2021,8.984210500973699,1.91577655674261,-1.0350238887919305,1.194378117923196,0.026218844715289777,0.1127867779153843,0.6333170493030533,0.03513100158226991,0.3584726100671924
siff_equal,ETTh1,2021,4.684418262476142,-0.4446574429702199,-21.98419712585229,7.365770177004946,0.14221633859939461,0.26984220605076104,0.9578791040251304,0.12421039336146061,0.3226149573253787
siff_equal,ETTh2,2021,5.40859969104125,-0.4006790471346333,-9.052008645117127,3.0764241928890743,0.03698779364608548,0.07945092821873351,0.9687210450363065,0.14473661848979832,0.30233219568218994
siff_equal,ETTm1,2021,6.836972777305583,-0.6950367447067674,-6.064301759893764,2.021181251007614,0.06649036549621383,0.11930586758828228,0.7753208637696464,0.016430070954956213,0.372858289196059
siff_equal,ETTm2,2021,8.054405570560242,0.0207836206243317,-10.736317477994461,4.0965004202170965,0.03471727639059973,0.0736783796403383,0.8406176859826253,0.03250113064145388,0.3869325075943663
siff_equal,Weather,2021,6.984054182455268,-0.04817571827366862,-1.9693331921469381,0.6862932386626829,0.06381759486786648,0.12473315730656839,0.5184822573902121,0.002574697940187071,0.4236472182841942
siff_independent_equal,ETTh1,2021,5.458118553285097,-5.8691883375131315,-7.700181518170579,0.639987597502775,0.2950418171239762,0.3423629566620884,0.9863042138276469,0.13846714710766256,0.25014351468370494
siff_independent_equal,ETTh2,2021,6.709026282695174,-0.40577285652467765,-4.327321070811241,1.2640115704761745,0.0663982928552493,0.0837504832699103,0.9271239151253191,0.17550803848289911,0.22402428078825393
siff_independent_equal,ETTm1,2021,8.581295514124609,-0.1015627679934461,-3.874821605823553,1.2918962694156653,0.10845186726547369,0.12647254539744912,0.8117576711829544,0.16352927080357538,0.23070303421696817
siff_independent_equal,ETTm2,2021,7.899750271764505,-2.319310955835374,-3.316180191099116,0.3689174414409876,0.06260052919218413,0.0789827647355084,0.9365990194389593,0.14193453850631327,0.30241848190216414
siff_independent_equal,Weather,2021,12.182204857285484,1.623075415516273,-0.7238145315292766,0.9435473084704358,0.13070418356753777,0.16400692395951766,0.29476285311331063,0.09168058362911814,0.2567370601010361
siff_measure,ETTh1,2021,-69.46796099968451,-80.28967653784062,-2558.8606215090967,131.36570230124636,0.8857018427605282,2.2713773112009905,0.7977012053370146,0.05151605838337173,0.5451739144284278
siff_measure,ETTh2,2021,-6.006885163941078,-19.125186383381543,-462.36336865771887,77.61066329679079,0.16416955777079523,0.40642805831349554,0.8576629495233595,0.08738829363807947,0.47942163727903203
siff_measure,ETTm1,2021,-25.167434089932804,-45.60401660192019,-1979.023019981938,120.20231284566565,0.6144353578592252,1.4652955230642326,0.7244203663716526,0.020235920206178194,0.5976926894981388
siff_measure,ETTm2,2021,-4.688184310924481,-32.627008985990116,-1924.546930068431,128.0858669701577,0.28585595320961854,0.7727262868775623,0.6892232972110887,0.01576826668157193,0.6187856449647828
siff_measure,Weather,2021,11.366808906831016,-35.00393390312833,-1000.7841772532838,101.98807340049405,0.8451139962068716,2.1077405926744666,0.7146237481622181,0.0073367898314160625,0.5680945697182995
siff_permuted_equal,ETTh1,2021,5.277090035141474,-3.0439162976460876,-17.160665086945293,4.463084152770206,0.134377136574834,0.32976569449480286,0.9682911747293509,0.13651103492178046,0.3262600029962226
siff_permuted_equal,ETTh2,2021,6.25273693393209,-0.43081585028137415,-4.739146303363917,1.375420950335644,0.030101789329060026,0.07439447994288498,0.9491476229724679,0.10307231005685089,0.3223014692470225
siff_permuted_equal,ETTm1,2021,6.98355840607835,-0.006576586623485703,-3.815972799691658,1.2275461393809517,0.04919250750572859,0.11068655975183155,0.898456345945082,0.10745593263443981,0.3305817310733338
siff_permuted_equal,ETTm2,2021,7.048983678233956,0.0863650803968885,-5.642714426561457,1.925718190266441,0.029519414727150056,0.0711811085396303,0.8597145044604515,0.09827440758086028,0.37715022839741463
siff_permuted_equal,Weather,2021,6.315582807938402,-0.5338981806645604,-1.0890284247006887,0.19698359835514812,0.05113722402179533,0.1185272458096051,0.6707916669751912,0.040381961745578406,0.34480375194986534
siff_q1_wide_equal,ETTh1,2021,7.026287560904764,1.2301720863080123,-9.421374233302116,4.107203115296851,0.042989803052473886,0.2009818915727354,0.9554517064673472,0.14010298160814305,0.34057654502129964
siff_q1_wide_equal,ETTh2,2021,7.129219696384781,0.8027525575442951,-4.892650794893205,2.143430124200397,0.013749981000522538,0.06315407480132884,0.9695916983277357,0.17642730111978422,0.2831212505426694
siff_q1_wide_equal,ETTm1,2021,6.789716359872622,0.5993352915570238,-3.109058551757826,1.4536161133846794,0.020861592995074306,0.09197678455184563,0.9260359405279809,0.11642086110052778,0.3274014242579786
siff_q1_wide_equal,ETTm2,2021,5.283035552888671,-0.7911738754856845,-3.8383735977390865,1.2981194635594921,0.011846691879508858,0.054358486904314475,0.6785525860144269,0.049593095931415074,0.6098684676589498
siff_q1_wide_equal,Weather,2021,7.539281896954419,1.2750216903137268,-0.7584749173216387,0.8365029514458808,0.02886372556559954,0.11839903282949316,0.7371197500527893,0.050825786148230356,0.3592795007587141
