scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,5.362715000956086e-07,0.0004915310419164598,0.027294347062706947,0.00037287623854354024,0.000372915412299335,0.018008720129728317,0.018033435568213463,0.12604932487010956,3.3172080533827586e-12
1-96,4.093195116183779e-07,0.00042091766954399645,0.023369506001472473,0.0003193088050466031,0.0003193423617631197,0.01801099255681038,0.018033063039183617,0.12604932487010956,2.214366060307449e-12
97-192,6.455689458562119e-07,0.0005412755417637527,0.030067285522818565,0.0004106124979443848,0.0004106556298211217,0.018002400174736977,0.018028855323791504,0.12604932487010956,3.1883987637593147e-12
193-336,5.480412141878332e-07,0.0005054436041973531,0.028062276542186737,0.00038343030610121787,0.00038347061490640044,0.01801149733364582,0.018033435568213463,0.12604932487010956,3.852799156101039e-12
