baseline,dataset,horizon,repeat,seed_contract,mse,mae,checkpoint,checkpoint_sha256,test_role
SimpleTM,ETTm2,96,0,fix_seed_2025_advancing_rng_across_itr,0.17369027435779572,0.25711265206336975,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_96_32_32_1_bior3.1_None_3_0.3_0.0005_0.006_TST_256_2025_1_0/checkpoint.pth,1c652c3cb3e0dbffdcf2e3a59dc7d0b8bfd8659679b76581b704cd654af87119,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,96,1,fix_seed_2025_advancing_rng_across_itr,0.17605412006378174,0.25956422090530396,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_96_32_32_1_bior3.1_None_3_0.3_0.0005_0.006_TST_256_2025_1_1/checkpoint.pth,2a870e0ec486d6666464b2aa37cba700c760b10578d8abbdfed91f5d5b366b05,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,96,2,fix_seed_2025_advancing_rng_across_itr,0.1751367449760437,0.25840646028518677,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_96_32_32_1_bior3.1_None_3_0.3_0.0005_0.006_TST_256_2025_1_2/checkpoint.pth,2c74c6408bc844172b863df7a55abd320e729c09d09aae539aa185f2461107b2,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,192,0,fix_seed_2025_advancing_rng_across_itr,0.24096211791038513,0.3011089265346527,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_192_32_32_1_bior3.1_None_1_0.0_0.005_0.006_TST_256_2025_1_0/checkpoint.pth,e5ab01fd2a085054a555ef159068b608a7a907761fb0cec8e8c6e7422df8e1cb,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,192,1,fix_seed_2025_advancing_rng_across_itr,0.24220813810825348,0.30175894498825073,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_192_32_32_1_bior3.1_None_1_0.0_0.005_0.006_TST_256_2025_1_1/checkpoint.pth,ce086e6adcb347df1b1baadca6dcc4c67f8c76f0b59e18b7e3868c1d63570a93,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,192,2,fix_seed_2025_advancing_rng_across_itr,0.23753508925437927,0.2989163398742676,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_192_32_32_1_bior3.1_None_1_0.0_0.005_0.006_TST_256_2025_1_2/checkpoint.pth,4fb8760a707b960ecaa1c0e31fc2024e1f873146a5ac1f8975d7116d59ac4d8d,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,336,0,fix_seed_2025_advancing_rng_across_itr,0.30588576197624207,0.3419775664806366,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_336_64_64_1_bior3.3_None_1_0.6_5e-05_0.006_TST_128_2025_1_0/checkpoint.pth,4d8532d6c5b7de12d881527e78346d0fe00196d42c2dd1417fd6ee007f46f737,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,336,1,fix_seed_2025_advancing_rng_across_itr,0.3069869875907898,0.34361299872398376,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_336_64_64_1_bior3.3_None_1_0.6_5e-05_0.006_TST_128_2025_1_1/checkpoint.pth,60dd8b61e98e125efe3f0a4f96bedb7b48ad16602544e6012593f2b42ef5d732,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,336,2,fix_seed_2025_advancing_rng_across_itr,0.30157285928726196,0.34105339646339417,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_336_64_64_1_bior3.3_None_1_0.6_5e-05_0.006_TST_128_2025_1_2/checkpoint.pth,4057add146b2991aa9b028fd6fab194fb584a2909be83f46e34a8635b33b37f5,official_test_once_after_validation_selected_checkpoint
SimpleTM,ETTm2,720,0,fix_seed_2025_advancing_rng_across_itr,0.4054686427116394,0.4021085798740387,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ETTm2/workspace/source/checkpoints/ETTm2_ETTm2_96_720_96_96_1_db1_None_3_1.0_0.0_0.003_TST_256_2025_1_0/checkpoint.pth,78ec2827c8e7944968321f988f0c9e8ab90d0d6054eaad0ff84415bbc3e34375,official_test_once_after_validation_selected_checkpoint
