segment_a,segment_b,cosine
0,1,0.08791524171829224
0,2,-0.10354071110486984
0,3,0.007546137552708387
0,4,-0.005486279726028442
0,5,0.00786146055907011
0,6,-0.2343490868806839
1,2,-0.007943205535411835
1,3,0.1328677088022232
1,4,-0.04148251935839653
1,5,-0.00282992422580719
1,6,-0.07781326770782471
2,3,0.04150766134262085
2,4,-0.006428658962249756
2,5,0.07768840342760086
2,6,-0.017065469175577164
3,4,0.21341031789779663
3,5,-0.007947597652673721
3,6,-0.032270628958940506
4,5,0.10038767755031586
4,6,-0.05217977613210678
5,6,0.07581818848848343
