epoch,train_loss,mse,mae
1,0.8986040757874311,0.7151620984077454,0.6046262979507446
2,0.8445861723463414,0.7094500660896301,0.5947901010513306
3,0.8018384212154454,0.7177356481552124,0.5951661467552185
4,0.7851123385510203,0.7242810130119324,0.5960435271263123
5,0.7763768252679857,0.663027822971344,0.5755179524421692
6,0.764567359019134,0.7337807416915894,0.5967668294906616
7,0.7529866382227106,0.6898683905601501,0.5796802043914795
8,0.741122487237898,0.7398302555084229,0.5944573283195496
9,0.7356268581697496,0.690109133720398,0.5790937542915344
10,0.722435871423301,0.7212100028991699,0.5879456996917725
11,0.7165747082839578,0.6922679543495178,0.5795320272445679
12,0.708110459780289,0.7829787135124207,0.6084451675415039
13,0.6969833101256419,0.7639592289924622,0.6044069528579712
14,0.6883059275352349,0.7812036871910095,0.6104381084442139
15,0.68026462348841,0.809148907661438,0.6200092434883118
