dataset,horizon,r3_mse,full_mse,r3_mae,full_mae,r3_vs_full_mse_pct,r3_vs_full_mae_pct,r3_mse_win,r3_mae_win
ETTh2,96,0.30479592084884644,0.3393581807613373,0.35886070132255554,0.3825231194496155,-10.184596061586525,-6.185879211982293,True,True
ETTh2,192,0.3690433204174042,0.38873955607414246,0.4003613591194153,0.41329216957092285,-5.06669191467145,-3.1287334732066796,True,True
ETTh2,336,0.3829101622104645,0.39454904198646545,0.41559359431266785,0.42475733160972595,-2.9499196645876635,-2.1574053265495885,True,True
ETTh2,720,0.41047340631484985,0.4192008078098297,0.43929871916770935,0.44865214824676514,-2.081914283652586,-2.084784195418865,True,True
Weather,96,0.14802636206150055,0.15470075607299805,0.19702932238578796,0.204793781042099,-4.314390039792748,-3.791354706574279,True,True
Weather,192,0.19240911304950714,0.20070676505565643,0.23990498483181,0.24629350006580353,-4.134216404638047,-2.593862701324512,True,True
Weather,336,0.24479345977306366,0.2568790018558502,0.28043317794799805,0.28697192668914795,-4.704760605371883,-2.2785325437887805,True,True
Weather,720,0.3208470046520233,0.3384815454483032,0.3337559103965759,0.3417808413505554,-5.209897270152131,-2.3479756566426535,True,True
