dataset,horizon,r3_vs_uniform_mse_pct,r3_improves_uniform
ETTh2,96,-1.3317423829697805,True
ETTh2,192,-0.03330060052486594,True
ETTh2,336,0.5538457444747902,False
ETTh2,720,-0.7095991207957786,True
ETTm1,96,-2.6513892098323,True
ETTm1,192,-2.05901714822021,True
ETTm1,336,-1.2463919064155227,True
ETTm1,720,-0.5195891939543396,True
Weather,96,-1.4484689061432743,True
Weather,192,-1.0879109742272686,True
Weather,336,-0.9927358279457232,True
Weather,720,-0.868714643206292,True
